mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
68	68	1273/6	1273/6	0.16666666666666666	1/6	1/6	Chord	6/8	3	1	1/24		1/16	2/3	937																
68	68	637/3	637/3	0.16666666666666666	5/24	5/24	Chord	6/8	3	1	1/24		1/16	2/3	938																
68	68	425/2	425/2	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	939																
68	68	638/3	638/3	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	940																
68	68	1277/6	1277/6	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	941																
68	68	213	213	0.16666666666666666	3/8	3/8	Chord	6/8	3	1	1/24		1/16	2/3	942																
68	68	1279/6	1279/6	0.16666666666666666	5/12	5/12	Chord	6/8	3	1	1/24		1/16	2/3	943																
68	68	640/3	640/3	0.16666666666666666	11/24	11/24	Chord	6/8	3	1	1/24		1/16	2/3	944																
68	68	427/2	427/2	0.16666666666666666	1/2	1/2	Chord	6/8	3	1	1/24		1/16	2/3	945																
68	68	641/3	641/3	0.16666666666666666	13/24	13/24	Chord	6/8	3	1	1/24		1/16	2/3	946																
68	68	1283/6	1283/6	0.16666666666666666	7/12	7/12	Chord	6/8	3	1	1/24		1/16	2/3	947																
68	68	214	214	0.16666666666666666	5/8	5/8	Chord	6/8	3	1	1/24		1/16	2/3	948																
68	68	1285/6	1285/6	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	949																
68	68	643/3	643/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	950																
68	68	423/2	423/2	0.16666666666666666	0	0	Chord	6/8	3	2	1/24		1/16	2/3	951																
68	68	423/2	423/2	0.0	0	0	Spanner	6/8	4	1	0																		12		
68	68	423/2	423/2	0.0	0	0	Spanner	6/8	4	1	0																		12		
69	69	429/2	429/2	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
69	69	216	216	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=100	100.0	𝅘𝅥	100.0	0.0								
69	69	429/2	429/2	0.16666666666666666	0	0	Chord	6/8	3	1	1/24		1/16	2/3	952																
69	69	644/3	644/3	0.16666666666666666	1/24	1/24	Chord	6/8	3	1	1/24		1/16	2/3	953																
69	69	1289/6	1289/6	0.16666666666666666	1/12	1/12	Chord	6/8	3	1	1/24		1/16	2/3	954																
69	69	215	215	0.16666666666666666	1/8	1/8	Chord	6/8	3	1	1/24		1/16	2/3	955																
69	69	1291/6	1291/6	0.16666666666666666	1/6	1/6	Chord	6/8	3	1	1/24		1/16	2/3	956																
69	69	646/3	646/3	0.16666666666666666	5/24	5/24	Chord	6/8	3	1	1/24		1/16	2/3	957																
69	69	431/2	431/2	0.16666666666666666	1/4	1/4	Chord	6/8	3	1	1/24		1/16	2/3	958																
69	69	647/3	647/3	0.16666666666666666	7/24	7/24	Chord	6/8	3	1	1/24		1/16	2/3	959																
69	69	1295/6	1295/6	0.16666666666666666	1/3	1/3	Chord	6/8	3	1	1/24		1/16	2/3	960																
69	69	216	216	0.16666666666666666	3/8	3/8	Chord	6/8	3	1	1/24		1/16	2/3	961																
69	69	1297/6	1297/6	0.16666666666666666	5/12	5/12	Chord	6/8	3	1	1/24		1/16	2/3	962																
69	69	649/3	649/3	0.16666666666666666	11/24	11/24	Chord	6/8	3	1	1/24		1/16	2/3	963																
69	69	433/2	433/2	0.16666666666666666	1/2	1/2	Chord	6/8	3	1	1/24		1/16	2/3	964																
69	69	650/3	650/3	0.16666666666666666	13/24	13/24	Chord	6/8	3	1	1/24		1/16	2/3	965																
69	69	1301/6	1301/6	0.16666666666666666	7/12	7/12	Chord	6/8	3	1	1/24		1/16	2/3	966																
69	69	217	217	0.16666666666666666	5/8	5/8	Chord	6/8	3	1	1/24		1/16	2/3	967																
69	69	1303/6	1303/6	0.16666666666666666	2/3	2/3	Chord	6/8	3	1	1/24		1/16	2/3	968																
69	69	652/3	652/3	0.16666666666666666	17/24	17/24	Chord	6/8	3	1	1/24		1/16	2/3	969																
70	70	435/2	435/2	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
70	70	435/2	435/2	0.0	0	0	Spanner	6/8	3	1	0														5						
70	70	439/2	439/2	0.0	1/2	1/2	Dynamic	6/8	3	1	0					pp															
70	70	439/2	439/2	0.0	1/2	1/2	Spanner	6/8	3	1	0																				
70	70	439/2	439/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	970		articStaccatoAbove							130							
70	70	220	220	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	971		articStaccatoAbove							130							
70	70	435/2	435/2	0.125	0	0	Chord	6/8	3	2	1/32		1/32	1	972																
70	70	1741/8	1741/8	0.125	1/32	1/32	Chord	6/8	3	2	1/32		1/32	1	973																
70	70	871/4	871/4	0.125	1/16	1/16	Chord	6/8	3	2	1/32		1/32	1	974																
70	70	1743/8	1743/8	0.125	3/32	3/32	Chord	6/8	3	2	1/32		1/32	1	975																
70	70	218	218	0.125	1/8	1/8	Chord	6/8	3	2	1/32		1/32	1	976																
70	70	1745/8	1745/8	0.125	5/32	5/32	Chord	6/8	3	2	1/32		1/32	1	977																
70	70	873/4	873/4	0.125	3/16	3/16	Chord	6/8	3	2	1/32		1/32	1	978																
70	70	1747/8	1747/8	0.125	7/32	7/32	Chord	6/8	3	2	1/32		1/32	1	979																
70	70	437/2	437/2	0.125	1/4	1/4	Chord	6/8	3	2	1/32		1/32	1	980																
70	70	1749/8	1749/8	0.125	9/32	9/32	Chord	6/8	3	2	1/32		1/32	1	981																
70	70	875/4	875/4	0.125	5/16	5/16	Chord	6/8	3	2	1/32		1/32	1	982																
70	70	1751/8	1751/8	0.125	11/32	11/32	Chord	6/8	3	2	1/32		1/32	1	983																
70	70	219	219	0.125	3/8	3/8	Chord	6/8	3	2	1/32		1/32	1	984																
70	70	1753/8	1753/8	0.125	13/32	13/32	Chord	6/8	3	2	1/32		1/32	1	985																
70	70	877/4	877/4	0.125	7/16	7/16	Chord	6/8	3	2	1/32		1/32	1	986																
70	70	1755/8	1755/8	0.125	15/32	15/32	Chord	6/8	3	2	1/32		1/32	1	987																
70	70	1757/8	1757/8	0.125	17/32	17/32	Chord	6/8	3	2	1/32		1/32	1	988																
70	70	879/4	879/4	0.125	9/16	9/16	Chord	6/8	3	2	1/32		1/32	1	989																
70	70	1759/8	1759/8	0.125	19/32	19/32	Chord	6/8	3	2	1/32		1/32	1	990																
70	70	1761/8	1761/8	0.125	21/32	21/32	Chord	6/8	3	2	1/32		1/32	1	991																
70	70	881/4	881/4	0.125	11/16	11/16	Chord	6/8	3	2	1/32		1/32	1	992																
70	70	1763/8	1763/8	0.125	23/32	23/32	Chord	6/8	3	2	1/32		1/32	1	993																
71	71	441/2	441/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	994		articStaccatoAbove														
71	71	443/2	443/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	995		articStaccatoAbove							131							
71	71	222	222	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	996		articStaccatoAbove														
71	71	223	223	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	997																
71	71	1765/8	1765/8	0.125	1/32	1/32	Chord	6/8	3	2	1/32		1/32	1	998																
71	71	883/4	883/4	0.125	1/16	1/16	Chord	6/8	3	2	1/32		1/32	1	999																
71	71	1767/8	1767/8	0.125	3/32	3/32	Chord	6/8	3	2	1/32		1/32	1	1000																
71	71	221	221	0.125	1/8	1/8	Chord	6/8	3	2	1/32		1/32	1	1001																
71	71	1769/8	1769/8	0.125	5/32	5/32	Chord	6/8	3	2	1/32		1/32	1	1002																
71	71	885/4	885/4	0.125	3/16	3/16	Chord	6/8	3	2	1/32		1/32	1	1003																
71	71	1771/8	1771/8	0.125	7/32	7/32	Chord	6/8	3	2	1/32		1/32	1	1004																
71	71	1773/8	1773/8	0.125	9/32	9/32	Chord	6/8	3	2	1/32		1/32	1	1005																
71	71	887/4	887/4	0.125	5/16	5/16	Chord	6/8	3	2	1/32		1/32	1	1006																
71	71	1775/8	1775/8	0.125	11/32	11/32	Chord	6/8	3	2	1/32		1/32	1	1007																
71	71	1777/8	1777/8	0.125	13/32	13/32	Chord	6/8	3	2	1/32		1/32	1	1008																
71	71	889/4	889/4	0.125	7/16	7/16	Chord	6/8	3	2	1/32		1/32	1	1009																
71	71	1779/8	1779/8	0.125	15/32	15/32	Chord	6/8	3	2	1/32		1/32	1	1010																
71	71	445/2	445/2	0.125	1/2	1/2	Chord	6/8	3	2	1/32		1/32	1	1011																
71	71	1781/8	1781/8	0.125	17/32	17/32	Chord	6/8	3	2	1/32		1/32	1	1012																
71	71	891/4	891/4	0.125	9/16	9/16	Chord	6/8	3	2	1/32		1/32	1	1013																
71	71	1783/8	1783/8	0.125	19/32	19/32	Chord	6/8	3	2	1/32		1/32	1	1014																
71	71	1785/8	1785/8	0.125	21/32	21/32	Chord	6/8	3	2	1/32		1/32	1	1015																
71	71	893/4	893/4	0.125	11/16	11/16	Chord	6/8	3	2	1/32		1/32	1	1016																
71	71	1787/8	1787/8	0.125	23/32	23/32	Chord	6/8	3	2	1/32		1/32	1	1017																
71	71	441/2	441/2	0.0	0	0	StaffText	6/8	4	1	0							dolcissimo e tranquillo											12		
71	71	221	221	0.0	1/8	1/8	Dynamic	6/8	4	1	0					pp													12		
71	71	221	221	0.125	1/8	1/8	Chord	6/8	4	1	1/32		1/32	1	1018														12		
71	71	1769/8	1769/8	0.125	5/32	5/32	Chord	6/8	4	1	1/32		1/32	1	1019														12		
71	71	885/4	885/4	0.125	3/16	3/16	Chord	6/8	4	1	1/32		1/32	1	1020														12		
71	71	1771/8	1771/8	0.125	7/32	7/32	Chord	6/8	4	1	1/32		1/32	1	1021														12		
71	71	443/2	443/2	0.125	1/4	1/4	Chord	6/8	4	1	1/32		1/32	1	1022														12		
71	71	1773/8	1773/8	0.125	9/32	9/32	Chord	6/8	4	1	1/32		1/32	1	1023														12		
71	71	887/4	887/4	0.125	5/16	5/16	Chord	6/8	4	1	1/32		1/32	1	1024														12		
71	71	1775/8	1775/8	0.125	11/32	11/32	Chord	6/8	4	1	1/32		1/32	1	1025														12		
71	71	222	222	0.125	3/8	3/8	Chord	6/8	4	1	1/32		1/32	1	1026														12		
71	71	1777/8	1777/8	0.125	13/32	13/32	Chord	6/8	4	1	1/32		1/32	1	1027														12		
71	71	889/4	889/4	0.125	7/16	7/16	Chord	6/8	4	1	1/32		1/32	1	1028														12		
71	71	1779/8	1779/8	0.125	15/32	15/32	Chord	6/8	4	1	1/32		1/32	1	1029														12		
71	71	445/2	445/2	0.125	1/2	1/2	Chord	6/8	4	1	1/32		1/32	1	1030														12		
71	71	1781/8	1781/8	0.125	17/32	17/32	Chord	6/8	4	1	1/32		1/32	1	1031														12		
71	71	891/4	891/4	0.125	9/16	9/16	Chord	6/8	4	1	1/32		1/32	1	1032														12		
71	71	1783/8	1783/8	0.125	19/32	19/32	Chord	6/8	4	1	1/32		1/32	1	1033														12		
71	71	223	223	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	1034														12		
72	72	447/2	447/2	0.0	0	0	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
72	72	451/2	451/2	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
72	72	447/2	447/2	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	1035									132							
72	72	449/2	449/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1036																
72	72	451/2	451/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1037									133							
72	72	226	226	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1038									133							
72	72	1789/8	1789/8	0.125	1/32	1/32	Chord	6/8	3	2	1/32		1/32	1	1039																
72	72	895/4	895/4	0.125	1/16	1/16	Chord	6/8	3	2	1/32		1/32	1	1040																
72	72	1791/8	1791/8	0.125	3/32	3/32	Chord	6/8	3	2	1/32		1/32	1	1041																
72	72	224	224	0.125	1/8	1/8	Chord	6/8	3	2	1/32		1/32	1	1042																
72	72	1793/8	1793/8	0.125	5/32	5/32	Chord	6/8	3	2	1/32		1/32	1	1043																
72	72	897/4	897/4	0.125	3/16	3/16	Chord	6/8	3	2	1/32		1/32	1	1044																
72	72	1795/8	1795/8	0.125	7/32	7/32	Chord	6/8	3	2	1/32		1/32	1	1045																
72	72	1797/8	1797/8	0.125	9/32	9/32	Chord	6/8	3	2	1/32		1/32	1	1046																
72	72	899/4	899/4	0.125	5/16	5/16	Chord	6/8	3	2	1/32		1/32	1	1047																
72	72	1799/8	1799/8	0.125	11/32	11/32	Chord	6/8	3	2	1/32		1/32	1	1048																
72	72	225	225	0.125	3/8	3/8	Chord	6/8	3	2	1/32		1/32	1	1049																
72	72	1801/8	1801/8	0.125	13/32	13/32	Chord	6/8	3	2	1/32		1/32	1	1050																
72	72	901/4	901/4	0.125	7/16	7/16	Chord	6/8	3	2	1/32		1/32	1	1051																
72	72	1803/8	1803/8	0.125	15/32	15/32	Chord	6/8	3	2	1/32		1/32	1	1052																
72	72	1805/8	1805/8	0.125	17/32	17/32	Chord	6/8	3	2	1/32		1/32	1	1053																
72	72	903/4	903/4	0.125	9/16	9/16	Chord	6/8	3	2	1/32		1/32	1	1054																
72	72	1807/8	1807/8	0.125	19/32	19/32	Chord	6/8	3	2	1/32		1/32	1	1055																
72	72	1809/8	1809/8	0.125	21/32	21/32	Chord	6/8	3	2	1/32		1/32	1	1056																
72	72	905/4	905/4	0.125	11/16	11/16	Chord	6/8	3	2	1/32		1/32	1	1057																
72	72	1811/8	1811/8	0.125	23/32	23/32	Chord	6/8	3	2	1/32		1/32	1	1058																
72	72	224	224	0.125	1/8	1/8	Chord	6/8	4	1	1/32		1/32	1	1059														12		
72	72	1793/8	1793/8	0.125	5/32	5/32	Chord	6/8	4	1	1/32		1/32	1	1060														12		
72	72	897/4	897/4	0.125	3/16	3/16	Chord	6/8	4	1	1/32		1/32	1	1061														12		
72	72	1795/8	1795/8	0.125	7/32	7/32	Chord	6/8	4	1	1/32		1/32	1	1062														12		
72	72	449/2	449/2	0.125	1/4	1/4	Chord	6/8	4	1	1/32		1/32	1	1063														12		
72	72	1797/8	1797/8	0.125	9/32	9/32	Chord	6/8	4	1	1/32		1/32	1	1064														12		
72	72	899/4	899/4	0.125	5/16	5/16	Chord	6/8	4	1	1/32		1/32	1	1065														12		
72	72	1799/8	1799/8	0.125	11/32	11/32	Chord	6/8	4	1	1/32		1/32	1	1066														12		
72	72	225	225	0.125	3/8	3/8	Chord	6/8	4	1	1/32		1/32	1	1067														12		
72	72	1801/8	1801/8	0.125	13/32	13/32	Chord	6/8	4	1	1/32		1/32	1	1068														12		
72	72	901/4	901/4	0.125	7/16	7/16	Chord	6/8	4	1	1/32		1/32	1	1069														12		
72	72	1803/8	1803/8	0.125	15/32	15/32	Chord	6/8	4	1	1/32		1/32	1	1070														12		
72	72	451/2	451/2	0.125	1/2	1/2	Chord	6/8	4	1	1/32		1/32	1	1071														12		
72	72	1805/8	1805/8	0.125	17/32	17/32	Chord	6/8	4	1	1/32		1/32	1	1072														12		
72	72	903/4	903/4	0.125	9/16	9/16	Chord	6/8	4	1	1/32		1/32	1	1073														12		
72	72	1807/8	1807/8	0.125	19/32	19/32	Chord	6/8	4	1	1/32		1/32	1	1074														12		
72	72	226	226	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	1075														12		
73	73	228	228	0.0	3/8	3/8	Tempo	6/8	1	1	0								𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0								
73	73	229	229	0.0	5/8	5/8	Tempo	6/8	1	1	0								𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0								
73	73	453/2	453/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	1076									133							
73	73	227	227	0.5	1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1077									133							
73	73	455/2	455/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1078									133							
73	73	228	228	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1079									133							
73	73	457/2	457/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1080									133							
73	73	229	229	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1081									133							
73	73	1813/8	1813/8	0.125	1/32	1/32	Chord	6/8	3	2	1/32		1/32	1	1082																
73	73	907/4	907/4	0.125	1/16	1/16	Chord	6/8	3	2	1/32		1/32	1	1083																
73	73	1815/8	1815/8	0.125	3/32	3/32	Chord	6/8	3	2	1/32		1/32	1	1084																
73	73	1817/8	1817/8	0.125	5/32	5/32	Chord	6/8	3	2	1/32		1/32	1	1085																
73	73	909/4	909/4	0.125	3/16	3/16	Chord	6/8	3	2	1/32		1/32	1	1086																
73	73	1819/8	1819/8	0.125	7/32	7/32	Chord	6/8	3	2	1/32		1/32	1	1087																
73	73	1821/8	1821/8	0.125	9/32	9/32	Chord	6/8	3	2	1/32		1/32	1	1088																
73	73	911/4	911/4	0.125	5/16	5/16	Chord	6/8	3	2	1/32		1/32	1	1089																
73	73	1823/8	1823/8	0.125	11/32	11/32	Chord	6/8	3	2	1/32		1/32	1	1090																
73	73	1825/8	1825/8	0.125	13/32	13/32	Chord	6/8	3	2	1/32		1/32	1	1091																
73	73	913/4	913/4	0.125	7/16	7/16	Chord	6/8	3	2	1/32		1/32	1	1092																
73	73	1827/8	1827/8	0.125	15/32	15/32	Chord	6/8	3	2	1/32		1/32	1	1093																
73	73	1829/8	1829/8	0.125	17/32	17/32	Chord	6/8	3	2	1/32		1/32	1	1094																
73	73	915/4	915/4	0.125	9/16	9/16	Chord	6/8	3	2	1/32		1/32	1	1095																
73	73	1831/8	1831/8	0.125	19/32	19/32	Chord	6/8	3	2	1/32		1/32	1	1096																
73	73	1833/8	1833/8	0.125	21/32	21/32	Chord	6/8	3	2	1/32		1/32	1	1097																
73	73	917/4	917/4	0.125	11/16	11/16	Chord	6/8	3	2	1/32		1/32	1	1098																
73	73	1835/8	1835/8	0.125	23/32	23/32	Chord	6/8	3	2	1/32		1/32	1	1099																
73	73	227	227	0.125	1/8	1/8	Chord	6/8	4	1	1/32		1/32	1	1100														12		
73	73	1817/8	1817/8	0.125	5/32	5/32	Chord	6/8	4	1	1/32		1/32	1	1101														12		
73	73	909/4	909/4	0.125	3/16	3/16	Chord	6/8	4	1	1/32		1/32	1	1102														12		
73	73	1819/8	1819/8	0.125	7/32	7/32	Chord	6/8	4	1	1/32		1/32	1	1103														12		
73	73	455/2	455/2	0.125	1/4	1/4	Chord	6/8	4	1	1/32		1/32	1	1104														12		
73	73	1821/8	1821/8	0.125	9/32	9/32	Chord	6/8	4	1	1/32		1/32	1	1105														12		
73	73	911/4	911/4	0.125	5/16	5/16	Chord	6/8	4	1	1/32		1/32	1	1106														12		
73	73	1823/8	1823/8	0.125	11/32	11/32	Chord	6/8	4	1	1/32		1/32	1	1107														12		
73	73	228	228	0.125	3/8	3/8	Chord	6/8	4	1	1/32		1/32	1	1108														12		
73	73	1825/8	1825/8	0.125	13/32	13/32	Chord	6/8	4	1	1/32		1/32	1	1109														12		
73	73	913/4	913/4	0.125	7/16	7/16	Chord	6/8	4	1	1/32		1/32	1	1110														12		
73	73	1827/8	1827/8	0.125	15/32	15/32	Chord	6/8	4	1	1/32		1/32	1	1111														12		
73	73	457/2	457/2	0.125	1/2	1/2	Chord	6/8	4	1	1/32		1/32	1	1112														12		
73	73	1829/8	1829/8	0.125	17/32	17/32	Chord	6/8	4	1	1/32		1/32	1	1113														12		
73	73	915/4	915/4	0.125	9/16	9/16	Chord	6/8	4	1	1/32		1/32	1	1114														12		
73	73	1831/8	1831/8	0.125	19/32	19/32	Chord	6/8	4	1	1/32		1/32	1	1115														12		
73	73	229	229	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	1116														12		
74	74	463/2	463/2	0.0	1/2	1/2	Tempo	6/8	1	1	0								𝅘𝅥=90	90.0	𝅘𝅥	90.0	0.0								
74	74	459/2	459/2	1.0	0	0	Chord	6/8	3	1	1/4		1/4	1	1117									133							
74	74	461/2	461/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1118																
74	74	463/2	463/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1119		articStaccatoAbove							134							
74	74	232	232	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1120		articStaccatoAbove							134							
74	74	1837/8	1837/8	0.125	1/32	1/32	Chord	6/8	3	2	1/32		1/32	1	1121																
74	74	919/4	919/4	0.125	1/16	1/16	Chord	6/8	3	2	1/32		1/32	1	1122																
74	74	1839/8	1839/8	0.125	3/32	3/32	Chord	6/8	3	2	1/32		1/32	1	1123																
74	74	230	230	0.125	1/8	1/8	Chord	6/8	3	2	1/32		1/32	1	1124																
74	74	1841/8	1841/8	0.125	5/32	5/32	Chord	6/8	3	2	1/32		1/32	1	1125																
74	74	921/4	921/4	0.125	3/16	3/16	Chord	6/8	3	2	1/32		1/32	1	1126																
74	74	1843/8	1843/8	0.125	7/32	7/32	Chord	6/8	3	2	1/32		1/32	1	1127																
74	74	1845/8	1845/8	0.125	9/32	9/32	Chord	6/8	3	2	1/32		1/32	1	1128																
74	74	923/4	923/4	0.125	5/16	5/16	Chord	6/8	3	2	1/32		1/32	1	1129																
74	74	1847/8	1847/8	0.125	11/32	11/32	Chord	6/8	3	2	1/32		1/32	1	1130																
74	74	231	231	0.125	3/8	3/8	Chord	6/8	3	2	1/32		1/32	1	1131																
74	74	1849/8	1849/8	0.125	13/32	13/32	Chord	6/8	3	2	1/32		1/32	1	1132																
74	74	925/4	925/4	0.125	7/16	7/16	Chord	6/8	3	2	1/32		1/32	1	1133																
74	74	1851/8	1851/8	0.125	15/32	15/32	Chord	6/8	3	2	1/32		1/32	1	1134																
74	74	1853/8	1853/8	0.125	17/32	17/32	Chord	6/8	3	2	1/32		1/32	1	1135																
74	74	927/4	927/4	0.125	9/16	9/16	Chord	6/8	3	2	1/32		1/32	1	1136																
74	74	1855/8	1855/8	0.125	19/32	19/32	Chord	6/8	3	2	1/32		1/32	1	1137																
74	74	1857/8	1857/8	0.125	21/32	21/32	Chord	6/8	3	2	1/32		1/32	1	1138																
74	74	929/4	929/4	0.125	11/16	11/16	Chord	6/8	3	2	1/32		1/32	1	1139																
74	74	1859/8	1859/8	0.125	23/32	23/32	Chord	6/8	3	2	1/32		1/32	1	1140																
74	74	230	230	0.125	1/8	1/8	Chord	6/8	4	1	1/32		1/32	1	1141														12		
74	74	1841/8	1841/8	0.125	5/32	5/32	Chord	6/8	4	1	1/32		1/32	1	1142														12		
74	74	921/4	921/4	0.125	3/16	3/16	Chord	6/8	4	1	1/32		1/32	1	1143														12		
74	74	1843/8	1843/8	0.125	7/32	7/32	Chord	6/8	4	1	1/32		1/32	1	1144														12		
74	74	461/2	461/2	0.125	1/4	1/4	Chord	6/8	4	1	1/32		1/32	1	1145														12		
74	74	1845/8	1845/8	0.125	9/32	9/32	Chord	6/8	4	1	1/32		1/32	1	1146														12		
74	74	923/4	923/4	0.125	5/16	5/16	Chord	6/8	4	1	1/32		1/32	1	1147														12		
74	74	1847/8	1847/8	0.125	11/32	11/32	Chord	6/8	4	1	1/32		1/32	1	1148														12		
74	74	231	231	0.125	3/8	3/8	Chord	6/8	4	1	1/32		1/32	1	1149														12		
74	74	1849/8	1849/8	0.125	13/32	13/32	Chord	6/8	4	1	1/32		1/32	1	1150														12		
74	74	925/4	925/4	0.125	7/16	7/16	Chord	6/8	4	1	1/32		1/32	1	1151														12		
74	74	1851/8	1851/8	0.125	15/32	15/32	Chord	6/8	4	1	1/32		1/32	1	1152														12		
74	74	463/2	463/2	0.125	1/2	1/2	Chord	6/8	4	1	1/32		1/32	1	1153														12		
74	74	1853/8	1853/8	0.125	17/32	17/32	Chord	6/8	4	1	1/32		1/32	1	1154														12		
74	74	927/4	927/4	0.125	9/16	9/16	Chord	6/8	4	1	1/32		1/32	1	1155														12		
74	74	1855/8	1855/8	0.125	19/32	19/32	Chord	6/8	4	1	1/32		1/32	1	1156														12		
74	74	232	232	0.25	5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	1157														12		
75	75	465/2	465/2	0.5	0	0	Chord	6/8	3	1	1/8		1/8	1	1158		articStaccatoAbove														
75	75	467/2	467/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1159		articStaccatoAbove							135							
75	75	234	234	0.5	3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1160		articStaccatoAbove														
75	75	235	235	0.5	5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1161																
75	75	1861/8	1861/8	0.125	1/32	1/32	Chord	6/8	3	2	1/32		1/32	1	1162																
75	75	931/4	931/4	0.125	1/16	1/16	Chord	6/8	3	2	1/32		1/32	1	1163																
75	75	1863/8	1863/8	0.125	3/32	3/32	Chord	6/8	3	2	1/32		1/32	1	1164																
75	75	233	233	0.125	1/8	1/8	Chord	6/8	3	2	1/32		1/32	1	1165																
75	75	1865/8	1865/8	0.125	5/32	5/32	Chord	6/8	3	2	1/32		1/32	1	1166																
75	75	933/4	933/4	0.125	3/16	3/16	Chord	6/8	3	2	1/32		1/32	1	1167																
75	75	1867/8	1867/8	0.125	7/32	7/32	Chord	6/8	3	2	1/32		1/32	1	1168																
75	75	1869/8	1869/8	0.125	9/32	9/32	Chord	6/8	3	2	1/32		1/32	1	1169																
75	75	935/4	935/4	0.125	5/16	5/16	Chord	6/8	3	2	1/32		1/32	1	1170																
75	75	1871/8	1871/8	0.125	11/32	11/32	Chord	6/8	3	2	1/32		1/32	1	1171																
75	75	1873/8	1873/8	0.125	13/32	13/32	Chord	6/8	3	2	1/32		1/32	1	1172																
75	75	937/4	937/4	0.125	7/16	7/16	Chord	6/8	3	2	1/32		1/32	1	1173																
75	75	1875/8	1875/8	0.125	15/32	15/32	Chord	6/8	3	2	1/32		1/32	1	1174																
75	75	469/2	469/2	0.125	1/2	1/2	Chord	6/8	3	2	1/32		1/32	1	1175																
75	75	1877/8	1877/8	0.125	17/32	17/32	Chord	6/8	3	2	1/32		1/32	1	1176																
75	75	939/4	939/4	0.125	9/16	9/16	Chord	6/8	3	2	1/32		1/32	1	1177																
75	75	1879/8	1879/8	0.125	19/32	19/32	Chord	6/8	3	2	1/32		1/32	1	1178																
75	75	1881/8	1881/8	0.125	21/32	21/32	Chord	6/8	3	2	1/32		1/32	1	1179																
75	75	941/4	941/4	0.125	11/16	11/16	Chord	6/8	3	2	1/32		1/32	1	1180																
75	75	1883/8	1883/8	0.125	23/32	23/32	Chord	6/8	3	2	1/32		1/32	1	1181																
75	75	233	233	0.125	1/8	1/8	Chord	6/8	4	1	1/32		1/32	1	1182														12		
75	75	1865/8	1865/8	0.125	5/32	5/32	Chord	6/8	4	1	1/32		1/32	1	1183														12		
75	75	933/4	933/4	0.125	3/16	3/16	Chord	6/8	4	1	1/32		1/32	1	1184														12		
75	75	1867/8	1867/8	0.125	7/32	7/32	Chord	6/8	4	1	1/32		1/32	1	1185														12		
