mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_ritard.	TextLine_stringendo	decrescendo_hairpin	crescendo_line	crescendo_hairpin	diminuendo_line	Ottava:8va
201	197	9839/12	9839/12	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	3352												
201	197	9841/12	9841/12	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	3353												
201	197	3281/4	3281/4	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	3354												
201	197	9845/12	9845/12	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	3355												
201	197	9847/12	9847/12	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	3356												
201	197	3283/4	3283/4	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	3357												
201	197	9851/12	9851/12	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	3358												
201	197	9853/12	9853/12	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	3359												
201	197	3285/4	3285/4	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	3360												
201	197	9857/12	9857/12	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	3361												
201	197	9859/12	9859/12	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	3362												
201	197	3287/4	3287/4	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	3363												
201	197	9863/12	9863/12	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	3364												
201	197	9865/12	9865/12	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	3365												
201	197	3289/4	3289/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	3366		articStaccatissimoBelow										
201	197	3291/4	3291/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	3367												
202	198	3293/4	3293/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	3368		articStaccatissimoBelow										
202	198	3295/4	3295/4	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	3369		articAccentAbove		203								
202	198	3299/4	3299/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	3370												
202	198	3301/4	3301/4	0.0	1/2	1/2	Spanner	4/4	1	1	0																16
202	198	3301/4	3301/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	3371		articStaccatissimoBelow										16
202	198	3303/4	3303/4	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	3372		articAccentAbove										16
202	198	3307/4	3307/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	3373												16
202	198	3295/4	3295/4	0.16666666666666666	1/8	1/8	Chord	4/4	1	2	1/24		1/16	2/3	3374												16
202	198	9887/12	9887/12	0.16666666666666666	1/6	1/6	Chord	4/4	1	2	1/24		1/16	2/3	3375												16
202	198	9889/12	9889/12	0.16666666666666666	5/24	5/24	Chord	4/4	1	2	1/24		1/16	2/3	3376												16
202	198	3297/4	3297/4	0.16666666666666666	1/4	1/4	Chord	4/4	1	2	1/24		1/16	2/3	3377												16
202	198	9893/12	9893/12	0.16666666666666666	7/24	7/24	Chord	4/4	1	2	1/24		1/16	2/3	3378												16
202	198	9895/12	9895/12	0.16666666666666666	1/3	1/3	Chord	4/4	1	2	1/24		1/16	2/3	3379												16
202	198	3299/4	3299/4	0.16666666666666666	3/8	3/8	Chord	4/4	1	2	1/24		1/16	2/3	3380												16
202	198	9899/12	9899/12	0.16666666666666666	5/12	5/12	Chord	4/4	1	2	1/24		1/16	2/3	3381												16
202	198	9901/12	9901/12	0.16666666666666666	11/24	11/24	Chord	4/4	1	2	1/24		1/16	2/3	3382												16
202	198	3303/4	3303/4	0.16666666666666666	5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	3383												16
202	198	9911/12	9911/12	0.16666666666666666	2/3	2/3	Chord	4/4	1	2	1/24		1/16	2/3	3384												16
202	198	9913/12	9913/12	0.16666666666666666	17/24	17/24	Chord	4/4	1	2	1/24		1/16	2/3	3385												16
202	198	3305/4	3305/4	0.16666666666666666	3/4	3/4	Chord	4/4	1	2	1/24		1/16	2/3	3386												16
202	198	9917/12	9917/12	0.16666666666666666	19/24	19/24	Chord	4/4	1	2	1/24		1/16	2/3	3387												16
202	198	9919/12	9919/12	0.16666666666666666	5/6	5/6	Chord	4/4	1	2	1/24		1/16	2/3	3388												16
202	198	3307/4	3307/4	0.16666666666666666	7/8	7/8	Chord	4/4	1	2	1/24		1/16	2/3	3389												16
202	198	9923/12	9923/12	0.16666666666666666	11/12	11/12	Chord	4/4	1	2	1/24		1/16	2/3	3390												16
202	198	9925/12	9925/12	0.16666666666666666	23/24	23/24	Chord	4/4	1	2	1/24		1/16	2/3	3391												16
202	198	3293/4	3293/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	3392		articStaccatissimoAbove										
202	198	3295/4	3295/4	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	3393		articAccentBelow										
202	198	9887/12	9887/12	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	3394												
202	198	9889/12	9889/12	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	3395												
202	198	3297/4	3297/4	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	3396												
202	198	9893/12	9893/12	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	3397												
202	198	9895/12	9895/12	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	3398												
202	198	3299/4	3299/4	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	3399												
202	198	9899/12	9899/12	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	3400												
202	198	9901/12	9901/12	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	3401												
202	198	3301/4	3301/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	3402		articStaccatissimoBelow										
202	198	3303/4	3303/4	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	3403		articAccentAbove										
202	198	9911/12	9911/12	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	3404												
202	198	9913/12	9913/12	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	3405												
202	198	3305/4	3305/4	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	3406												
202	198	9917/12	9917/12	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	3407												
202	198	9919/12	9919/12	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	3408												
202	198	3307/4	3307/4	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	3409												
202	198	9923/12	9923/12	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	3410												
202	198	9925/12	9925/12	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	3411												
203	199	3309/4	3309/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	3412												16
203	199	3311/4	3311/4	0.0	1/8	1/8	Spanner	4/4	1	1	0														30		16
203	199	3311/4	3311/4	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	3413										30		16
203	199	3313/4	3313/4	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	3414										30		16
203	199	3315/4	3315/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	3415										30		16
203	199	3317/4	3317/4	0.0	1/2	1/2	Spanner	4/4	1	1	0																16
203	199	3317/4	3317/4	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	3416		articAccentAbove		204								16
203	199	3321/4	3321/4	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	3417		articStaccatissimoBelow										16
203	199	3323/4	3323/4	0.0	7/8	7/8	Spanner	4/4	1	1	0																
203	199	831	831	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	3418				205								
203	199	3309/4	3309/4	0.16666666666666666	0	0	Chord	4/4	1	2	1/24		1/16	2/3	3419												
203	199	9929/12	9929/12	0.16666666666666666	1/24	1/24	Chord	4/4	1	2	1/24		1/16	2/3	3420												
203	199	9931/12	9931/12	0.16666666666666666	1/12	1/12	Chord	4/4	1	2	1/24		1/16	2/3	3421												
203	199	3311/4	3311/4	0.16666666666666666	1/8	1/8	Chord	4/4	1	2	1/24		1/16	2/3	3422												
203	199	9935/12	9935/12	0.16666666666666666	1/6	1/6	Chord	4/4	1	2	1/24		1/16	2/3	3423												
203	199	9937/12	9937/12	0.16666666666666666	5/24	5/24	Chord	4/4	1	2	1/24		1/16	2/3	3424												
203	199	3313/4	3313/4	0.16666666666666666	1/4	1/4	Chord	4/4	1	2	1/24		1/16	2/3	3425												
203	199	9941/12	9941/12	0.16666666666666666	7/24	7/24	Chord	4/4	1	2	1/24		1/16	2/3	3426												
203	199	9943/12	9943/12	0.16666666666666666	1/3	1/3	Chord	4/4	1	2	1/24		1/16	2/3	3427												
203	199	3315/4	3315/4	0.16666666666666666	3/8	3/8	Chord	4/4	1	2	1/24		1/16	2/3	3428												
203	199	9947/12	9947/12	0.16666666666666666	5/12	5/12	Chord	4/4	1	2	1/24		1/16	2/3	3429												
203	199	9949/12	9949/12	0.16666666666666666	11/24	11/24	Chord	4/4	1	2	1/24		1/16	2/3	3430												
203	199	3317/4	3317/4	0.16666666666666666	1/2	1/2	Chord	4/4	1	2	1/24		1/16	2/3	3431												
203	199	9953/12	9953/12	0.16666666666666666	13/24	13/24	Chord	4/4	1	2	1/24		1/16	2/3	3432												
203	199	9955/12	9955/12	0.16666666666666666	7/12	7/12	Chord	4/4	1	2	1/24		1/16	2/3	3433												
203	199	3319/4	3319/4	0.16666666666666666	5/8	5/8	Chord	4/4	1	2	1/24		1/16	2/3	3434												
203	199	9959/12	9959/12	0.16666666666666666	2/3	2/3	Chord	4/4	1	2	1/24		1/16	2/3	3435												
203	199	9961/12	9961/12	0.16666666666666666	17/24	17/24	Chord	4/4	1	2	1/24		1/16	2/3	3436												
203	199	3309/4	3309/4	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	3437												
203	199	9929/12	9929/12	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	3438												
203	199	9931/12	9931/12	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	3439												
203	199	3311/4	3311/4	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	3440												
203	199	9935/12	9935/12	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	3441												
203	199	9937/12	9937/12	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	3442												
203	199	3313/4	3313/4	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	3443												
203	199	9941/12	9941/12	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	3444												
203	199	9943/12	9943/12	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	3445												
203	199	3315/4	3315/4	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	3446												
203	199	9947/12	9947/12	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	3447												
203	199	9949/12	9949/12	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	3448												
203	199	3317/4	3317/4	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	3449												
203	199	9953/12	9953/12	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	3450												
203	199	9955/12	9955/12	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	3451												
203	199	3319/4	3319/4	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	3452												
203	199	9959/12	9959/12	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	3453												
203	199	9961/12	9961/12	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	3454												
203	199	3321/4	3321/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	3455		articStaccatissimoAbove										
203	199	831	831	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	3456				206								
204	200	3325/4	3325/4	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	3457												
204	200	9977/12	9977/12	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	3458												
204	200	9979/12	9979/12	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	3459												
204	200	3327/4	3327/4	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	3460												
204	200	9983/12	9983/12	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	3461												
204	200	9985/12	9985/12	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	3462												
204	200	3329/4	3329/4	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24		1/16	2/3	3463												
204	200	9989/12	9989/12	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24		1/16	2/3	3464												
204	200	9991/12	9991/12	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24		1/16	2/3	3465												
204	200	3331/4	3331/4	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24		1/16	2/3	3466												
204	200	9995/12	9995/12	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24		1/16	2/3	3467												
204	200	9997/12	9997/12	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	3468												
204	200	3333/4	3333/4	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	3469												
204	200	10001/12	10001/12	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	3470												
204	200	10003/12	10003/12	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	3471												
204	200	3335/4	3335/4	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	3472												
204	200	10007/12	10007/12	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	3473												
204	200	10009/12	10009/12	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	3474												
204	200	3337/4	3337/4	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	3475												
204	200	3325/4	3325/4	0.0	0	0	Dynamic	4/4	2	1	0					ff											
204	200	3325/4	3325/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	3476		articStaccatissimoAbove										
204	200	3327/4	3327/4	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	3477		articAccentBelow		207								
204	200	3331/4	3331/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	3478												
204	200	3333/4	3333/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	3479		articStaccatissimoBelow										
204	200	3335/4	3335/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	3480		articAccentBelow										
204	200	3337/4	3337/4	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	3481												
204	200	10013/12	10013/12	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	3482												
204	200	10015/12	10015/12	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	3483												
204	200	3339/4	3339/4	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	3484												
204	200	10019/12	10019/12	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	3485												
204	200	10021/12	10021/12	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	3486												
204	200	10021/12	10021/12	0.16666666666666666	23/24	23/24	Chord	4/4	2	2	1/24		1/16	2/3	3487												
205	201	3341/4	3341/4	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/>rinforz."									
205	201	3341/4	3341/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	3488		articStaccatissimoAbove										
205	201	3343/4	3343/4	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	3489		articAccentAbove		208								
205	201	3347/4	3347/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	3490												
205	201	3349/4	3349/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	3491		articStaccatissimoAbove										
205	201	3351/4	3351/4	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	3492		articAccentAbove										
205	201	3353/4	3353/4	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	3493												
205	201	10063/12	10063/12	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24		1/16	2/3	3494												
205	201	3355/4	3355/4	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	3495												
205	201	10067/12	10067/12	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	3496												
205	201	10069/12	10069/12	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	3497												
205	201	3341/4	3341/4	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	3498												
205	201	10025/12	10025/12	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	3499												
205	201	10027/12	10027/12	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	3500												
205	201	3343/4	3343/4	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	3501												
205	201	10031/12	10031/12	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	3502												
205	201	10033/12	10033/12	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	3503												
205	201	3345/4	3345/4	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	3504												
205	201	10037/12	10037/12	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	3505												
205	201	10039/12	10039/12	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	3506												
205	201	3347/4	3347/4	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	3507												
205	201	10043/12	10043/12	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	3508												
205	201	10045/12	10045/12	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	3509												
205	201	3349/4	3349/4	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	3510												
205	201	10049/12	10049/12	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	3511												
205	201	10051/12	10051/12	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	3512												
205	201	3351/4	3351/4	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	3513												
205	201	10055/12	10055/12	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	3514												
205	201	10057/12	10057/12	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	3515												
205	201	3353/4	3353/4	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	3516												
205	201	10069/12	10069/12	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	3517				209								
206	202	3357/4	3357/4	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	3518												
206	202	10073/12	10073/12	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	3519												
206	202	10075/12	10075/12	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	3520												
206	202	3359/4	3359/4	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	3521												
206	202	10079/12	10079/12	0.16666666666666666	1/6	1/6	Chord	4/4	1	1	1/24		1/16	2/3	3522												
206	202	10081/12	10081/12	0.16666666666666666	5/24	5/24	Chord	4/4	1	1	1/24		1/16	2/3	3523												
206	202	3361/4	3361/4	0.16666666666666666	1/4	1/4	Chord	4/4	1	1	1/24		1/16	2/3	3524												
206	202	10085/12	10085/12	0.16666666666666666	7/24	7/24	Chord	4/4	1	1	1/24		1/16	2/3	3525												
206	202	10087/12	10087/12	0.16666666666666666	1/3	1/3	Chord	4/4	1	1	1/24		1/16	2/3	3526												
206	202	3363/4	3363/4	0.16666666666666666	3/8	3/8	Chord	4/4	1	1	1/24		1/16	2/3	3527												
206	202	10091/12	10091/12	0.16666666666666666	5/12	5/12	Chord	4/4	1	1	1/24		1/16	2/3	3528												
206	202	10093/12	10093/12	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	3529												
206	202	3365/4	3365/4	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	3530												
206	202	10097/12	10097/12	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	3531												
206	202	10099/12	10099/12	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	3532												
206	202	3367/4	3367/4	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	3533												
206	202	10103/12	10103/12	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	3534												
206	202	10105/12	10105/12	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	3535												
206	202	3369/4	3369/4	0.16666666666666666	3/4	3/4	Chord	4/4	1	1	1/24		1/16	2/3	3536												
206	202	3357/4	3357/4	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	3537		articStaccatissimoAbove										
206	202	3359/4	3359/4	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	3538		articAccentAbove		210								
206	202	3363/4	3363/4	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	3539												
206	202	3365/4	3365/4	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	3540		articStaccatissimoBelow										
206	202	3367/4	3367/4	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	3541		articAccentBelow										
206	202	3369/4	3369/4	0.16666666666666666	3/4	3/4	Chord	4/4	2	1	1/24		1/16	2/3	3542												
206	202	10109/12	10109/12	0.16666666666666666	19/24	19/24	Chord	4/4	2	1	1/24		1/16	2/3	3543												
206	202	10111/12	10111/12	0.16666666666666666	5/6	5/6	Chord	4/4	2	1	1/24		1/16	2/3	3544												
206	202	3371/4	3371/4	0.16666666666666666	7/8	7/8	Chord	4/4	2	1	1/24		1/16	2/3	3545												
206	202	10115/12	10115/12	0.16666666666666666	11/12	11/12	Chord	4/4	2	1	1/24		1/16	2/3	3546												
206	202	10117/12	10117/12	0.16666666666666666	23/24	23/24	Chord	4/4	2	1	1/24		1/16	2/3	3547												
206	202	10117/12	10117/12	0.16666666666666666	23/24	23/24	Chord	4/4	2	2	1/24		1/16	2/3	3548												
207	203	3373/4	3373/4	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/>rinforz."									
207	203	3373/4	3373/4	0.0	0	0	Spanner	4/4	1	1	0																17
207	203	3373/4	3373/4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	3549		articStaccatissimoAbove										17
207	203	3375/4	3375/4	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	3550		articAccentAbove		211								17
207	203	3379/4	3379/4	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	3551												17
207	203	3381/4	3381/4	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	3552		articStaccatissimoAbove										17
207	203	3383/4	3383/4	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	3553		articAccentAbove										17
207	203	3387/4	3387/4	0.0	7/8	7/8	Spanner	4/4	1	1	0																
207	203	3387/4	3387/4	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	3554												
207	203	3373/4	3373/4	0.16666666666666666	0	0	Chord	4/4	2	1	1/24		1/16	2/3	3555												
207	203	10121/12	10121/12	0.16666666666666666	1/24	1/24	Chord	4/4	2	1	1/24		1/16	2/3	3556												
207	203	10123/12	10123/12	0.16666666666666666	1/12	1/12	Chord	4/4	2	1	1/24		1/16	2/3	3557												
207	203	3375/4	3375/4	0.16666666666666666	1/8	1/8	Chord	4/4	2	1	1/24		1/16	2/3	3558												
207	203	10127/12	10127/12	0.16666666666666666	1/6	1/6	Chord	4/4	2	1	1/24		1/16	2/3	3559												
207	203	10129/12	10129/12	0.16666666666666666	5/24	5/24	Chord	4/4	2	1	1/24		1/16	2/3	3560												
207	203	3377/4	3377/4	0.16666666666666666	1/4	1/4	Chord	4/4	2	1	1/24		1/16	2/3	3561												
207	203	10133/12	10133/12	0.16666666666666666	7/24	7/24	Chord	4/4	2	1	1/24		1/16	2/3	3562												
207	203	10135/12	10135/12	0.16666666666666666	1/3	1/3	Chord	4/4	2	1	1/24		1/16	2/3	3563												
207	203	3379/4	3379/4	0.16666666666666666	3/8	3/8	Chord	4/4	2	1	1/24		1/16	2/3	3564												
207	203	10139/12	10139/12	0.16666666666666666	5/12	5/12	Chord	4/4	2	1	1/24		1/16	2/3	3565												
207	203	10141/12	10141/12	0.16666666666666666	11/24	11/24	Chord	4/4	2	1	1/24		1/16	2/3	3566												
207	203	3381/4	3381/4	0.16666666666666666	1/2	1/2	Chord	4/4	2	1	1/24		1/16	2/3	3567												
207	203	10145/12	10145/12	0.16666666666666666	13/24	13/24	Chord	4/4	2	1	1/24		1/16	2/3	3568												
207	203	10147/12	10147/12	0.16666666666666666	7/12	7/12	Chord	4/4	2	1	1/24		1/16	2/3	3569												
207	203	3383/4	3383/4	0.16666666666666666	5/8	5/8	Chord	4/4	2	1	1/24		1/16	2/3	3570												
207	203	10151/12	10151/12	0.16666666666666666	2/3	2/3	Chord	4/4	2	1	1/24		1/16	2/3	3571												
207	203	10153/12	10153/12	0.16666666666666666	17/24	17/24	Chord	4/4	2	1	1/24		1/16	2/3	3572												
207	203	3385/4	3385/4	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	3573												
207	203	3387/4	3387/4	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	3574												
208	204	3389/4	3389/4	0.0	0	0	Dynamic	4/4	1	1	0					ff											
208	204	3389/4	3389/4	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	3575		articMarcatoAbove										
208	204	10169/12	10169/12	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	3576												
208	204	10171/12	10171/12	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	3577												
208	204	3391/4	3391/4	0.16666666666666666	1/8	1/8	Chord	4/4	1	1	1/24		1/16	2/3	3578												
