mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_ritard.	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Ottava:8va
40	40	635/4	635/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	793							6			
40	40	159	159	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	794							6			
40	40	639/4	639/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	795							6			
40	40	156	156	0.0	0	0	Spanner	4/4	2	1	0														
40	40	156	156	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	796		articStaccatissimoBelow								
40	40	631/4	631/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	797										
40	40	158	158	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	798										
40	40	635/4	635/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	799										
40	40	159	159	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	800										
40	40	639/4	639/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	801										
41	41	160	160	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	802		articStaccatissimoAbove					6			
41	41	321/2	321/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														
41	41	160	160	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	803		articStaccatissimoAbove								
41	41	161	161	0.0	1/4	1/4	StaffText	4/4	2	1	0							"<font size=""12""/>rinforz."							
41	41	161	161	0.0	1/4	1/4	Dynamic	4/4	2	1	0					mf									
41	41	161	161	0.0	1/4	1/4	Spanner	4/4	2	1	0											7			
41	41	161	161	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	804							7			
41	41	484/3	484/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	805							7			
41	41	485/3	485/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	806							7			
41	41	162	162	0.0	1/2	1/2	Spanner	4/4	2	1	0											7, 8			
41	41	162	162	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	807							7, 8			
41	41	487/3	487/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	808							7, 8			
41	41	488/3	488/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	809							7, 8			
41	41	163	163	0.0	3/4	3/4	Spanner	4/4	2	1	0											8			
41	41	163	163	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	810							8			
41	41	490/3	490/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	811							8			
41	41	491/3	491/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	812							8			
41	41	161	161	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12		1/8	2/3	813							8			
41	41	484/3	484/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12		1/8	2/3	814							8			
41	41	485/3	485/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12		1/8	2/3	815							8			
41	41	162	162	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12		1/8	2/3	816							8			
41	41	487/3	487/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12		1/8	2/3	817							8			
41	41	488/3	488/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12		1/8	2/3	818							8			
41	41	163	163	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12		1/8	2/3	819							8			
41	41	490/3	490/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12		1/8	2/3	820							8			
41	41	491/3	491/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12		1/8	2/3	821							8			
42	42	164	164	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	822		articStaccatissimoAbove								
42	42	663/4	663/4	0.0	7/16	7/16	Spanner	4/4	1	1	0														1
42	42	663/4	663/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	823										1
42	42	166	166	0.0	1/2	1/2	Spanner	4/4	1	1	0											9			1
42	42	166	166	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	824							9			1
42	42	667/4	667/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	825							9			1
42	42	167	167	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	826							9			1
42	42	671/4	671/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	827							9			1
42	42	164	164	0.0	0	0	Spanner	4/4	2	1	0														
42	42	164	164	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	828		articStaccatissimoBelow								
42	42	663/4	663/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	829										
42	42	166	166	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	830										
42	42	667/4	667/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	831										
42	42	167	167	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	832										
42	42	671/4	671/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	833										
43	43	168	168	0.0	0	0	Spanner	4/4	1	1	0														1
43	43	168	168	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	834		articStaccatissimoAbove								1
43	43	337/2	337/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														
43	43	169	169	0.0	1/4	1/4	Dynamic	4/4	1	1	0					mf									
43	43	169	169	0.0	1/4	1/4	Spanner	4/4	1	1	0											10			
43	43	169	169	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	835							10			
43	43	508/3	508/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	836							10			
43	43	509/3	509/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	837							10			
43	43	170	170	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	838							10			
43	43	511/3	511/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	839							10			
43	43	512/3	512/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	840							10			
43	43	171	171	0.0	3/4	3/4	Spanner	4/4	1	1	0														
43	43	171	171	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	841										
43	43	514/3	514/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	842										
43	43	515/3	515/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	843										
43	43	168	168	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	844		articStaccatissimoAbove								
43	43	169	169	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	845										
43	43	508/3	508/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	846										
43	43	509/3	509/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	847										
43	43	170	170	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	848										
43	43	511/3	511/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	849										
43	43	512/3	512/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	850										
43	43	171	171	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	851										
43	43	514/3	514/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	852										
43	43	515/3	515/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	853										
44	44	172	172	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	854		articStaccatissimoBelow								
44	44	695/4	695/4	0.0	7/16	7/16	Spanner	4/4	1	1	0														2
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	855										2
44	44	174	174	0.0	1/2	1/2	Spanner	4/4	1	1	0											11			2
44	44	174	174	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	856							11			2
44	44	699/4	699/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	857							11			2
44	44	175	175	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	858							11			2
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	859							11			2
44	44	172	172	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	860		articStaccatissimoBelow								
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	861										
44	44	174	174	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	862										
44	44	699/4	699/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	863										
44	44	175	175	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	864										
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	865										
45	45	176	176	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	866		articStaccatissimoAbove					11			2
45	45	353/2	353/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														
45	45	353/2	353/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														
45	45	177	177	0.0	1/4	1/4	Spanner	4/4	1	1	0											12			
45	45	177	177	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	867							12			
45	45	532/3	532/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	868							12			
45	45	533/3	533/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	869							12			
45	45	178	178	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	870							12			
45	45	535/3	535/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	871							12			
45	45	536/3	536/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	872							12			
45	45	179	179	0.0	3/4	3/4	Spanner	4/4	1	1	0														
45	45	179	179	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	873										
45	45	538/3	538/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	874										
45	45	539/3	539/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	875										
45	45	176	176	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	876		articStaccatissimoAbove								
45	45	177	177	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	877										
45	45	532/3	532/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	878										
45	45	533/3	533/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	879										
45	45	178	178	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	880										
45	45	535/3	535/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	881										
45	45	536/3	536/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	882										
45	45	179	179	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	883										
45	45	538/3	538/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	884										
45	45	539/3	539/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	885										
46	46	180	180	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	886		articStaccatissimoBelow								
46	46	727/4	727/4	0.0	7/16	7/16	Spanner	4/4	1	1	0														3
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	887										3
46	46	182	182	0.0	1/2	1/2	Spanner	4/4	1	1	0											13			3
46	46	182	182	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	888							13			3
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	889							13			3
46	46	183	183	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	890							13			3
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	891							13			3
46	46	180	180	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	892		articStaccatissimoBelow								
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	893										
46	46	182	182	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	894										
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	895										
46	46	183	183	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	896										
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	897										
47	47	184	184	0.0	0	0	Spanner	4/4	1	1	0														3
47	47	184	184	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	898										3
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	899										3
47	47	185	185	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	900										3
47	47	743/4	743/4	0.0	7/16	7/16	Spanner	4/4	1	1	0														
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	901										
47	47	186	186	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	902										
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	903										
47	47	187	187	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	904										
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	905										
47	47	184	184	0.0	0	0	StaffText	4/4	2	1	0							sempre più rinforz.							
47	47	184	184	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	906										
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	907										
47	47	185	185	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	908										
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	909										
47	47	186	186	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	910										
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	911										
47	47	187	187	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	912										
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	913										
48	48	188	188	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	914										
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	915										
48	48	189	189	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	916										
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	917										
48	48	190	190	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	918										
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	919										
48	48	191	191	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	920										
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	921										
48	48	188	188	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	922										
48	48	755/4	755/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	923										
48	48	189	189	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	924										
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	925										
48	48	190	190	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	926										
48	48	763/4	763/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	927										
48	48	191	191	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	928										
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	929										
49	49	192	192	0.75	0	0	Chord	4/4	1	1	3/16		1/8	3/2	930										
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	931										
49	49	193	193	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	932										
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	933										
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	934										
49	49	192	192	0.75	0	0	Chord	4/4	2	1	3/16		1/8	3/2	935										
49	49	771/4	771/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	936										
49	49	193	193	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	937										
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	938										
49	49	194	194	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	939										
49	49	583/3	583/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	940		articStaccatoAbove								
49	49	584/3	584/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	941		articStaccatoAbove								
49	49	195	195	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	942		articStaccatoBelow								
49	49	586/3	586/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	943		articStaccatoBelow								
49	49	587/3	587/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	944		articStaccatoBelow								
50	50	589/3	589/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	945		articStaccatoBelow								
50	50	590/3	590/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	946		articStaccatoBelow								
50	50	197	197	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	947		articStaccatoBelow								
50	50	592/3	592/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	948		articStaccatoBelow								
50	50	593/3	593/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	949		articStaccatoBelow								
50	50	198	198	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	950		articStaccatoBelow								
50	50	595/3	595/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	951		articStaccatoBelow								
50	50	596/3	596/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	952		articStaccatoBelow								
50	50	199	199	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	953		articStaccatoBelow								
50	50	598/3	598/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	954		articStaccatoBelow								
50	50	599/3	599/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	955		articStaccatoBelow								
50	50	196	196	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	956		articStaccatoBelow								
50	50	589/3	589/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	957		articStaccatoBelow								
50	50	590/3	590/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	958		articStaccatoBelow								
50	50	197	197	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	959		articStaccatoBelow								
50	50	592/3	592/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	960		articStaccatoBelow								
50	50	593/3	593/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	961		articStaccatoBelow								
50	50	198	198	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	962		articStaccatoBelow								
50	50	595/3	595/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	963		articStaccatoBelow								
50	50	596/3	596/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	964		articStaccatoBelow								
50	50	199	199	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	965		articStaccatoBelow								
50	50	598/3	598/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	966		articStaccatoBelow								
50	50	599/3	599/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	967		articStaccatoBelow								
51	51	200	200	0.0	0	0	Spanner	4/4	1	1	0											14			
51	51	200	200	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	968		articStaccatoAbove					14			
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	969		articStaccatoAbove					14			
51	51	201	201	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	970		articStaccatoAbove					14			
51	51	403/2	403/2	0.0	3/8	3/8	StaffText	4/4	1	1	0							"<font size=""12""/>poco rit<i>ard.</i>"				14			
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	971		articStaccatoAbove					14			
51	51	202	202	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	972		articStaccatoAbove					14			
51	51	405/2	405/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	973		articStaccatoAbove					14			
51	51	203	203	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	974		articStaccatoAbove					14			
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	975		articStaccatoAbove					14			
51	51	200	200	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	976		articStaccatoBelow								
51	51	401/2	401/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	977		articStaccatoBelow								
51	51	201	201	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	978		articStaccatoBelow								
51	51	403/2	403/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	979		articStaccatoBelow								
51	51	202	202	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	980		articStaccatoAbove								
51	51	405/2	405/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	981		articStaccatoAbove								
51	51	203	203	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	982		articStaccatoAbove								
51	51	407/2	407/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	983		articStaccatoAbove								
52	52	204	204	0.0	0	0	StaffText	4/4	1	1	0							Più moderato							
52	52	204	204	0.0	0	0	Dynamic	4/4	1	1	0					ff									
52	52	204	204	0.0	0	0	Spanner	4/4	1	1	0														
52	52	204	204	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	984										
52	52	206	206	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	985										
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	986										
52	52	204	204	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	987										
52	52	409/2	409/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	988										
52	52	205	205	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	989										
52	52	411/2	411/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	990										
52	52	206	206	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	991										
52	52	413/2	413/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	992										
52	52	207	207	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	993										
52	52	415/2	415/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	994										
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	995										
53	53	208	208	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	996										
53	53	211	211	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	997										
53	53	208	208	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	998										
53	53	417/2	417/2	0.0	1/8	1/8	StaffText	4/4	2	1	0							"<font size=""12""/><i>arpeggiando simile</i>"							
53	53	417/2	417/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	999										
53	53	209	209	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1000										
53	53	419/2	419/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1001										
53	53	210	210	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1002										
53	53	421/2	421/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1003										
53	53	423/2	423/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1004										
54	54	212	212	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1005										
54	54	213	213	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	1006										
54	54	215	215	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	1007										
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1008										
54	54	425/2	425/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1009										
54	54	427/2	427/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1010										
54	54	214	214	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1011										
54	54	429/2	429/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1012										
54	54	431/2	431/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1013										
54	54	212	212	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	1014										
54	54	213	213	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	1015										
54	54	215	215	0.75	3/4	3/4	Chord	4/4	2	2	3/16		1/8	3/2	1016										
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	1017										
55	55	216	216	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	1018										
55	55	1315/6	1315/6	0.0	19/24	19/24	Spanner	4/4	1	1	0											15			
55	55	1315/6	1315/6	0.16666666666666666	19/24	19/24	Chord	4/4	1	1	1/24		1/16	2/3	1019							15			
55	55	658/3	658/3	0.16666666666666666	5/6	5/6	Chord	4/4	1	1	1/24		1/16	2/3	1020							15			
55	55	439/2	439/2	0.16666666666666666	7/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	1021							15			
55	55	659/3	659/3	0.16666666666666666	11/12	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1022							15			
55	55	1319/6	1319/6	0.16666666666666666	23/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	1023							15			
55	55	216	216	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	1024							15			
55	55	216	216	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	1025										
55	55	433/2	433/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	1026										
55	55	217	217	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	1027										
55	55	435/2	435/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	1028										
