mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	Ottava:8vb
263	262	3176/3	3176/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4662													13	
263	262	1059	1059	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4663													13	
263	262	3178/3	3178/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	4664													13	
263	262	3179/3	3179/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4665													13	
263	262	1060	1060	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4666													13	
263	262	3181/3	3181/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	4667													13	
263	262	3182/3	3182/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4668													13	
263	262	1057	1057	0.0	0	0	Dynamic	4/4	2	1	0						pp													
263	262	1057	1057	4.0	0	0	Chord	4/4	2	1	1			1	1	4669														
263	262	1057	1057	0.0	0	0	Spanner	4/4	3	1	0															125				
263	262	4243/4	4243/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	4670										125				
264	263	1061	1061	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4671													13	
264	263	3184/3	3184/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	4672													13	
264	263	3185/3	3185/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4673													13	
264	263	1062	1062	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4674													13	
264	263	3187/3	3187/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	4675													13	
264	263	3188/3	3188/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4676													13	
264	263	1063	1063	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4677													13	
264	263	3190/3	3190/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	4678													13	
264	263	3191/3	3191/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4679													13	
264	263	1064	1064	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4680													13	
264	263	3193/3	3193/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	4681													13	
264	263	3194/3	3194/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4682													13	
264	263	1061	1061	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	4683										125				
264	263	1063	1063	0.0	1/2	1/2	Spanner	4/4	3	1	0																			
265	264	1065	1065	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4684													13	
265	264	3196/3	3196/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	4685													13	
265	264	3197/3	3197/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4686													13	
265	264	1066	1066	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4687													13	
265	264	3199/3	3199/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	4688													13	
265	264	3200/3	3200/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4689													13	
265	264	1067	1067	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4690													13	
265	264	3202/3	3202/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	4691													13	
265	264	3203/3	3203/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4692													13	
265	264	1068	1068	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4693													13	
265	264	3205/3	3205/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	4694													13	
265	264	3206/3	3206/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4695													13	
265	264	1065	1065	4.0	0	0	Chord	4/4	2	1	1			1	1	4696														
265	264	1065	1065	0.0	0	0	Spanner	4/4	3	1	0															126				
265	264	4275/4	4275/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	4697										126				
266	265	1069	1069	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4698													13	
266	265	3208/3	3208/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	4699													13	
266	265	3209/3	3209/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4700													13	
266	265	1070	1070	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4701													13	
266	265	3211/3	3211/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	4702													13	
266	265	3212/3	3212/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4703													13	
266	265	1071	1071	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4704													13	
266	265	3214/3	3214/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	4705													13	
266	265	3215/3	3215/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4706													13	
266	265	1072	1072	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4707													13	
266	265	3217/3	3217/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	4708													13	
266	265	3218/3	3218/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4709													13	
266	265	1069	1069	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	4710										126				
266	265	1071	1071	0.0	1/2	1/2	Spanner	4/4	3	1	0																			
267	266	1073	1073	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4711													13	
267	266	3220/3	3220/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	4712													13	
267	266	3221/3	3221/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4713													13	
267	266	1074	1074	0.0	1/4	1/4	Dynamic	4/4	1	1	0						pp												13	
267	266	1074	1074	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4714													13	
267	266	3223/3	3223/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	4715													13	
267	266	3224/3	3224/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4716													13	
267	266	1075	1075	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4717													13	
267	266	3226/3	3226/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	4718													13	
267	266	3227/3	3227/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4719													13	
267	266	1076	1076	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4720													13	
267	266	3229/3	3229/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	4721													13	
267	266	3230/3	3230/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4722													13	
267	266	1073	1073	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>sempre"											
267	266	1073	1073	4.0	0	0	Chord	4/4	2	1	1			1	1	4723														
267	266	1073	1073	0.0	0	0	Spanner	4/4	3	1	0															127				
267	266	1076	1076	0.0	3/4	3/4	StaffText	4/4	3	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>marcato"							127				
267	266	4307/4	4307/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	4724										127				
268	267	1077	1077	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4725													13	
268	267	3232/3	3232/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	4726													13	
268	267	3233/3	3233/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4727													13	
268	267	1078	1078	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4728													13	
268	267	3235/3	3235/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	4729													13	
268	267	3236/3	3236/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4730													13	
268	267	1079	1079	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4731													13	
268	267	3238/3	3238/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	4732													13	
268	267	3239/3	3239/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4733													13	
268	267	1080	1080	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4734													13	
268	267	3241/3	3241/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	4735													13	
268	267	3242/3	3242/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4736													13	
268	267	1077	1077	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	4737										127				
268	267	4323/4	4323/4	0.0	15/16	15/16	Spanner	4/4	3	1	0																			
268	267	4323/4	4323/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16			1/16	1	4738														
269	268	1081	1081	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4739													13	
269	268	3244/3	3244/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	4740													13	
269	268	3245/3	3245/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4741													13	
269	268	1082	1082	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4742													13	
269	268	3247/3	3247/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	4743													13	
269	268	3248/3	3248/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4744													13	
269	268	1083	1083	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4745													13	
269	268	3250/3	3250/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	4746													13	
269	268	3251/3	3251/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4747													13	
269	268	1084	1084	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4748													13	
269	268	3253/3	3253/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	4749													13	
269	268	3254/3	3254/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4750													13	
269	268	1081	1081	0.0	0	0	Spanner	4/4	2	1	0															128				
269	268	1081	1081	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	4751														
269	268	1083	1083	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	4752														
269	268	1081	1081	0.3333333333333333	0	0	Chord	4/4	3	2	1/12			1/8	2/3	4753														
269	268	3244/3	3244/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	2	1/12			1/8	2/3	4754														
269	268	3245/3	3245/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	2	1/12			1/8	2/3	4755														
269	268	1082	1082	0.3333333333333333	1/4	1/4	Chord	4/4	3	2	1/12			1/8	2/3	4756														
269	268	3247/3	3247/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	2	1/12			1/8	2/3	4757														
269	268	3248/3	3248/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	2	1/12			1/8	2/3	4758														
269	268	1083	1083	0.3333333333333333	1/2	1/2	Chord	4/4	3	2	1/12			1/8	2/3	4759														
269	268	3250/3	3250/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	2	1/12			1/8	2/3	4760														
269	268	3251/3	3251/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	2	1/12			1/8	2/3	4761														
269	268	1084	1084	0.3333333333333333	3/4	3/4	Chord	4/4	3	2	1/12			1/8	2/3	4762														
269	268	3253/3	3253/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	2	1/12			1/8	2/3	4763														
269	268	3254/3	3254/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	2	1/12			1/8	2/3	4764														
270	269	1085	1085	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4765													13	
270	269	3256/3	3256/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12			1/8	2/3	4766													13	
270	269	3257/3	3257/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4767													13	
270	269	1086	1086	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4768													13	
270	269	3259/3	3259/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12			1/8	2/3	4769													13	
270	269	3260/3	3260/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4770													13	
270	269	1087	1087	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4771													13	
270	269	3262/3	3262/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12			1/8	2/3	4772													13	
270	269	3263/3	3263/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4773													13	
270	269	1088	1088	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4774													13	
270	269	3265/3	3265/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12			1/8	2/3	4775													13	
270	269	3266/3	3266/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4776													13	
270	269	1085	1085	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	4777										128				
270	269	1087	1087	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	4778										128				
270	269	1088	1088	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
270	269	1085	1085	0.3333333333333333	0	0	Chord	4/4	2	2	1/12			1/8	2/3	4779														
270	269	3256/3	3256/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12			1/8	2/3	4780														
270	269	3257/3	3257/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12			1/8	2/3	4781														
270	269	1086	1086	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12			1/8	2/3	4782														
270	269	3259/3	3259/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12			1/8	2/3	4783														
270	269	3260/3	3260/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12			1/8	2/3	4784														
270	269	1087	1087	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12			1/8	2/3	4785														
270	269	3262/3	3262/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12			1/8	2/3	4786														
270	269	3263/3	3263/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12			1/8	2/3	4787														
270	269	1088	1088	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12			1/8	2/3	4788														
270	269	3265/3	3265/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12			1/8	2/3	4789														
270	269	3266/3	3266/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12			1/8	2/3	4790														
271	270	1089	1089	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>riten."										13	
271	270	3277/3	3277/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	4791		articStaccatoBelow												
271	270	3278/3	3278/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	4792		articStaccatoBelow												
272	271	1093	1093	0.3333333333333333	0	0	Chord	4/4	2	1	1/12			1/8	2/3	4793		articStaccatoBelow												
272	271	3280/3	3280/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12			1/8	2/3	4794		articStaccatoBelow												
272	271	3281/3	3281/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12			1/8	2/3	4795		articStaccatoBelow												
272	271	1094	1094	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12			1/8	2/3	4796		articStaccatoBelow												
272	271	3283/3	3283/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	4797		articStaccatoBelow												
272	271	3284/3	3284/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12			1/8	2/3	4798		articStaccatoBelow												
273	272	1097	1097	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>molto rit."										13	
273	272	3295/3	3295/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12			1/8	2/3	4799		articStaccatoBelow												
273	272	3296/3	3296/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12			1/8	2/3	4800		articStaccatoBelow												
273	272	1099	1099	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12			1/8	2/3	4801		articStaccatoBelow												
273	272	3298/3	3298/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12			1/8	2/3	4802		articStaccatoBelow												
273	272	3299/3	3299/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12			1/8	2/3	4803		articStaccatoBelow												
273	272	1100	1100	0.0	3/4	3/4	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
273	272	1100	1100	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
273	272	1100	1100	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
273	272	1100	1100	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12			1/8	2/3	4804		articStaccatoAbove												
273	272	3301/3	3301/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12			1/8	2/3	4805		articStaccatoAbove												
273	272	3302/3	3302/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12			1/8	2/3	4806		articStaccatoAbove												
273	272	1100	1100	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	4807														
274	273	3304/3	3304/3	0.0	1/12	1/12	StaffText	4/4	1	1	0								"<font size=""10.0453""/><font face=""Plantin MT Std""/><b>Tempo rubato e molto ritenuto</b>"										13	
274	273	3305/3	3305/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4808		articStaccatoAbove							16				13	
274	273	1102	1102	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4809		articStaccatoAbove											13	
274	273	3308/3	3308/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4810		articStaccatoAbove							17				13	
274	273	1103	1103	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4811		articStaccatoAbove											13	
274	273	3311/3	3311/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4812		articStaccatoAbove							18				13	
274	273	1104	1104	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4813		articStaccatoAbove											13	
274	273	3314/3	3314/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4814		articStaccatoAbove							19				13	
274	273	1101	1101	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>lamentoso"											
274	273	1101	1101	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
274	273	1101	1101	0.0	0	0	Dynamic	4/4	2	1	0						p													
274	273	3304/3	3304/3	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6			1/4	2/3	4815														
274	273	3307/3	3307/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6			1/4	2/3	4816														
274	273	3310/3	3310/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6			1/4	2/3	4817														
274	273	3313/3	3313/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	4818														
274	273	1101	1101	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	4819														
275	274	1105	1105	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4820		articStaccatoAbove											13	
275	274	3317/3	3317/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4821													13	
275	274	1106	1106	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4822													13	
275	274	3320/3	3320/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4823													13	
275	274	1107	1107	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4824													13	
275	274	3323/3	3323/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4825													13	
275	274	1108	1108	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4826													13	
275	274	3326/3	3326/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4827													13	
275	274	1105	1105	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
275	274	1105	1105	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>simile"											
275	274	3316/3	3316/3	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6			1/4	2/3	4828														
275	274	3319/3	3319/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6			1/4	2/3	4829														
275	274	3322/3	3322/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6			1/4	2/3	4830														
275	274	3325/3	3325/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	4831														
276	275	1109	1109	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4832													13	
276	275	3329/3	3329/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4833													13	
276	275	1110	1110	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4834													13	
276	275	3332/3	3332/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4835													13	
276	275	1111	1111	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4836													13	
276	275	3335/3	3335/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4837													13	
276	275	1112	1112	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4838													13	
276	275	3338/3	3338/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4839													13	
276	275	1109	1109	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
276	275	3328/3	3328/3	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6			1/4	2/3	4840														
276	275	3331/3	3331/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6			1/4	2/3	4841														
276	275	3334/3	3334/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6			1/4	2/3	4842														
276	275	3337/3	3337/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	4843														
277	276	1113	1113	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4844													13	
277	276	3341/3	3341/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4845													13	
277	276	1114	1114	0.0	1/4	1/4	Spanner	4/4	1	1	0																41		13	
277	276	1114	1114	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4846											41		13	
277	276	3344/3	3344/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4847											41		13	
277	276	1115	1115	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4848											41		13	
277	276	3347/3	3347/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4849											41		13	
277	276	1116	1116	0.0	3/4	3/4	Spanner	4/4	1	1	0																		13	
277	276	1116	1116	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4850													13	
277	276	3350/3	3350/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4851													13	
277	276	1113	1113	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
277	276	3340/3	3340/3	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6			1/4	2/3	4852														
277	276	3343/3	3343/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6			1/4	2/3	4853														
277	276	3346/3	3346/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6			1/4	2/3	4854														
277	276	3349/3	3349/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	4855														
278	277	1117	1117	0.3333333333333333	0	0	Chord	4/4	1	1	1/12			1/8	2/3	4856													13	
278	277	3353/3	3353/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12			1/8	2/3	4857													13	
278	277	1118	1118	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12			1/8	2/3	4858													13	
278	277	3356/3	3356/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12			1/8	2/3	4859													13	
278	277	1119	1119	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12			1/8	2/3	4860													13	
278	277	3359/3	3359/3	0.0	2/3	2/3	Spanner	4/4	1	1	0																		13, 35	
278	277	3359/3	3359/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12			1/8	2/3	4861													13, 35	
278	277	1120	1120	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12			1/8	2/3	4862													13, 35	
278	277	3362/3	3362/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12			1/8	2/3	4863													13, 35	
278	277	1117	1117	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Opus Text Std""/>P"											
278	277	3352/3	3352/3	0.6666666666666666	1/12	1/12	Chord	4/4	2	1	1/6			1/4	2/3	4864														
278	277	3355/3	3355/3	0.6666666666666666	1/3	1/3	Chord	4/4	2	1	1/6			1/4	2/3	4865														
278	277	3358/3	3358/3	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6			1/4	2/3	4866														
278	277	1120	1120	0.0	3/4	3/4	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>poco rinforz."											
278	277	3361/3	3361/3	0.6666666666666666	5/6	5/6	Chord	4/4	2	1	1/6			1/4	2/3	4867														
