mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_poco rall.	decrescendo_hairpin	crescendo_line	Ottava:8va
52	51	202	202	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	554									
52	51	203	203	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	555				86					
52	51	610/3	610/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	556				86					
52	51	611/3	611/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	557				86					
52	51	204	204	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	558									
52	51	201	201	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	559									
52	51	203	203	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	560									
53	52	205	205	0.0	0	0	Spanner	4/4	1	1	0													0
53	52	205	205	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	561				87					0
53	52	616/3	616/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	562				87					0
53	52	617/3	617/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	563				87					0
53	52	206	206	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	564				87					0
53	52	619/3	619/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	565				87					0
53	52	620/3	620/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	566									0
53	52	207	207	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	567				88					0
53	52	622/3	622/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	568				88					0
53	52	623/3	623/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	569				88					0
53	52	208	208	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	570				88					0
53	52	625/3	625/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	571				88					0
53	52	626/3	626/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	572									0
53	52	205	205	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	573		articAccentBelow							0
53	52	207	207	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	574		articAccentBelow							0
53	52	205	205	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	575									
53	52	207	207	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	576									
54	53	209	209	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	577				89					0
54	53	628/3	628/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	578				89					0
54	53	629/3	629/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	579				89					0
54	53	210	210	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	580				89					0
54	53	631/3	631/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	581				89					0
54	53	632/3	632/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	582									0
54	53	211	211	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	583				90					0
54	53	634/3	634/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	584				90					0
54	53	635/3	635/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	585				90					0
54	53	212	212	0.0	3/4	3/4	StaffText	4/4	1	1	0							dim.	90					0
54	53	212	212	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	586				90					0
54	53	637/3	637/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	587				90					0
54	53	638/3	638/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	588									0
54	53	209	209	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	589		articAccentBelow							0
54	53	209	209	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	590									
55	54	213	213	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""12""/><i>legato</i>"						
55	54	213	213	0.0	0	0	Spanner	4/4	1	1	0													
55	54	213	213	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	591									
55	54	640/3	640/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	592									
55	54	641/3	641/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	593									
55	54	214	214	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	594									
55	54	643/3	643/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	595									
55	54	644/3	644/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	596									
55	54	215	215	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	597									
55	54	646/3	646/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	598									
55	54	647/3	647/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	599									
55	54	216	216	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	600									
55	54	649/3	649/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	601									
55	54	650/3	650/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	602									
56	55	217	217	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	603									
56	55	652/3	652/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	604									
56	55	653/3	653/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	605									
56	55	218	218	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	606									
56	55	655/3	655/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	607									
56	55	656/3	656/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	608									
56	55	219	219	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	609									
56	55	658/3	658/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	610									
56	55	659/3	659/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	611									
56	55	220	220	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	612									
56	55	661/3	661/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	613									
56	55	662/3	662/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	614									
57	56	224	224	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p								
57	56	224	224	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	615		articStaccatissimoAbove							
57	56	221	221	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	616									
57	56	664/3	664/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	617									
57	56	665/3	665/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	618									
57	56	222	222	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	619									
57	56	667/3	667/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	620									
57	56	668/3	668/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	621									
57	56	223	223	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	622									
57	56	670/3	670/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	623									
57	56	671/3	671/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	624									
57	56	224	224	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	625									
57	56	673/3	673/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	626									
57	56	674/3	674/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	627									
57	56	224	224	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	628									
58	57	225	225	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	629				91					
58	57	453/2	453/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	630									
58	57	227	227	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	631		articStaccatoAbove							
58	57	228	228	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	632		articStaccatoAbove							
58	57	225	225	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	633									
58	57	676/3	676/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	634									
58	57	677/3	677/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	635									
58	57	226	226	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	636									
58	57	679/3	679/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	637									
58	57	680/3	680/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	638									
58	57	227	227	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	639									
58	57	682/3	682/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	640									
58	57	683/3	683/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	641									
58	57	228	228	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	642									
58	57	685/3	685/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	643									
58	57	686/3	686/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	644									
58	57	228	228	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	645									
59	58	229	229	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	646									
59	58	232	232	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	647		articStaccatissimoAbove							
59	58	229	229	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	648									
59	58	688/3	688/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	649									
59	58	689/3	689/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	650									
59	58	230	230	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	651									
59	58	691/3	691/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	652									
59	58	692/3	692/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	653									
59	58	231	231	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	654									
59	58	694/3	694/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	655									
59	58	695/3	695/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	656									
59	58	232	232	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	657									
59	58	697/3	697/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	658									
59	58	698/3	698/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	659									
59	58	232	232	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	660									
60	59	233	233	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	661				92					
60	59	469/2	469/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	662									
60	59	235	235	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	663		articStaccatoAbove							
60	59	236	236	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	664		articStaccatoAbove							
60	59	233	233	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	665									
60	59	700/3	700/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	666									
60	59	701/3	701/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	667									
60	59	234	234	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	668									
60	59	703/3	703/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	669									
60	59	704/3	704/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	670									
60	59	235	235	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	671									
60	59	706/3	706/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	672									
60	59	707/3	707/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	673									
60	59	236	236	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	674									
60	59	709/3	709/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	675									
60	59	710/3	710/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	676									
60	59	236	236	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	677									
61	60	237	237	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	678									
61	60	240	240	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	679		articStaccatissimoAbove							
61	60	237	237	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	680									
61	60	712/3	712/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	681									
61	60	713/3	713/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	682									
61	60	238	238	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	683									
61	60	715/3	715/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	684									
61	60	716/3	716/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	685									
61	60	239	239	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	686									
61	60	718/3	718/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	687									
61	60	719/3	719/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	688									
61	60	240	240	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	689									
61	60	721/3	721/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	690									
61	60	722/3	722/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	691									
61	60	240	240	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	692									
62	61	241	241	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	693				93					
62	61	485/2	485/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	694									
62	61	243	243	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	695		articStaccatoAbove							
62	61	244	244	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	696		articStaccatoAbove							
62	61	241	241	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	697									
62	61	724/3	724/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	698									
62	61	725/3	725/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	699									
62	61	242	242	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	700									
62	61	727/3	727/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	701									
62	61	728/3	728/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	702									
62	61	243	243	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	703									
62	61	730/3	730/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	704									
62	61	731/3	731/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	705									
62	61	244	244	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	706									
62	61	733/3	733/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	707									
62	61	734/3	734/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	708									
62	61	244	244	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	709									
63	62	245	245	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	710									
63	62	248	248	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	711		articStaccatissimoAbove							
63	62	245	245	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	712									
63	62	736/3	736/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	713									
63	62	737/3	737/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	714									
63	62	246	246	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	715									
63	62	739/3	739/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	716									
63	62	740/3	740/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	717									
63	62	247	247	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	718									
63	62	742/3	742/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	719									
63	62	743/3	743/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	720									
63	62	248	248	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	721									
63	62	745/3	745/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	722									
63	62	746/3	746/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	723									
63	62	248	248	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	724									
64	63	249	249	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	725				94					
64	63	501/2	501/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	726									
64	63	251	251	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	727		articStaccatoAbove							
64	63	252	252	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	728		articStaccatoAbove							
64	63	249	249	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	729									
64	63	748/3	748/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	730									
64	63	749/3	749/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	731									
64	63	250	250	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	732									
64	63	751/3	751/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	733									
64	63	752/3	752/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	734									
64	63	251	251	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	735									
64	63	754/3	754/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	736									
64	63	755/3	755/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	737									
64	63	252	252	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	738									
64	63	757/3	757/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	739									
64	63	758/3	758/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	740									
64	63	252	252	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	741									
65	64	253	253	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	742									
65	64	256	256	0.0	3/4	3/4	Spanner	4/4	1	1	0													1
65	64	256	256	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	743									1
65	64	769/3	769/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	744									1
65	64	770/3	770/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	745									1
65	64	253	253	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	746									
65	64	760/3	760/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	747									
65	64	761/3	761/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	748									
65	64	254	254	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	749									
65	64	763/3	763/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	750									
65	64	764/3	764/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	751									
65	64	255	255	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	752									
65	64	766/3	766/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	753									
65	64	767/3	767/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	754									
65	64	256	256	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	755		articStaccatissimoBelow							
66	65	257	257	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	756									1
66	65	772/3	772/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	757									1
66	65	773/3	773/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	758									1
66	65	258	258	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	759									1
66	65	775/3	775/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	760									1
66	65	776/3	776/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	761									1
66	65	259	259	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	762									1
66	65	778/3	778/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	763									1
66	65	779/3	779/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	764									1
66	65	260	260	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	765									1
66	65	781/3	781/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	766									1
66	65	782/3	782/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	767									1
66	65	257	257	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	768				95					
66	65	517/2	517/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	769									
66	65	259	259	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	770		articStaccatoBelow							
66	65	260	260	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	771		articStaccatoBelow							
67	66	261	261	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	772									1
67	66	784/3	784/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	773									1
67	66	785/3	785/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	774									1
67	66	262	262	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	775									1
67	66	787/3	787/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	776									1
67	66	788/3	788/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	777									1
67	66	263	263	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	778									1
67	66	790/3	790/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	779									1
67	66	791/3	791/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	780									1
67	66	264	264	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	781									1
67	66	793/3	793/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	782									1
67	66	794/3	794/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	783									1
67	66	261	261	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	784									
67	66	264	264	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	785		articStaccatissimoBelow							
67	66	263	263	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	786		articStaccatoBelow							
68	67	265	265	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	787									1
68	67	796/3	796/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	788									1
68	67	797/3	797/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	789									1
68	67	266	266	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	790									1
68	67	799/3	799/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	791									1
68	67	800/3	800/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	792									1
68	67	267	267	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	793									1
68	67	802/3	802/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	794									1
68	67	803/3	803/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	795									1
68	67	268	268	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	796									1
68	67	805/3	805/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	797									1
68	67	806/3	806/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	798									1
68	67	265	265	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	799				96					
68	67	533/2	533/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	800									
68	67	267	267	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	801		articStaccatoBelow							
68	67	268	268	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	802		articStaccatoBelow							
69	68	269	269	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	803									1
69	68	808/3	808/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	804									1
69	68	809/3	809/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	805									1
69	68	270	270	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	806									1
