mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
36	35	451/3	451/3	0.16666666666666666	23/24	23/24	Chord	10/4	1	1	1/24		1/16	2/3	435													0
36	35	301/2	301/2	0.16666666666666666	1	1	Chord	10/4	1	1	1/24		1/16	2/3	436													0
36	35	452/3	452/3	0.16666666666666666	25/24	25/24	Chord	10/4	1	1	1/24		1/16	2/3	437													0
36	35	905/6	905/6	0.16666666666666666	13/12	13/12	Chord	10/4	1	1	1/24		1/16	2/3	438													0
36	35	151	151	0.16666666666666666	9/8	9/8	Chord	10/4	1	1	1/24		1/16	2/3	439													0
36	35	907/6	907/6	0.16666666666666666	7/6	7/6	Chord	10/4	1	1	1/24		1/16	2/3	440													0
36	35	454/3	454/3	0.16666666666666666	29/24	29/24	Chord	10/4	1	1	1/24		1/16	2/3	441													0
36	35	303/2	303/2	0.16666666666666666	5/4	5/4	Chord	10/4	1	1	1/24		1/16	2/3	442													0
36	35	455/3	455/3	0.16666666666666666	31/24	31/24	Chord	10/4	1	1	1/24		1/16	2/3	443													0
36	35	911/6	911/6	0.16666666666666666	4/3	4/3	Chord	10/4	1	1	1/24		1/16	2/3	444													0
36	35	152	152	0.16666666666666666	11/8	11/8	Chord	10/4	1	1	1/24		1/16	2/3	445													0
36	35	913/6	913/6	0.16666666666666666	17/12	17/12	Chord	10/4	1	1	1/24		1/16	2/3	446													0
36	35	457/3	457/3	0.16666666666666666	35/24	35/24	Chord	10/4	1	1	1/24		1/16	2/3	447													0
36	35	305/2	305/2	0.16666666666666666	3/2	3/2	Chord	10/4	1	1	1/24		1/16	2/3	448													0
36	35	458/3	458/3	0.16666666666666666	37/24	37/24	Chord	10/4	1	1	1/24		1/16	2/3	449													0
36	35	917/6	917/6	0.16666666666666666	19/12	19/12	Chord	10/4	1	1	1/24		1/16	2/3	450													0
36	35	153	153	0.16666666666666666	13/8	13/8	Chord	10/4	1	1	1/24		1/16	2/3	451													0
36	35	919/6	919/6	0.16666666666666666	5/3	5/3	Chord	10/4	1	1	1/24		1/16	2/3	452													0
36	35	460/3	460/3	0.16666666666666666	41/24	41/24	Chord	10/4	1	1	1/24		1/16	2/3	453													0
36	35	307/2	307/2	0.16666666666666666	7/4	7/4	Chord	10/4	1	1	1/24		1/16	2/3	454													0
36	35	461/3	461/3	0.16666666666666666	43/24	43/24	Chord	10/4	1	1	1/24		1/16	2/3	455													0
36	35	923/6	923/6	0.16666666666666666	11/6	11/6	Chord	10/4	1	1	1/24		1/16	2/3	456													0
36	35	154	154	0.16666666666666666	15/8	15/8	Chord	10/4	1	1	1/24		1/16	2/3	457													0
36	35	925/6	925/6	0.3333333333333333	23/12	23/12	Chord	10/4	1	1	1/12		1/8	2/3	458													0
36	35	929/6	929/6	0.3333333333333333	25/12	25/12	Chord	10/4	1	1	1/12		1/8	2/3	459									23				0
36	35	931/6	931/6	0.3333333333333333	13/6	13/6	Chord	10/4	1	1	1/12		1/8	2/3	460		articStaccatoAbove											0
36	35	311/2	311/2	0.6666666666666666	9/4	9/4	Chord	10/4	1	1	1/6		1/4	2/3	461		articAccentAbove											0
36	35	937/6	937/6	0.3333333333333333	29/12	29/12	Chord	10/4	1	1	1/12		1/8	2/3	462													0
36	35	293/2	293/2	0.0	0	0	StaffText	10/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
36	35	293/2	293/2	0.0	0	0	StaffText	10/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
36	35	293/2	293/2	0.0	0	0	StaffText	10/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>rinforz."										
36	35	293/2	293/2	0.0	0	0	Spanner	10/4	2	1	0																	
36	35	293/2	293/2	0.0	0	0	Spanner	10/4	2	1	0																	
36	35	293/2	293/2	0.3333333333333333	0	0	Chord	10/4	2	1	1/12		1/8	2/3	463													
36	35	881/6	881/6	0.3333333333333333	1/12	1/12	Chord	10/4	2	1	1/12		1/8	2/3	464													
36	35	883/6	883/6	0.3333333333333333	1/6	1/6	Chord	10/4	2	1	1/12		1/8	2/3	465													
36	35	295/2	295/2	0.3333333333333333	1/4	1/4	Chord	10/4	2	1	1/12		1/8	2/3	466													
36	35	887/6	887/6	0.3333333333333333	1/3	1/3	Chord	10/4	2	1	1/12		1/8	2/3	467													
36	35	889/6	889/6	0.3333333333333333	5/12	5/12	Chord	10/4	2	1	1/12		1/8	2/3	468													
36	35	297/2	297/2	0.3333333333333333	1/2	1/2	Chord	10/4	2	1	1/12		1/8	2/3	469													
36	35	893/6	893/6	0.16666666666666666	7/12	7/12	Chord	10/4	2	1	1/24		1/16	2/3	470													
36	35	149	149	0.16666666666666666	5/8	5/8	Chord	10/4	2	1	1/24		1/16	2/3	471													
36	35	895/6	895/6	0.16666666666666666	2/3	2/3	Chord	10/4	2	1	1/24		1/16	2/3	472													
36	35	448/3	448/3	0.16666666666666666	17/24	17/24	Chord	10/4	2	1	1/24		1/16	2/3	473													
36	35	299/2	299/2	0.16666666666666666	3/4	3/4	Chord	10/4	2	1	1/24		1/16	2/3	474													
36	35	449/3	449/3	0.16666666666666666	19/24	19/24	Chord	10/4	2	1	1/24		1/16	2/3	475													
36	35	899/6	899/6	0.16666666666666666	5/6	5/6	Chord	10/4	2	1	1/24		1/16	2/3	476													
36	35	150	150	0.16666666666666666	7/8	7/8	Chord	10/4	2	1	1/24		1/16	2/3	477													
36	35	901/6	901/6	0.16666666666666666	11/12	11/12	Chord	10/4	2	1	1/24		1/16	2/3	478													
36	35	451/3	451/3	0.16666666666666666	23/24	23/24	Chord	10/4	2	1	1/24		1/16	2/3	479													
36	35	301/2	301/2	0.16666666666666666	1	1	Chord	10/4	2	1	1/24		1/16	2/3	480													
36	35	452/3	452/3	0.16666666666666666	25/24	25/24	Chord	10/4	2	1	1/24		1/16	2/3	481													
36	35	905/6	905/6	0.16666666666666666	13/12	13/12	Chord	10/4	2	1	1/24		1/16	2/3	482													
36	35	151	151	0.16666666666666666	9/8	9/8	Chord	10/4	2	1	1/24		1/16	2/3	483													
36	35	907/6	907/6	0.16666666666666666	7/6	7/6	Chord	10/4	2	1	1/24		1/16	2/3	484													
36	35	454/3	454/3	0.16666666666666666	29/24	29/24	Chord	10/4	2	1	1/24		1/16	2/3	485													
36	35	303/2	303/2	0.16666666666666666	5/4	5/4	Chord	10/4	2	1	1/24		1/16	2/3	486													
36	35	455/3	455/3	0.16666666666666666	31/24	31/24	Chord	10/4	2	1	1/24		1/16	2/3	487													
36	35	911/6	911/6	0.16666666666666666	4/3	4/3	Chord	10/4	2	1	1/24		1/16	2/3	488													
36	35	152	152	0.16666666666666666	11/8	11/8	Chord	10/4	2	1	1/24		1/16	2/3	489													
36	35	913/6	913/6	0.16666666666666666	17/12	17/12	Chord	10/4	2	1	1/24		1/16	2/3	490													
36	35	457/3	457/3	0.16666666666666666	35/24	35/24	Chord	10/4	2	1	1/24		1/16	2/3	491													
36	35	305/2	305/2	0.16666666666666666	3/2	3/2	Chord	10/4	2	1	1/24		1/16	2/3	492													
36	35	458/3	458/3	0.16666666666666666	37/24	37/24	Chord	10/4	2	1	1/24		1/16	2/3	493													
36	35	917/6	917/6	0.16666666666666666	19/12	19/12	Chord	10/4	2	1	1/24		1/16	2/3	494													
36	35	153	153	0.16666666666666666	13/8	13/8	Chord	10/4	2	1	1/24		1/16	2/3	495													
36	35	919/6	919/6	0.16666666666666666	5/3	5/3	Chord	10/4	2	1	1/24		1/16	2/3	496													
36	35	460/3	460/3	0.16666666666666666	41/24	41/24	Chord	10/4	2	1	1/24		1/16	2/3	497													
36	35	307/2	307/2	0.16666666666666666	7/4	7/4	Chord	10/4	2	1	1/24		1/16	2/3	498													
36	35	461/3	461/3	0.16666666666666666	43/24	43/24	Chord	10/4	2	1	1/24		1/16	2/3	499													
36	35	923/6	923/6	0.16666666666666666	11/6	11/6	Chord	10/4	2	1	1/24		1/16	2/3	500													
36	35	154	154	0.16666666666666666	15/8	15/8	Chord	10/4	2	1	1/24		1/16	2/3	501													
36	35	925/6	925/6	0.3333333333333333	23/12	23/12	Chord	10/4	2	1	1/12		1/8	2/3	502													
37	36	313/2	313/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	503													0
37	36	959/6	959/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	504													0
37	36	961/6	961/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	505													0
37	36	941/6	941/6	0.0	1/12	1/12	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
37	36	941/6	941/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	506													
37	36	943/6	943/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	507													
37	36	315/2	315/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	508													
37	36	947/6	947/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	509													
37	36	949/6	949/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	510													
37	36	317/2	317/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	511													
37	36	953/6	953/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	512													
37	36	955/6	955/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	513													
37	36	319/2	319/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	514													
38	37	321/2	321/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	515		articAccentBelow											0
38	37	971/6	971/6	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	516									24				0
38	37	973/6	973/6	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	517									24				0
38	37	325/2	325/2	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	518									24				0
38	37	977/6	977/6	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	519									24				0
38	37	979/6	979/6	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	520									24				0
38	37	327/2	327/2	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	521									24				0
38	37	983/6	983/6	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	522									24				0
38	37	985/6	985/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	523													0
38	37	965/6	965/6	0.0	1/12	1/12	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
38	37	965/6	965/6	0.0	1/12	1/12	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>cresc. molto"										
38	37	965/6	965/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	524													
38	37	967/6	967/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	525													
38	37	323/2	323/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	526													
38	37	971/6	971/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	527													
38	37	973/6	973/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	528													
38	37	977/6	977/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	529													
38	37	979/6	979/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	530													
38	37	327/2	327/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	531													
38	37	983/6	983/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	532													
38	37	985/6	985/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	533													
39	38	329/2	329/2	0.0	0	0	Dynamic	4/4	1	1	0					ff												0
39	38	329/2	329/2	0.0	0	0	Spanner	4/4	1	1	0																	0, 1
39	38	329/2	329/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	534													0, 1
39	38	333/2	333/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	535													0, 1
39	38	335/2	335/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	536													0, 1
39	38	329/2	329/2	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	537													0, 1
39	38	329/2	329/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
39	38	989/6	989/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	538													
39	38	991/6	991/6	0.0	1/6	1/6	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>molto apassionato"										
39	38	991/6	991/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	539													
39	38	331/2	331/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	540													
39	38	995/6	995/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	541													
39	38	997/6	997/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	542													
39	38	333/2	333/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	543													
39	38	1001/6	1001/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	544													
39	38	1003/6	1003/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	545													
39	38	335/2	335/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	546													
39	38	1007/6	1007/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	547													
39	38	1009/6	1009/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	548													
39	38	329/2	329/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	549													
40	39	337/2	337/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	550		articMarcatoAbove											0, 1
40	39	339/2	339/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	551													0, 1
40	39	1019/6	1019/6	0.5	1/3	1/3	Chord	4/4	1	1	1/8		1/8	1	552													0, 1
40	39	511/3	511/3	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	553													0, 1
40	39	341/2	341/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	554													0, 1
40	39	343/2	343/2	0.0	3/4	3/4	Spanner	4/4	1	1	0																	0
40	39	689/4	689/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	555													0
40	39	337/2	337/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
40	39	1013/6	1013/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	556													
40	39	1015/6	1015/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	557													
40	39	339/2	339/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	558													
40	39	1019/6	1019/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	559													
40	39	1021/6	1021/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	560													
40	39	341/2	341/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	561													
40	39	1025/6	1025/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	562													
40	39	1027/6	1027/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	563													
40	39	343/2	343/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	564													
40	39	1031/6	1031/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	565													
40	39	1033/6	1033/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	566													
40	39	337/2	337/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	567													
41	40	345/2	345/2	0.1111111111111111	0	0	Chord	10/8	1	1	1/36		1/16	4/9	568													0
41	40	3107/18	3107/18	0.1111111111111111	1/36	1/36	Chord	10/8	1	1	1/36		1/16	4/9	569													0
41	40	82907/480	82907/480	0.1111111111111111	107/1920	107/1920	Chord	10/8	1	1	1/36		1/16	4/9	570													0
41	40	248881/1440	248881/1440	0.1111111111111111	481/5760	481/5760	Chord	10/8	1	1	1/36		1/16	4/9	571													0
41	40	249041/1440	249041/1440	0.1111111111111111	641/5760	641/5760	Chord	10/8	1	1	1/36		1/16	4/9	572													0
41	40	27689/160	27689/160	0.1111111111111111	89/640	89/640	Chord	10/8	1	1	1/36		1/16	4/9	573													0
41	40	249361/1440	249361/1440	0.1111111111111111	961/5760	961/5760	Chord	10/8	1	1	1/36		1/16	4/9	574													0
41	40	249521/1440	249521/1440	0.1111111111111111	1121/5760	1121/5760	Chord	10/8	1	1	1/36		1/16	4/9	575													0
41	40	83227/480	83227/480	0.1111111111111111	427/1920	427/1920	Chord	10/8	1	1	1/36		1/16	4/9	576													0
41	40	249841/1440	249841/1440	0.1111111111111111	1441/5760	1441/5760	Chord	10/8	1	1	1/36		1/16	4/9	577													0
41	40	250001/1440	250001/1440	0.1111111111111111	1601/5760	1601/5760	Chord	10/8	1	1	1/36		1/16	4/9	578													0
41	40	83387/480	83387/480	0.1111111111111111	587/1920	587/1920	Chord	10/8	1	1	1/36		1/16	4/9	579													0
41	40	250321/1440	250321/1440	0.0	1921/5760	1921/5760	Spanner	10/8	1	1	0																	0, 2
41	40	250321/1440	250321/1440	0.1111111111111111	1921/5760	1921/5760	Chord	10/8	1	1	1/36		1/16	4/9	580													0, 2
41	40	250481/1440	250481/1440	0.1111111111111111	2081/5760	2081/5760	Chord	10/8	1	1	1/36		1/16	4/9	581													0, 2
41	40	27849/160	27849/160	0.1111111111111111	249/640	249/640	Chord	10/8	1	1	1/36		1/16	4/9	582													0, 2
41	40	250801/1440	250801/1440	0.1111111111111111	2401/5760	2401/5760	Chord	10/8	1	1	1/36		1/16	4/9	583													0, 2
41	40	250961/1440	250961/1440	0.1111111111111111	2561/5760	2561/5760	Chord	10/8	1	1	1/36		1/16	4/9	584													0, 2
41	40	83707/480	83707/480	0.1111111111111111	907/1920	907/1920	Chord	10/8	1	1	1/36		1/16	4/9	585													0, 2
41	40	251281/1440	251281/1440	0.1111111111111111	2881/5760	2881/5760	Chord	10/8	1	1	1/36		1/16	4/9	586													0, 2
41	40	251441/1440	251441/1440	0.1111111111111111	3041/5760	3041/5760	Chord	10/8	1	1	1/36		1/16	4/9	587													0, 2
41	40	83867/480	83867/480	0.1111111111111111	1067/1920	1067/1920	Chord	10/8	1	1	1/36		1/16	4/9	588													0, 2
41	40	251761/1440	251761/1440	0.1111111111111111	3361/5760	3361/5760	Chord	10/8	1	1	1/36		1/16	4/9	589													0, 2
41	40	251921/1440	251921/1440	0.1111111111111111	3521/5760	3521/5760	Chord	10/8	1	1	1/36		1/16	4/9	590													0, 2
41	40	28009/160	28009/160	0.1111111111111111	409/640	409/640	Chord	10/8	1	1	1/36		1/16	4/9	591													0, 2
41	40	252241/1440	252241/1440	0.0	3841/5760	3841/5760	Spanner	10/8	1	1	0																	0
41	40	252241/1440	252241/1440	0.1111111111111111	3841/5760	3841/5760	Chord	10/8	1	1	1/36		1/16	4/9	592													0
41	40	252401/1440	252401/1440	0.1111111111111111	4001/5760	4001/5760	Chord	10/8	1	1	1/36		1/16	4/9	593													0
41	40	84187/480	84187/480	0.1111111111111111	1387/1920	1387/1920	Chord	10/8	1	1	1/36		1/16	4/9	594													0
41	40	252721/1440	252721/1440	0.1111111111111111	4321/5760	4321/5760	Chord	10/8	1	1	1/36		1/16	4/9	595													0
41	40	252881/1440	252881/1440	0.1111111111111111	4481/5760	4481/5760	Chord	10/8	1	1	1/36		1/16	4/9	596													0
41	40	84347/480	84347/480	0.1111111111111111	1547/1920	1547/1920	Chord	10/8	1	1	1/36		1/16	4/9	597													0
41	40	253201/1440	253201/1440	0.1111111111111111	4801/5760	4801/5760	Chord	10/8	1	1	1/36		1/16	4/9	598													0
41	40	253361/1440	253361/1440	0.1111111111111111	4961/5760	4961/5760	Chord	10/8	1	1	1/36		1/16	4/9	599													0
41	40	28169/160	28169/160	0.1111111111111111	569/640	569/640	Chord	10/8	1	1	1/36		1/16	4/9	600													0
41	40	253681/1440	253681/1440	0.1111111111111111	5281/5760	5281/5760	Chord	10/8	1	1	1/36		1/16	4/9	601													0
41	40	253841/1440	253841/1440	0.1111111111111111	5441/5760	5441/5760	Chord	10/8	1	1	1/36		1/16	4/9	602													0
41	40	84667/480	84667/480	0.1111111111111111	1867/1920	1867/1920	Chord	10/8	1	1	1/36		1/16	4/9	603													0
41	40	254161/1440	254161/1440	0.16666666666666666	5761/5760	5761/5760	Chord	10/8	1	1	1/24		1/16	2/3	604													0
41	40	254401/1440	254401/1440	0.16666666666666666	6001/5760	6001/5760	Chord	10/8	1	1	1/24		1/16	2/3	605													0
41	40	254641/1440	254641/1440	0.16666666666666666	6241/5760	6241/5760	Chord	10/8	1	1	1/24		1/16	2/3	606													0
41	40	254881/1440	254881/1440	0.0	6481/5760	6481/5760	Chord	10/8	1	1	0	acciaccatura	1/8	2/3	607													0
41	40	254881/1440	254881/1440	0.16666666666666666	6481/5760	6481/5760	Chord	10/8	1	1	1/24		1/16	2/3	608													0
41	40	255121/1440	255121/1440	0.25	6721/5760	6721/5760	Chord	10/8	1	1	1/16		1/16	1	609													0
41	40	255481/1440	255481/1440	0.08333333333333333	7081/5760	7081/5760	Chord	10/8	1	1	1/48		1/32	2/3	610													0
41	40	345/2	345/2	0.0	0	0	StaffText	10/8	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
41	40	345/2	345/2	0.3333333333333333	0	0	Chord	10/8	2	1	1/12		1/8	2/3	611													
41	40	1037/6	1037/6	0.3333333333333333	1/12	1/12	Chord	10/8	2	1	1/12		1/8	2/3	612													
41	40	1039/6	1039/6	0.3333333333333333	1/6	1/6	Chord	10/8	2	1	1/12		1/8	2/3	613													
41	40	347/2	347/2	0.3333333333333333	1/4	1/4	Chord	10/8	2	1	1/12		1/8	2/3	614		articStaccatoBelow											
41	40	349/2	349/2	0.0	1/2	1/2	StaffText	10/8	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
41	40	349/2	349/2	0.3333333333333333	1/2	1/2	Chord	10/8	2	1	1/12		1/8	2/3	615													
41	40	1049/6	1049/6	0.3333333333333333	7/12	7/12	Chord	10/8	2	1	1/12		1/8	2/3	616													
41	40	1051/6	1051/6	0.3333333333333333	2/3	2/3	Chord	10/8	2	1	1/12		1/8	2/3	617													
41	40	351/2	351/2	0.3333333333333333	3/4	3/4	Chord	10/8	2	1	1/12		1/8	2/3	618		articStaccatoBelow											
42	41	355/2	355/2	0.6666666666666666	0	0	Chord	4/4	1	1	1/6		1/4	2/3	619									25				0
42	41	1069/6	1069/6	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	620									25				0
42	41	357/2	357/2	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	621									25				0
42	41	361/2	361/2	0.0	3/4	3/4	Spanner	4/4	1	1	0													25		8		0
42	41	361/2	361/2	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	622									25		8		0
42	41	1087/6	1087/6	0.0	11/12	11/12	Spanner	4/4	1	1	0																	0
42	41	1087/6	1087/6	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	623													0
42	41	355/2	355/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>dim."										
42	41	355/2	355/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
42	41	355/2	355/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	624													
42	41	1067/6	1067/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	625													
42	41	1069/6	1069/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	626													
42	41	357/2	357/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	627													
42	41	1073/6	1073/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	628													
42	41	1075/6	1075/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	629													
42	41	359/2	359/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	630													
42	41	1079/6	1079/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	631													
42	41	1081/6	1081/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	632													
42	41	361/2	361/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	633													
42	41	1085/6	1085/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	634													
42	41	1087/6	1087/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	635													
43	42	363/2	363/2	0.0	0	0	Dynamic	4/4	1	1	0					f												0
43	42	363/2	363/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	636													0
43	42	365/2	365/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	637		articAccentAbove											0
43	42	367/2	367/2	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	638													0
43	42	735/4	735/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	639													0
43	42	184	184	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	640													0
43	42	737/4	737/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	641													0
43	42	369/2	369/2	0.0	3/4	3/4	Spanner	4/4	1	1	0															9		0
43	42	369/2	369/2	0.2	3/4	3/4	Chord	4/4	1	1	1/20		1/16	4/5	642											9		0
43	42	1847/10	1847/10	0.2	4/5	4/5	Chord	4/4	1	1	1/20		1/16	4/5	643											9		0
43	42	1849/10	1849/10	0.2	17/20	17/20	Chord	4/4	1	1	1/20		1/16	4/5	644											9		0
43	42	1851/10	1851/10	0.2	9/10	9/10	Chord	4/4	1	1	1/20		1/16	4/5	645											9		0
43	42	1853/10	1853/10	0.0	19/20	19/20	Spanner	4/4	1	1	0																	0
43	42	1853/10	1853/10	0.2	19/20	19/20	Chord	4/4	1	1	1/20		1/16	4/5	646													0
43	42	363/2	363/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
43	42	1091/6	1091/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	647													
43	42	1093/6	1093/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	648													
