mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	HairPin:2_poco a poco cresc.	Ottava:8va
52	52	307	307	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	540		articStaccatoAbove									
53	53	308	308	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	541				53							
53	53	311	311	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	542				53							
53	53	312	312	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	543				53							
53	53	313	313	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	544											
53	53	308	308	6.0	0	0	Chord	6/4	1	2	3/2	1	3/2	545											
53	53	308	308	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	546											
53	53	310	310	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	547		articStaccatoBelow		54							
53	53	311	311	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	548		articStaccatoBelow									
54	54	314	314	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	549				55							
54	54	317	317	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	550		articStaccatoBelow		55							
54	54	319	319	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	551		articStaccatoBelow									
54	54	314	314	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	552											
54	54	317	317	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	553		articStaccatoBelow		56							
54	54	319	319	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	554		articStaccatoAbove									
55	55	320	320	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	555				57							
55	55	323	323	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	556				57							
55	55	324	324	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	557				57							
55	55	325	325	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	558											
55	55	320	320	6.0	0	0	Chord	6/4	1	2	3/2	1	3/2	559											
55	55	320	320	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	560											
55	55	322	322	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	561		articStaccatoBelow		58							
55	55	323	323	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	562		articStaccatoBelow									
56	56	326	326	0.0	0	0	Spanner	6/4	1	1	0											2			
56	56	326	326	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	563								2			
56	56	329	329	3.0	3/4	3/4	Chord	6/4	1	1	3/4	1/2	3/2	564								2			
56	56	326	326	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	565											
56	56	329	329	3.0	3/4	3/4	Chord	6/4	2	1	3/4	1/2	3/2	566											
57	57	332	332	0.0	0	0	Spanner	6/4	1	1	0														
57	57	332	332	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	567				59							
57	57	335	335	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	568				59							
57	57	336	336	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	569				59							
57	57	337	337	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	570											
57	57	332	332	6.0	0	0	Chord	6/4	1	2	3/2	1	3/2	571		articAccentBelow									
57	57	332	332	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	572											
58	58	338	338	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	573				60							
58	58	341	341	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	574				60							
58	58	343	343	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	575				60							
58	58	338	338	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	576											
58	58	341	341	2.0	3/4	3/4	Chord	6/4	1	2	1/2	1/2	1	577											
58	58	343	343	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	578											
58	58	338	338	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	579											
58	58	339	339	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	580				61							
58	58	340	340	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	581				61							
58	58	341	341	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	582				61							
58	58	342	342	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	583				61							
58	58	343	343	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	584											
59	59	344	344	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	585				60							
59	59	346	346	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	586				60							
59	59	347	347	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	587				60							
59	59	349	349	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	588											
59	59	344	344	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	589											
59	59	347	347	3.0	3/4	3/4	Chord	6/4	1	2	3/4	1/2	3/2	590											
59	59	344	344	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	591											
59	59	345	345	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	592				62							
59	59	346	346	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	593				62							
59	59	347	347	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	594				62							
59	59	348	348	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	595				62							
59	59	349	349	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	596											
60	60	350	350	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	597											
60	60	353	353	0.0	3/4	3/4	StaffText	6/4	1	2	0						rallentanto (a piacere)								
60	60	353	353	0.0	3/4	3/4	StaffText	6/4	1	2	0						un poco marcato								
60	60	353	353	2.0	3/4	3/4	Chord	6/4	1	2	1/2	1/2	1	598											
60	60	355	355	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	599											
60	60	350	350	0.0	0	0	StaffText	6/4	2	1	0						<i>sotto voce</i>								
60	60	350	350	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	600											
61	61	356	356	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	601											
61	61	356	356	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	602											
61	61	359	359	2.0	3/4	3/4	Chord	6/4	1	2	1/2	1/2	1	603											
61	61	361	361	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	604											
61	61	356	356	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	605											
62	62	362	362	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	606											
62	62	363	363	1.0	1/4	1/4	Chord	6/4	1	2	1/4	1/4	1	607				63							
62	62	364	364	1.0	1/2	1/2	Chord	6/4	1	2	1/4	1/4	1	608				63							
62	62	365	365	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	609				63							
62	62	366	366	1.5	1	1	Chord	6/4	1	2	3/8	1/4	3/2	610				63							
62	62	735/2	735/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8	1/8	1	611											
62	62	362	362	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	612											
63	63	368	368	0.0	0	0	Spanner	6/4	1	1	0										5				
63	63	368	368	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	613				64			5				
63	63	371	371	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	614		articStaccatoAbove		64			5				
63	63	373	373	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	615		articStaccatoAbove					5				
63	63	368	368	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	616				65							
63	63	371	371	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	617		articStaccatoBelow		65							
63	63	373	373	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	618		articStaccatoBelow									
64	64	374	374	0.0	0	0	Spanner	6/4	1	1	0														
64	64	374	374	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	619											
64	64	377	377	2.0	3/4	3/4	Chord	6/4	1	2	1/2	1/2	1	620											
64	64	379	379	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	621											
64	64	374	374	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	622											
65	65	380	380	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	623											
65	65	380	380	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	624											
65	65	383	383	2.0	3/4	3/4	Chord	6/4	1	2	1/2	1/2	1	625											
65	65	385	385	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	626											
65	65	380	380	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	627											
66	66	386	386	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	628											
66	66	387	387	1.0	1/4	1/4	Chord	6/4	1	2	1/4	1/4	1	629				66							
66	66	388	388	1.0	1/2	1/2	Chord	6/4	1	2	1/4	1/4	1	630				66							
66	66	389	389	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	631				66							
66	66	390	390	1.5	1	1	Chord	6/4	1	2	3/8	1/4	3/2	632				66							
66	66	783/2	783/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8	1/8	1	633											
66	66	386	386	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	634											
67	67	392	392	0.0	0	0	Spanner	6/4	1	1	0										6				
67	67	392	392	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	635				67			6				
67	67	395	395	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	636		articStaccatoBelow		67			6				
67	67	397	397	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	637		articStaccatoBelow					6				
67	67	392	392	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	638				68							
67	67	395	395	2.0	3/4	3/4	Chord	6/4	2	1	1/2	1/2	1	639		articStaccatoBelow		68							
67	67	397	397	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	640		articStaccatoBelow									
68	68	398	398	0.0	0	0	Spanner	6/4	1	1	0														
68	68	399	399	0.0	1/4	1/4	Spanner	6/4	1	1	0											3			
68	68	399	399	0.0	1/4	1/4	Spanner	6/4	1	1	0											3	1		
68	68	399	399	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	641				69				3	1		
68	68	400	400	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	642				69				3	1		
68	68	401	401	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	643				69				3	1		
68	68	402	402	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	644				69				3	1		
68	68	403	403	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	645								3	1		
68	68	399	399	1.0	1/4	1/4	Chord	6/4	1	2	1/4	1/4	1	646								3	1		
68	68	400	400	1.0	1/2	1/2	Chord	6/4	1	2	1/4	1/4	1	647								3	1		
68	68	402	402	1.0	1	1	Chord	6/4	1	2	1/4	1/4	1	648								3	1		
68	68	403	403	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	649								3	1		
68	68	398	398	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	650											
68	68	399	399	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	651				70							
68	68	400	400	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	652											
68	68	402	402	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	653				71							
68	68	403	403	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	654											
69	69	404	404	0.0	0	0	StaffText	6/4	1	1	0						stringendo						1		
69	69	404	404	0.0	0	0	Spanner	6/4	1	1	0												1		
69	69	405	405	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	655				72					1		
69	69	406	406	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	656				72					1		
69	69	407	407	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	657				72					1		
69	69	408	408	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	658				72					1		
69	69	409	409	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	659									1		
69	69	405	405	1.0	1/4	1/4	Chord	6/4	1	2	1/4	1/4	1	660									1		
69	69	406	406	1.0	1/2	1/2	Chord	6/4	1	2	1/4	1/4	1	661									1		
69	69	408	408	1.0	1	1	Chord	6/4	1	2	1/4	1/4	1	662									1		
69	69	409	409	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	663									1		
69	69	404	404	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	664											
69	69	405	405	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	665											
69	69	406	406	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	666											
69	69	408	408	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	667											
69	69	409	409	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	668											
70	70	411	411	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	669				73					1		
70	70	412	412	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	670				73					1		
70	70	413	413	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	671				73					1		
70	70	414	414	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	672				73					1		
70	70	415	415	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	673									1		
70	70	411	411	1.0	1/4	1/4	Chord	6/4	1	2	1/4	1/4	1	674									1		
70	70	412	412	1.0	1/2	1/2	Chord	6/4	1	2	1/4	1/4	1	675									1		
70	70	414	414	1.0	1	1	Chord	6/4	1	2	1/4	1/4	1	676									1		
70	70	415	415	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	677									1		
70	70	410	410	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	678											
70	70	411	411	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	679											
70	70	412	412	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	680											
70	70	414	414	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	681											
70	70	415	415	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	682											
71	71	417	417	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	683				74					1		
71	71	418	418	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	684				74					1		
71	71	419	419	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	685				74					1		
71	71	420	420	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	686				74					1		
71	71	421	421	0.0	5/4	5/4	StaffText	6/4	1	1	0						<i>molto</i>						1		
71	71	421	421	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	687									1		
71	71	417	417	1.0	1/4	1/4	Chord	6/4	1	2	1/4	1/4	1	688									1		
71	71	418	418	1.0	1/2	1/2	Chord	6/4	1	2	1/4	1/4	1	689									1		
71	71	420	420	1.0	1	1	Chord	6/4	1	2	1/4	1/4	1	690									1		
71	71	421	421	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	691									1		
71	71	416	416	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	692											
71	71	417	417	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	693											
71	71	418	418	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	694											
71	71	420	420	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	695											
71	71	421	421	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	696											
72	72	422	422	0.0	0	0	StaffText	6/4	1	1	0						<i>rinfz. ed appassionato</i>								
72	72	422	422	0.0	0	0	Spanner	6/4	1	1	0														
72	72	423	423	2.0	1/4	1/4	Chord	6/4	1	1	1/2	1/2	1	697		articMarcatoAbove									
72	72	426	426	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	698				75							
72	72	427	427	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	699											
72	72	423	423	1.0	1/4	1/4	Chord	6/4	1	2	1/4	1/4	1	700				76							
72	72	424	424	1.0	1/2	1/2	Chord	6/4	1	2	1/4	1/4	1	701				76							
72	72	425	425	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	702											
72	72	426	426	1.0	1	1	Chord	6/4	1	2	1/4	1/4	1	703											
72	72	427	427	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	704											
72	72	422	422	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	705											
72	72	423	423	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	706											
72	72	424	424	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	707											
72	72	425	425	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	708											
72	72	426	426	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	709											
72	72	427	427	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	710											
73	73	429	429	2.0	1/4	1/4	Chord	6/4	1	1	1/2	1/2	1	711		articMarcatoAbove									
73	73	432	432	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	712				77							
73	73	433	433	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	713											
73	73	429	429	1.0	1/4	1/4	Chord	6/4	1	2	1/4	1/4	1	714				78							
73	73	430	430	1.0	1/2	1/2	Chord	6/4	1	2	1/4	1/4	1	715				78							
73	73	431	431	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	716											
73	73	432	432	1.0	1	1	Chord	6/4	1	2	1/4	1/4	1	717											
73	73	433	433	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	718											
73	73	428	428	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	719											
73	73	429	429	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	720											
73	73	430	430	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	721											
73	73	431	431	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	722											
73	73	432	432	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	723											
73	73	433	433	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	724											
74	74	435	435	0.0	1/4	1/4	Dynamic	6/4	1	1	0				ff										
74	74	435	435	2.0	1/4	1/4	Chord	6/4	1	1	1/2	1/2	1	725		articAccentAbove									
74	74	438	438	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	726		articAccentAbove									
74	74	435	435	1.5	1/4	1/4	Chord	6/4	1	2	3/8	1/4	3/2	727				79							
74	74	873/2	873/2	0.5	5/8	5/8	Chord	6/4	1	2	1/8	1/8	1	728				79							
74	74	437	437	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	729		articStaccatoBelow									
74	74	438	438	1.5	1	1	Chord	6/4	1	2	3/8	1/4	3/2	730				80							
74	74	879/2	879/2	0.5	11/8	11/8	Chord	6/4	1	2	1/8	1/8	1	731				80							
74	74	434	434	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	732											
74	74	435	435	1.5	1/4	1/4	Chord	6/4	2	1	3/8	1/4	3/2	733				81							
74	74	873/2	873/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	734				81							
74	74	437	437	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	735		articStaccatoBelow									
74	74	438	438	1.5	1	1	Chord	6/4	2	1	3/8	1/4	3/2	736				82							
74	74	879/2	879/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	737				82							
74	74	435	435	2.0	1/4	1/4	Chord	6/4	2	2	1/2	1/2	1	738											
74	74	438	438	2.0	1	1	Chord	6/4	2	2	1/2	1/2	1	739											
75	75	440	440	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	740		articStaccatoAbove									
75	75	883/2	883/2	0.0	3/8	3/8	StaffText	6/4	1	1	0						Quasi allegretto mosso								
75	75	883/2	883/2	0.0	3/8	3/8	Spanner	6/4	1	1	0										7				
75	75	883/2	883/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	741				83			7				
75	75	442	442	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	742				83			7				
75	75	885/2	885/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	743				83			7				
75	75	443	443	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	744				83			7				
75	75	887/2	887/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	745				83			7				
75	75	444	444	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	746				83			7				
75	75	889/2	889/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	747				83			7				
75	75	445	445	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	748				83			7				
75	75	891/2	891/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	749				83			7				
75	75	440	440	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	750		articStaccatoBelow									
76	76	446	446	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	751				83			7				
76	76	893/2	893/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	752				83			7				
76	76	447	447	0.0	1/4	1/4	Spanner	6/4	1	1	0							83							
76	76	447	447	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	753				83							
76	76	895/2	895/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	754				83							
76	76	448	448	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	755				83							
76	76	897/2	897/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	756				83							
76	76	449	449	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	757				83							
76	76	899/2	899/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	758				83							
76	76	450	450	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	759				83							
76	76	901/2	901/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	760				83							
76	76	451	451	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	761				83							
76	76	903/2	903/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	762											
77	77	452	452	0.0	0	0	StaffText	6/4	1	1	0						<i>dolce armonioso</i>								
77	77	452	452	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	763				84							
77	77	455	455	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	764		articStaccatoAbove		84							
77	77	457	457	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	765		articStaccatoAbove									
77	77	905/2	905/2	0.0	1/8	1/8	StaffText	6/4	2	1	0						legato								
77	77	905/2	905/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	766				85							
77	77	453	453	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	767				85							
77	77	907/2	907/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	768				85							
77	77	454	454	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	769				85							
77	77	909/2	909/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	770				85							
77	77	455	455	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	771				85							
77	77	911/2	911/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	772				85							
77	77	456	456	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	773				85							
77	77	913/2	913/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	774				85							
77	77	457	457	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	775				85							
77	77	915/2	915/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	776											
77	77	452	452	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	777											
78	78	458	458	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	778				86							
78	78	461	461	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	779				86							
78	78	462	462	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	780				86							
78	78	463	463	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	781											
78	78	917/2	917/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	782											
78	78	459	459	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	783											
78	78	919/2	919/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	784											
78	78	460	460	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	785											
78	78	921/2	921/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	786											
78	78	461	461	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	787											
78	78	923/2	923/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	788											
78	78	462	462	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	789											
78	78	925/2	925/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	790											
78	78	463	463	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	791											
78	78	927/2	927/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	792											
78	78	458	458	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	793											
79	79	464	464	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	794				87							
79	79	467	467	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	795		articStaccatoAbove		87							
79	79	469	469	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	796		articStaccatoAbove									
79	79	929/2	929/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	797											
79	79	465	465	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	798											
79	79	931/2	931/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	799											
79	79	466	466	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	800											
79	79	933/2	933/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	801											
79	79	467	467	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	802											
79	79	935/2	935/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	803											
79	79	468	468	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	804											
79	79	937/2	937/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	805											
79	79	469	469	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	806											
79	79	939/2	939/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	807											
79	79	464	464	1.0	0	0	Chord	6/4	2	2	1/4	1/4	1	808											
80	80	470	470	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	809				88							
80	80	473	473	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	810				88							
80	80	474	474	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	811				88							
80	80	475	475	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	812											
80	80	470	470	0.5	0	0	Chord	6/4	1	2	1/8	1/8	1	813											
80	80	941/2	941/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	814											
80	80	471	471	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	815											
