mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_poco rall.	TextLine_rall.	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line	Ottava:8va
24	24	571/4	571/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	872												
24	24	143	143	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	873												
24	24	573/4	573/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	874												
24	24	287/2	287/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	875												
24	24	575/4	575/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	876												
24	24	138	138	0.25	0	0	Chord	12/8	1	2	1/16	1/16	1	877												
24	24	553/4	553/4	0.25	1/16	1/16	Chord	12/8	1	2	1/16	1/16	1	878												
24	24	277/2	277/2	0.25	1/8	1/8	Chord	12/8	1	2	1/16	1/16	1	879												
24	24	555/4	555/4	0.25	3/16	3/16	Chord	12/8	1	2	1/16	1/16	1	880												
24	24	139	139	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	881												
24	24	557/4	557/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	882												
24	24	279/2	279/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	883												
24	24	559/4	559/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	884												
24	24	140	140	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	885												
24	24	561/4	561/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	886												
24	24	281/2	281/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	887												
24	24	563/4	563/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	888												
24	24	141	141	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	889												
24	24	565/4	565/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	890												
24	24	283/2	283/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	891												
24	24	567/4	567/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	892												
24	24	142	142	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	893												
24	24	569/4	569/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	894												
24	24	285/2	285/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	895												
24	24	571/4	571/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	896												
24	24	143	143	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	897												
24	24	573/4	573/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	898												
24	24	287/2	287/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	899												
24	24	575/4	575/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	900												
25	25	144	144	0.0	0	0	Spanner	12/8	1	1	0													1		
25	25	144	144	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	901										1		
25	25	577/4	577/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	902										1		
25	25	289/2	289/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	903										1		
25	25	579/4	579/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	904										1		
25	25	145	145	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	905										1		
25	25	581/4	581/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	906										1		
25	25	291/2	291/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	907										1		
25	25	583/4	583/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	908										1		
25	25	146	146	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	909										1		
25	25	585/4	585/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	910										1		
25	25	293/2	293/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	911										1		
25	25	587/4	587/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	912										1		
25	25	147	147	0.0	3/4	3/4	Spanner	12/8	1	1	0															
25	25	147	147	0.0	3/4	3/4	Spanner	12/8	1	1	0												6			
25	25	147	147	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	913									6			
25	25	589/4	589/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	914									6			
25	25	295/2	295/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	915									6			
25	25	591/4	591/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	916									6			
25	25	148	148	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	917									6			
25	25	593/4	593/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	918									6			
25	25	297/2	297/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	919									6			
25	25	595/4	595/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	920									6			
25	25	149	149	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	921									6			
25	25	597/4	597/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	922									6			
25	25	299/2	299/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	923									6			
25	25	599/4	599/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	924									6			
25	25	144	144	0.25	0	0	Chord	12/8	1	2	1/16	1/16	1	925									6			
25	25	577/4	577/4	0.25	1/16	1/16	Chord	12/8	1	2	1/16	1/16	1	926									6			
25	25	289/2	289/2	0.25	1/8	1/8	Chord	12/8	1	2	1/16	1/16	1	927									6			
25	25	579/4	579/4	0.25	3/16	3/16	Chord	12/8	1	2	1/16	1/16	1	928									6			
25	25	145	145	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	929									6			
25	25	581/4	581/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	930									6			
25	25	291/2	291/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	931									6			
25	25	583/4	583/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	932									6			
25	25	146	146	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	933									6			
25	25	585/4	585/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	934									6			
25	25	293/2	293/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	935									6			
25	25	587/4	587/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	936									6			
25	25	147	147	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	937									6			
25	25	589/4	589/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	938									6			
25	25	295/2	295/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	939									6			
25	25	591/4	591/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	940									6			
25	25	148	148	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	941									6			
25	25	593/4	593/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	942									6			
25	25	297/2	297/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	943									6			
25	25	595/4	595/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	944									6			
25	25	149	149	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	945									6			
25	25	597/4	597/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	946									6			
25	25	299/2	299/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	947									6			
25	25	599/4	599/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	948									6			
26	26	150	150	0.0	0	0	Spanner	12/8	1	1	0															
26	26	301/2	301/2	0.0	1/8	1/8	Dynamic	12/8	1	1	0				pp											
26	26	301/2	301/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	949												
26	26	603/4	603/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	950												
26	26	151	151	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	951												
26	26	605/4	605/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	952												
26	26	303/2	303/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	953												
26	26	607/4	607/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	954												
26	26	152	152	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	955												
26	26	609/4	609/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	956												
26	26	305/2	305/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	957												
26	26	611/4	611/4	0.0	11/16	11/16	Spanner	12/8	1	1	0															16
26	26	611/4	611/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	958												16
26	26	153	153	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	959												16
26	26	613/4	613/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	960												16
26	26	307/2	307/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	961												16
26	26	615/4	615/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	962												16
26	26	154	154	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	963												16
26	26	617/4	617/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	964												16
26	26	309/2	309/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	965												16
26	26	619/4	619/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	966												16
26	26	155	155	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	967												16
26	26	621/4	621/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	968												16
26	26	311/2	311/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	969												16
26	26	623/4	623/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	970												16
27	27	156	156	0.0	0	0	Spanner	12/8	1	1	0															
27	27	156	156	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	971												
27	27	625/4	625/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	972												
27	27	313/2	313/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	973												
27	27	627/4	627/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	974												
27	27	157	157	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	975												
27	27	629/4	629/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	976												
27	27	315/2	315/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	977												
27	27	631/4	631/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	978												
27	27	158	158	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	979												
27	27	633/4	633/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	980												
27	27	317/2	317/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	981												
27	27	635/4	635/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	982												
27	27	159	159	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	983												
27	27	637/4	637/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	984												
27	27	319/2	319/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	985												
27	27	639/4	639/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	986												
27	27	160	160	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	987												
27	27	641/4	641/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	988												
27	27	321/2	321/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	989												
27	27	643/4	643/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	990												
27	27	161	161	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	991												
27	27	645/4	645/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	992												
27	27	323/2	323/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	993												
27	27	647/4	647/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	994												
28	28	162	162	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	995												
28	28	649/4	649/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	996												
28	28	325/2	325/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	997												
28	28	651/4	651/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	998												
28	28	163	163	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	999												
28	28	653/4	653/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1000												
28	28	327/2	327/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	1001												
28	28	165	165	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	1002												
28	28	333/2	333/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	1003												
28	28	327/2	327/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	1004				35								
28	28	655/4	655/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	1005				35								
28	28	164	164	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	1006				35								
28	28	657/4	657/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	1007				35								
28	28	329/2	329/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	1008				35								
28	28	659/4	659/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	1009												
28	28	165	165	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	1010				36								
28	28	661/4	661/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	1011				36								
28	28	331/2	331/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	1012				36								
28	28	663/4	663/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	1013				36								
28	28	166	166	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	1014				36								
28	28	665/4	665/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	1015												
28	28	333/2	333/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	1016				37								
28	28	667/4	667/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	1017				37								
28	28	167	167	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	1018				37								
28	28	669/4	669/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	1019				37								
28	28	335/2	335/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	1020				37								
28	28	671/4	671/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	1021												
28	28	327/2	327/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	1022				38								
28	28	165	165	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	1023												
28	28	333/2	333/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	1024				39								
28	28	327/2	327/2	1.5	3/8	3/8	Chord	12/8	2	2	3/8	1/4	3/2	1025												
28	28	165	165	1.0	3/4	3/4	Chord	12/8	2	2	1/4	1/4	1	1026												
28	28	333/2	333/2	1.5	9/8	9/8	Chord	12/8	2	2	3/8	1/4	3/2	1027												
29	29	168	168	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	1028												
29	29	339/2	339/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	1029												
29	29	341/2	341/2	0.0	5/8	5/8	Spanner	12/8	1	1	0												7			
29	29	341/2	341/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1030									7			
29	29	171	171	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	1031									7			
29	29	172	172	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1032									7			
29	29	345/2	345/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	1033									7			
29	29	347/2	347/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1034									7			
29	29	168	168	0.25	0	0	Chord	12/8	1	2	1/16	1/16	1	1035				40					7			
29	29	673/4	673/4	0.25	1/16	1/16	Chord	12/8	1	2	1/16	1/16	1	1036				40					7			
29	29	337/2	337/2	0.25	1/8	1/8	Chord	12/8	1	2	1/16	1/16	1	1037				40					7			
29	29	675/4	675/4	0.25	3/16	3/16	Chord	12/8	1	2	1/16	1/16	1	1038				40					7			
29	29	169	169	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	1039				40					7			
29	29	677/4	677/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	1040									7			
29	29	339/2	339/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	1041				41					7			
29	29	679/4	679/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	1042				41					7			
29	29	170	170	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	1043				41					7			
29	29	681/4	681/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	1044				41					7			
29	29	341/2	341/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	1045				41					7			
29	29	683/4	683/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	1046									7			
29	29	171	171	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	1047				42					7			
29	29	685/4	685/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	1048				42					7			
29	29	343/2	343/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	1049				42					7			
29	29	687/4	687/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	1050				42					7			
29	29	172	172	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	1051				42					7			
29	29	689/4	689/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	1052									7			
29	29	345/2	345/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	1053				43					7			
29	29	691/4	691/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	1054				43					7			
29	29	173	173	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	1055				43					7			
29	29	693/4	693/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	1056				43					7			
29	29	347/2	347/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	1057				43					7			
29	29	695/4	695/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	1058									7			
29	29	168	168	1.5	0	0	Chord	12/8	2	1	3/8	1/4	3/2	1059												
29	29	339/2	339/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	1060				44								
29	29	171	171	1.5	3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	1061				44								
29	29	345/2	345/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	1062												
29	29	168	168	1.0	0	0	Chord	12/8	2	2	1/4	1/4	1	1063												
30	30	174	174	0.0	0	0	Spanner	12/8	1	1	0															
30	30	174	174	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1064												
30	30	697/4	697/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1065												
30	30	349/2	349/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1066												
30	30	699/4	699/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1067												
30	30	175	175	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1068												
30	30	701/4	701/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1069												
30	30	351/2	351/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1070												
30	30	703/4	703/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1071												
30	30	176	176	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1072												
30	30	705/4	705/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1073												
30	30	353/2	353/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1074												
30	30	707/4	707/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1075												
30	30	177	177	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1076												
30	30	709/4	709/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1077												
30	30	355/2	355/2	0.0	7/8	7/8	Spanner	12/8	1	1	0															17
30	30	355/2	355/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1078												17
30	30	711/4	711/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1079												17
30	30	178	178	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1080												17
30	30	713/4	713/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1081												17
30	30	357/2	357/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1082												17
30	30	715/4	715/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1083												17
30	30	179	179	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1084												17
30	30	717/4	717/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1085												17
30	30	359/2	359/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1086												17
30	30	719/4	719/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1087												17
30	30	174	174	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	1088		articStaccatoAbove										
31	31	180	180	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1089												17
31	31	721/4	721/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1090												17
31	31	361/2	361/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1091												17
31	31	723/4	723/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1092												17
31	31	181	181	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1093												17
31	31	725/4	725/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1094												17
31	31	363/2	363/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1095												17
31	31	182	182	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1096												17
31	31	365/2	365/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1097												17
31	31	183	183	0.5	3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	1098												17
31	31	367/2	367/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	1099												17
31	31	184	184	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1100												17
31	31	369/2	369/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	1101												17
31	31	185	185	0.5	5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	1102												17
31	31	371/2	371/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1103												17
31	31	363/2	363/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	1104				45								17
31	31	727/4	727/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	1105												17
31	31	182	182	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	1106				46								17
31	31	729/4	729/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	1107												17
31	31	365/2	365/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	1108				47								17
31	31	731/4	731/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	1109												17
31	31	183	183	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	1110				48								17
31	31	733/4	733/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	1111												17
31	31	367/2	367/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	1112				49								17
31	31	735/4	735/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	1113												17
31	31	184	184	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	1114				50								17
31	31	737/4	737/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	1115												17
31	31	369/2	369/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	1116				51								17
31	31	739/4	739/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	1117												17
31	31	185	185	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	1118				52								17
31	31	741/4	741/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	1119												17
31	31	371/2	371/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	1120				53								17
31	31	743/4	743/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	1121												17
31	31	363/2	363/2	0.0	3/8	3/8	StaffText	12/8	2	1	0						un poco marcato									
31	31	363/2	363/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4	1/4	1	1122				54								
31	31	365/2	365/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	1123												
31	31	183	183	1.0	3/4	3/4	Chord	12/8	2	1	1/4	1/4	1	1124				55								
31	31	184	184	0.5	1	1	Chord	12/8	2	1	1/8	1/8	1	1125												
31	31	369/2	369/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4	1/4	1	1126				56								
31	31	371/2	371/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	1127												
31	31	363/2	363/2	0.5	3/8	3/8	Chord	12/8	2	2	1/8	1/8	1	1128												
31	31	182	182	0.5	1/2	1/2	Chord	12/8	2	2	1/8	1/8	1	1129												
31	31	365/2	365/2	0.5	5/8	5/8	Chord	12/8	2	2	1/8	1/8	1	1130												
31	31	183	183	0.5	3/4	3/4	Chord	12/8	2	2	1/8	1/8	1	1131												
31	31	367/2	367/2	0.5	7/8	7/8	Chord	12/8	2	2	1/8	1/8	1	1132												
31	31	184	184	0.5	1	1	Chord	12/8	2	2	1/8	1/8	1	1133												
31	31	369/2	369/2	0.5	9/8	9/8	Chord	12/8	2	2	1/8	1/8	1	1134												
31	31	185	185	0.5	5/4	5/4	Chord	12/8	2	2	1/8	1/8	1	1135												
31	31	371/2	371/2	0.5	11/8	11/8	Chord	12/8	2	2	1/8	1/8	1	1136												
32	32	186	186	0.0	0	0	Spanner	12/8	1	1	0															
32	32	186	186	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1137												
32	32	373/2	373/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1138												
32	32	187	187	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1139												
32	32	375/2	375/2	0.0	3/8	3/8	Spanner	12/8	1	1	0													2		
32	32	375/2	375/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	1140		articStaccatissimoAbove								2		
32	32	188	188	0.5	1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	1141		articStaccatissimoAbove								2		
