mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_poco rall.	TextLine_rall.	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	crescendo_line	Ottava:8va
34	34	803/4	803/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	1256												18
34	34	201	201	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	1257												18
34	34	805/4	805/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	1258												18
34	34	403/2	403/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	1259												18
34	34	807/4	807/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	1260												18
34	34	202	202	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	1261												18
34	34	809/4	809/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	1262												18
34	34	405/2	405/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	1263												18
34	34	811/4	811/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	1264												18
34	34	203	203	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	1265												18
34	34	813/4	813/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	1266												18
34	34	407/2	407/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	1267												18
34	34	815/4	815/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	1268												18
34	34	198	198	0.25	0	0	Chord	12/8	2	1	1/16	1/16	1	1269												
34	34	793/4	793/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16	1/16	1	1270												
34	34	397/2	397/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	1271												
34	34	795/4	795/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	1272												
34	34	199	199	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	1273												
34	34	797/4	797/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	1274												
34	34	399/2	399/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	1275												
34	34	799/4	799/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	1276												
34	34	200	200	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	1277												
34	34	801/4	801/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	1278												
34	34	401/2	401/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	1279												
34	34	803/4	803/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	1280												
34	34	201	201	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	1281												
34	34	805/4	805/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	1282												
34	34	403/2	403/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	1283												
34	34	807/4	807/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	1284												
34	34	202	202	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	1285												
34	34	809/4	809/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	1286												
34	34	405/2	405/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	1287												
34	34	811/4	811/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	1288												
34	34	203	203	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	1289												
34	34	813/4	813/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	1290												
34	34	407/2	407/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	1291												
34	34	815/4	815/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	1292												
34	34	401/2	401/2	0.5	5/8	5/8	Chord	12/8	2	2	1/8	1/8	1	1293												
34	34	407/2	407/2	0.5	11/8	11/8	Chord	12/8	2	2	1/8	1/8	1	1294												
35	35	204	204	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1295				78								18
35	35	409/2	409/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1296												18
35	35	205	205	0.0	1/4	1/4	Spanner	12/8	1	1	0															
35	35	205	205	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1297												
35	35	411/2	411/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	1298				79								
35	35	413/2	413/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1299												
35	35	207	207	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	1300				80								
35	35	208	208	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1301												
35	35	417/2	417/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	1302				81								
35	35	419/2	419/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1303												
35	35	204	204	0.25	0	0	Chord	12/8	1	2	1/16	1/16	1	1304												
35	35	817/4	817/4	0.25	1/16	1/16	Chord	12/8	1	2	1/16	1/16	1	1305												
35	35	409/2	409/2	0.5	1/8	1/8	Chord	12/8	1	2	1/8	1/8	1	1306												
35	35	205	205	0.5	1/4	1/4	Chord	12/8	1	2	1/8	1/8	1	1307												
35	35	411/2	411/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	1308												
35	35	823/4	823/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	1309												
35	35	206	206	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	1310												
35	35	825/4	825/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	1311												
35	35	413/2	413/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	1312												
35	35	827/4	827/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	1313												
35	35	207	207	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	1314												
35	35	829/4	829/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	1315												
35	35	415/2	415/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	1316												
35	35	831/4	831/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	1317												
35	35	208	208	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	1318												
35	35	833/4	833/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	1319												
35	35	417/2	417/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	1320												
35	35	835/4	835/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	1321												
35	35	209	209	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	1322												
35	35	837/4	837/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	1323												
35	35	419/2	419/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	1324												
35	35	839/4	839/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	1325												
35	35	204	204	0.5	0	0	Chord	12/8	2	1	1/8	1/8	1	1326												
35	35	409/2	409/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	1327												
35	35	819/4	819/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	1328												
35	35	205	205	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	1329												
35	35	821/4	821/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	1330												
35	35	411/2	411/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	1331												
35	35	823/4	823/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	1332												
35	35	206	206	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	1333												
35	35	825/4	825/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	1334												
35	35	413/2	413/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	1335												
35	35	827/4	827/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	1336												
35	35	207	207	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	1337												
35	35	829/4	829/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	1338												
35	35	415/2	415/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	1339												
35	35	831/4	831/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	1340												
35	35	208	208	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	1341												
35	35	833/4	833/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	1342												
35	35	417/2	417/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	1343												
35	35	835/4	835/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	1344												
35	35	209	209	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	1345												
35	35	837/4	837/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	1346												
35	35	419/2	419/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	1347												
35	35	839/4	839/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	1348												
35	35	413/2	413/2	0.5	5/8	5/8	Chord	12/8	2	2	1/8	1/8	1	1349												
35	35	419/2	419/2	0.5	11/8	11/8	Chord	12/8	2	2	1/8	1/8	1	1350												
36	36	210	210	0.5	0	0	Chord	12/8	1	1	1/8	1/8	1	1351				82								
36	36	421/2	421/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	1352												
36	36	423/2	423/2	0.0	3/8	3/8	Spanner	12/8	1	1	0															19
36	36	423/2	423/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	1353				83								19
36	36	425/2	425/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1354												19
36	36	213	213	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	1355				84								19
36	36	214	214	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1356												19
36	36	429/2	429/2	0.0	9/8	9/8	Spanner	12/8	1	1	0													3		19
36	36	429/2	429/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	1357				85						3		19
36	36	431/2	431/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1358										3		19
36	36	210	210	0.25	0	0	Chord	12/8	1	2	1/16	1/16	1	1359										3		19
36	36	841/4	841/4	0.25	1/16	1/16	Chord	12/8	1	2	1/16	1/16	1	1360										3		19
36	36	421/2	421/2	0.25	1/8	1/8	Chord	12/8	1	2	1/16	1/16	1	1361										3		19
36	36	843/4	843/4	0.25	3/16	3/16	Chord	12/8	1	2	1/16	1/16	1	1362										3		19
36	36	211	211	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	1363										3		19
36	36	845/4	845/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	1364										3		19
36	36	423/2	423/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	1365										3		19
36	36	847/4	847/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	1366										3		19
36	36	212	212	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	1367										3		19
36	36	849/4	849/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	1368										3		19
36	36	425/2	425/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	1369										3		19
36	36	851/4	851/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	1370										3		19
36	36	213	213	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	1371										3		19
36	36	853/4	853/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	1372										3		19
36	36	427/2	427/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	1373										3		19
36	36	855/4	855/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	1374										3		19
36	36	214	214	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	1375										3		19
36	36	857/4	857/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	1376										3		19
36	36	429/2	429/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	1377										3		19
36	36	859/4	859/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	1378										3		19
36	36	215	215	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	1379										3		19
36	36	861/4	861/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	1380										3		19
36	36	431/2	431/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	1381										3		19
36	36	863/4	863/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	1382										3		19
36	36	210	210	0.25	0	0	Chord	12/8	2	1	1/16	1/16	1	1383												
36	36	841/4	841/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16	1/16	1	1384												
36	36	421/2	421/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	1385												
36	36	843/4	843/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	1386												
36	36	211	211	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	1387												
36	36	845/4	845/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	1388												
36	36	423/2	423/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	1389												
36	36	847/4	847/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	1390												
36	36	212	212	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	1391												
36	36	849/4	849/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	1392												
36	36	425/2	425/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	1393												
36	36	851/4	851/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	1394												
36	36	213	213	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	1395												
36	36	853/4	853/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	1396												
36	36	427/2	427/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	1397												
36	36	855/4	855/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	1398												
36	36	214	214	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	1399												
36	36	857/4	857/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	1400												
36	36	429/2	429/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	1401												
36	36	859/4	859/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	1402												
36	36	215	215	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	1403												
36	36	861/4	861/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	1404												
36	36	431/2	431/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	1405												
36	36	863/4	863/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	1406												
36	36	425/2	425/2	0.5	5/8	5/8	Chord	12/8	2	2	1/8	1/8	1	1407												
36	36	431/2	431/2	0.5	11/8	11/8	Chord	12/8	2	2	1/8	1/8	1	1408												
37	37	216	216	0.0	0	0	Spanner	12/8	1	1	0															19
37	37	216	216	1.0	0	0	Chord	12/8	1	1	1/4	1/4	1	1409		articAccentAbove		86								19
37	37	217	217	0.5	1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	1410												19
37	37	435/2	435/2	0.0	3/8	3/8	Spanner	12/8	1	1	0													4		19
37	37	435/2	435/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	1411				87						4		19
37	37	437/2	437/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	1412										4		19
37	37	219	219	1.0	3/4	3/4	Chord	12/8	1	1	1/4	1/4	1	1413				88						4		19
37	37	220	220	0.5	1	1	Chord	12/8	1	1	1/8	1/8	1	1414										4		19
37	37	441/2	441/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	1415				89						4		19
37	37	443/2	443/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	1416										4		19
37	37	216	216	0.25	0	0	Chord	12/8	1	2	1/16	1/16	1	1417										4		19
37	37	865/4	865/4	0.25	1/16	1/16	Chord	12/8	1	2	1/16	1/16	1	1418										4		19
37	37	433/2	433/2	0.25	1/8	1/8	Chord	12/8	1	2	1/16	1/16	1	1419										4		19
37	37	867/4	867/4	0.25	3/16	3/16	Chord	12/8	1	2	1/16	1/16	1	1420										4		19
37	37	217	217	0.25	1/4	1/4	Chord	12/8	1	2	1/16	1/16	1	1421										4		19
37	37	869/4	869/4	0.25	5/16	5/16	Chord	12/8	1	2	1/16	1/16	1	1422										4		19
37	37	435/2	435/2	0.25	3/8	3/8	Chord	12/8	1	2	1/16	1/16	1	1423										4		19
37	37	871/4	871/4	0.25	7/16	7/16	Chord	12/8	1	2	1/16	1/16	1	1424										4		19
37	37	218	218	0.25	1/2	1/2	Chord	12/8	1	2	1/16	1/16	1	1425										4		19
37	37	873/4	873/4	0.25	9/16	9/16	Chord	12/8	1	2	1/16	1/16	1	1426										4		19
37	37	437/2	437/2	0.25	5/8	5/8	Chord	12/8	1	2	1/16	1/16	1	1427										4		19
37	37	875/4	875/4	0.25	11/16	11/16	Chord	12/8	1	2	1/16	1/16	1	1428										4		19
37	37	219	219	0.25	3/4	3/4	Chord	12/8	1	2	1/16	1/16	1	1429										4		19
37	37	877/4	877/4	0.25	13/16	13/16	Chord	12/8	1	2	1/16	1/16	1	1430										4		19
37	37	439/2	439/2	0.25	7/8	7/8	Chord	12/8	1	2	1/16	1/16	1	1431										4		19
37	37	879/4	879/4	0.25	15/16	15/16	Chord	12/8	1	2	1/16	1/16	1	1432										4		19
37	37	220	220	0.25	1	1	Chord	12/8	1	2	1/16	1/16	1	1433										4		19
37	37	881/4	881/4	0.25	17/16	17/16	Chord	12/8	1	2	1/16	1/16	1	1434										4		19
37	37	441/2	441/2	0.25	9/8	9/8	Chord	12/8	1	2	1/16	1/16	1	1435										4		19
37	37	883/4	883/4	0.25	19/16	19/16	Chord	12/8	1	2	1/16	1/16	1	1436										4		19
37	37	221	221	0.25	5/4	5/4	Chord	12/8	1	2	1/16	1/16	1	1437										4		19
37	37	885/4	885/4	0.25	21/16	21/16	Chord	12/8	1	2	1/16	1/16	1	1438										4		19
37	37	443/2	443/2	0.25	11/8	11/8	Chord	12/8	1	2	1/16	1/16	1	1439										4		19
37	37	887/4	887/4	0.25	23/16	23/16	Chord	12/8	1	2	1/16	1/16	1	1440										4		19
37	37	216	216	0.25	0	0	Chord	12/8	2	1	1/16	1/16	1	1441												
37	37	865/4	865/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16	1/16	1	1442												
37	37	433/2	433/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	1443												
37	37	867/4	867/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	1444												
37	37	217	217	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	1445												
37	37	869/4	869/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	1446												
37	37	435/2	435/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	1447												
37	37	871/4	871/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	1448												
37	37	218	218	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	1449												
37	37	873/4	873/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	1450												
37	37	437/2	437/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	1451												
37	37	875/4	875/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	1452												
37	37	219	219	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	1453												
37	37	877/4	877/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	1454												
37	37	439/2	439/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	1455												
37	37	879/4	879/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	1456												
37	37	220	220	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	1457												
37	37	881/4	881/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	1458												
37	37	441/2	441/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	1459												
37	37	883/4	883/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	1460												
37	37	221	221	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	1461												
37	37	885/4	885/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	1462												
37	37	443/2	443/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	1463												
37	37	887/4	887/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	1464												
37	37	216	216	0.5	0	0	Chord	12/8	2	2	1/8	1/8	1	1465												
37	37	435/2	435/2	0.5	3/8	3/8	Chord	12/8	2	2	1/8	1/8	1	1466												
37	37	219	219	0.5	3/4	3/4	Chord	12/8	2	2	1/8	1/8	1	1467												
37	37	441/2	441/2	0.5	9/8	9/8	Chord	12/8	2	2	1/8	1/8	1	1468												
38	38	222	222	0.0	0	0	StaffText	12/8	1	1	0						cresc.									
38	38	222	222	0.0	0	0	Spanner	12/8	1	1	0															
38	38	222	222	0.0	0	0	Spanner	12/8	1	1	0															
38	38	222	222	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1469												
38	38	889/4	889/4	0.25	1/16	1/16	Chord	12/8	1	1	1/16	1/16	1	1470												
38	38	445/2	445/2	0.25	1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	1471												
38	38	891/4	891/4	0.25	3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	1472												
38	38	223	223	0.25	1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	1473												
38	38	893/4	893/4	0.25	5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	1474												
38	38	447/2	447/2	0.25	3/8	3/8	Chord	12/8	1	1	1/16	1/16	1	1475												
38	38	895/4	895/4	0.25	7/16	7/16	Chord	12/8	1	1	1/16	1/16	1	1476												
38	38	224	224	0.25	1/2	1/2	Chord	12/8	1	1	1/16	1/16	1	1477												
38	38	897/4	897/4	0.25	9/16	9/16	Chord	12/8	1	1	1/16	1/16	1	1478												
38	38	449/2	449/2	0.25	5/8	5/8	Chord	12/8	1	1	1/16	1/16	1	1479												
38	38	899/4	899/4	0.25	11/16	11/16	Chord	12/8	1	1	1/16	1/16	1	1480												
38	38	225	225	0.25	3/4	3/4	Chord	12/8	1	1	1/16	1/16	1	1481												
38	38	901/4	901/4	0.25	13/16	13/16	Chord	12/8	1	1	1/16	1/16	1	1482												
38	38	451/2	451/2	0.25	7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	1483												
38	38	903/4	903/4	0.25	15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	1484												
38	38	226	226	0.25	1	1	Chord	12/8	1	1	1/16	1/16	1	1485												
38	38	905/4	905/4	0.25	17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	1486												
38	38	453/2	453/2	0.25	9/8	9/8	Chord	12/8	1	1	1/16	1/16	1	1487												
38	38	907/4	907/4	0.25	19/16	19/16	Chord	12/8	1	1	1/16	1/16	1	1488												
38	38	227	227	0.25	5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	1489												
38	38	909/4	909/4	0.25	21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	1490												
38	38	455/2	455/2	0.25	11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	1491												
38	38	911/4	911/4	0.25	23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	1492												
38	38	222	222	0.5	0	0	Chord	12/8	1	2	1/8	1/8	1	1493												
38	38	445/2	445/2	0.5	1/8	1/8	Chord	12/8	1	2	1/8	1/8	1	1494												
38	38	223	223	0.5	1/4	1/4	Chord	12/8	1	2	1/8	1/8	1	1495												
38	38	447/2	447/2	0.5	3/8	3/8	Chord	12/8	1	2	1/8	1/8	1	1496												
38	38	224	224	0.5	1/2	1/2	Chord	12/8	1	2	1/8	1/8	1	1497												
38	38	449/2	449/2	0.5	5/8	5/8	Chord	12/8	1	2	1/8	1/8	1	1498												
38	38	225	225	0.5	3/4	3/4	Chord	12/8	1	2	1/8	1/8	1	1499												
38	38	451/2	451/2	0.5	7/8	7/8	Chord	12/8	1	2	1/8	1/8	1	1500												
38	38	226	226	0.5	1	1	Chord	12/8	1	2	1/8	1/8	1	1501												
38	38	453/2	453/2	0.5	9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	1502												
38	38	227	227	0.5	5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	1503												
38	38	455/2	455/2	0.5	11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	1504												
38	38	222	222	0.25	0	0	Chord	12/8	2	1	1/16	1/16	1	1505												
38	38	889/4	889/4	0.25	1/16	1/16	Chord	12/8	2	1	1/16	1/16	1	1506												
38	38	445/2	445/2	0.25	1/8	1/8	Chord	12/8	2	1	1/16	1/16	1	1507												
38	38	891/4	891/4	0.25	3/16	3/16	Chord	12/8	2	1	1/16	1/16	1	1508												
38	38	223	223	0.25	1/4	1/4	Chord	12/8	2	1	1/16	1/16	1	1509												
38	38	893/4	893/4	0.25	5/16	5/16	Chord	12/8	2	1	1/16	1/16	1	1510												
38	38	447/2	447/2	0.25	3/8	3/8	Chord	12/8	2	1	1/16	1/16	1	1511												
38	38	895/4	895/4	0.25	7/16	7/16	Chord	12/8	2	1	1/16	1/16	1	1512												
38	38	224	224	0.25	1/2	1/2	Chord	12/8	2	1	1/16	1/16	1	1513												
38	38	897/4	897/4	0.25	9/16	9/16	Chord	12/8	2	1	1/16	1/16	1	1514												
38	38	449/2	449/2	0.25	5/8	5/8	Chord	12/8	2	1	1/16	1/16	1	1515												
38	38	899/4	899/4	0.25	11/16	11/16	Chord	12/8	2	1	1/16	1/16	1	1516												
38	38	225	225	0.25	3/4	3/4	Chord	12/8	2	1	1/16	1/16	1	1517												
38	38	901/4	901/4	0.25	13/16	13/16	Chord	12/8	2	1	1/16	1/16	1	1518												
38	38	451/2	451/2	0.25	7/8	7/8	Chord	12/8	2	1	1/16	1/16	1	1519												
38	38	903/4	903/4	0.25	15/16	15/16	Chord	12/8	2	1	1/16	1/16	1	1520												
38	38	226	226	0.25	1	1	Chord	12/8	2	1	1/16	1/16	1	1521												
38	38	905/4	905/4	0.25	17/16	17/16	Chord	12/8	2	1	1/16	1/16	1	1522												
38	38	453/2	453/2	0.25	9/8	9/8	Chord	12/8	2	1	1/16	1/16	1	1523												
38	38	907/4	907/4	0.25	19/16	19/16	Chord	12/8	2	1	1/16	1/16	1	1524												
38	38	227	227	0.25	5/4	5/4	Chord	12/8	2	1	1/16	1/16	1	1525												
38	38	909/4	909/4	0.25	21/16	21/16	Chord	12/8	2	1	1/16	1/16	1	1526												
38	38	455/2	455/2	0.25	11/8	11/8	Chord	12/8	2	1	1/16	1/16	1	1527												
38	38	911/4	911/4	0.25	23/16	23/16	Chord	12/8	2	1	1/16	1/16	1	1528												
39	39	228	228	0.0	0	0	Spanner	12/8	1	1	0															20
39	39	228	228	0.25	0	0	Chord	12/8	1	1	1/16	1/16	1	1529												20
