mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_stringendo	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va
55	55	619/4	619/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	540										
55	55	615/4	615/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	541										
55	55	154	154	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	542										
55	55	617/4	617/4	0.0	5/16	5/16	Spanner	2/4	1	2	0														
55	55	617/4	617/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	543										
55	55	309/2	309/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	544										
55	55	619/4	619/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	545										
56	56	155	155	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	546				24						
56	56	623/4	623/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	547										
56	56	156	156	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	548										
56	56	625/4	625/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	549										
56	56	313/2	313/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	550										
56	56	627/4	627/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	551										
56	56	155	155	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	552										
57	57	157	157	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	553										
57	57	631/4	631/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	554										
57	57	158	158	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	555										
57	57	633/4	633/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	556										
57	57	317/2	317/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	557										
57	57	635/4	635/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	558										
58	58	159	159	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	559				25						
58	58	160	160	0.0	1/4	1/4	Spanner	2/4	1	1	0								25					5	
58	58	160	160	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	560				25					5	
58	58	639/4	639/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	561									5	
58	58	160	160	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	562									5	
58	58	641/4	641/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	563									5	
58	58	321/2	321/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	564									5	
58	58	643/4	643/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	565									5	
58	58	159	159	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	566										
59	59	161	161	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	567				25					5	
59	59	162	162	0.0	1/4	1/4	Spanner	2/4	1	1	0								25						
59	59	162	162	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	568				25						
59	59	651/4	651/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	569										
59	59	647/4	647/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	570										
59	59	162	162	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	571										
59	59	649/4	649/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	572										
59	59	325/2	325/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	573										
59	59	651/4	651/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	574										
59	59	161	161	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	575										
60	60	163	163	0.0	0	0	Spanner	2/4	1	1	0											2			
60	60	163	163	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	576				26			2			
60	60	655/4	655/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	577							2			
60	60	164	164	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	578							2			
60	60	657/4	657/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	579							2			
60	60	329/2	329/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	580							2			
60	60	659/4	659/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	581							2			
60	60	163	163	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	582										
61	61	165	165	0.0	0	0	Spanner	2/4	1	1	0														
61	61	165	165	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	583										
61	61	663/4	663/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	584										
61	61	166	166	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	585										
61	61	665/4	665/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	586										
61	61	333/2	333/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	587										
61	61	667/4	667/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	588										
62	62	167	167	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	589				27						
62	62	671/4	671/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	590										
62	62	168	168	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	591										
62	62	673/4	673/4	0.0	5/16	5/16	Spanner	2/4	1	2	0													6	
62	62	673/4	673/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	592									6	
62	62	337/2	337/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	593									6	
62	62	675/4	675/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	594									6	
62	62	167	167	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	595										
63	63	169	169	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	596				27					6	
63	63	683/4	683/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	597										
63	63	679/4	679/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	598										
63	63	170	170	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	599										
63	63	681/4	681/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	600										
63	63	341/2	341/2	0.0	3/8	3/8	Spanner	2/4	1	2	0														
63	63	341/2	341/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	601										
63	63	683/4	683/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	602										
63	63	169	169	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	603										
64	64	171	171	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	604		articAccentAbove								
64	64	687/4	687/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	605										
64	64	172	172	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	606										
64	64	689/4	689/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	607										
64	64	345/2	345/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	608										
64	64	691/4	691/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	609										
64	64	171	171	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	610										
65	65	173	173	0.0	0	0	StaffText	2/4	1	1	0							dolcissimo							
65	65	173	173	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	611				28						
65	65	693/4	693/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	612				28						
65	65	347/2	347/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	613				28						
65	65	695/4	695/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	614				28						
65	65	174	174	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	615				28						
65	65	697/4	697/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	616				28						
65	65	349/2	349/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	617				28						
65	65	699/4	699/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	618				28						
65	65	175	175	0.25	1/2	1/2	Chord	2/4	1	1	1/16		1/16	1	619				28						
65	65	701/4	701/4	0.25	9/16	9/16	Chord	2/4	1	1	1/16		1/16	1	620				28						
65	65	351/2	351/2	0.25	5/8	5/8	Chord	2/4	1	1	1/16		1/16	1	621				28						
65	65	703/4	703/4	0.375	11/16	11/16	Chord	2/4	1	1	3/32		1/16	3/2	622				28						
65	65	1409/8	1409/8	0.125	25/32	25/32	Chord	2/4	1	1	1/32		1/32	1	623										
66	66	705/4	705/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	624				29						
66	66	177	177	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	625										
66	66	709/4	709/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	626										
66	66	355/2	355/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	627										
66	66	711/4	711/4	0.0	3/8	3/8	Spanner	2/4	1	2	0													7	
66	66	711/4	711/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	628									7	
66	66	178	178	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	629									7	
66	66	705/4	705/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	630										
67	67	713/4	713/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	631				29					7	
67	67	180	180	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	632										
67	67	179	179	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	633										
67	67	717/4	717/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	634										
67	67	359/2	359/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	635										
67	67	719/4	719/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	636										
67	67	180	180	0.0	7/16	7/16	Spanner	2/4	1	2	0														
67	67	180	180	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	637										
67	67	713/4	713/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	638										
68	68	721/4	721/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	639										
68	68	181	181	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	640										
68	68	725/4	725/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	641										
68	68	363/2	363/2	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	642										
68	68	727/4	727/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	643										
68	68	182	182	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	644										
68	68	721/4	721/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	645										
69	69	729/4	729/4	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	646										
69	69	365/2	365/2	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	647										
69	69	731/4	731/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	648										
69	69	183	183	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	649										
69	69	733/4	733/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	650										
69	69	367/2	367/2	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	651										
69	69	735/4	735/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	652										
69	69	184	184	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	653										
69	69	737/4	737/4	0.25	1/2	1/2	Chord	2/4	1	1	1/16		1/16	1	654										
69	69	369/2	369/2	0.25	9/16	9/16	Chord	2/4	1	1	1/16		1/16	1	655										
69	69	739/4	739/4	0.25	5/8	5/8	Chord	2/4	1	1	1/16		1/16	1	656										
69	69	185	185	0.25	11/16	11/16	Chord	2/4	1	1	1/16		1/16	1	657										
69	69	741/4	741/4	0.25	3/4	3/4	Chord	2/4	1	1	1/16		1/16	1	658										
69	69	371/2	371/2	0.25	13/16	13/16	Chord	2/4	1	1	1/16		1/16	1	659										
69	69	743/4	743/4	0.25	7/8	7/8	Chord	2/4	1	1	1/16		1/16	1	660										
69	69	186	186	0.375	15/16	15/16	Chord	2/4	1	1	3/32		1/16	3/2	661										
69	69	1491/8	1491/8	0.125	33/32	33/32	Chord	2/4	1	1	1/32		1/32	1	662										
70	70	373/2	373/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	663				30						
70	70	749/4	749/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	664										
70	70	375/2	375/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	665										
70	70	751/4	751/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	666										
70	70	188	188	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	667										
70	70	753/4	753/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	668										
70	70	373/2	373/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	669										
71	71	377/2	377/2	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	670		articAccentAbove		30						
71	71	761/4	761/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	671										
71	71	757/4	757/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	672										
71	71	379/2	379/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	673										
71	71	759/4	759/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	674										
71	71	190	190	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	675		articStaccatissimoBelow								
71	71	761/4	761/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	676										
71	71	377/2	377/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	677										
72	72	381/2	381/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	678				31						
72	72	383/2	383/2	0.0	1/4	1/4	Spanner	2/4	1	1	0								31					8	
72	72	383/2	383/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	679				31					8	
72	72	765/4	765/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	680									8	
72	72	383/2	383/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	681									8	
72	72	767/4	767/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	682									8	
72	72	192	192	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	683									8	
72	72	769/4	769/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	684									8	
72	72	381/2	381/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	685										
73	73	385/2	385/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	686				31					8	
73	73	387/2	387/2	0.0	1/4	1/4	Spanner	2/4	1	1	0														
73	73	387/2	387/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	687										
73	73	773/4	773/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	688										
73	73	387/2	387/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	689										
73	73	775/4	775/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	690										
73	73	194	194	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	691										
73	73	777/4	777/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	692										
73	73	385/2	385/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	693										
74	74	389/2	389/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	694										
74	74	781/4	781/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	695										
74	74	391/2	391/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	696										
74	74	783/4	783/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	697										
74	74	196	196	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	698										
74	74	785/4	785/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	699										
74	74	389/2	389/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	700										
75	75	393/2	393/2	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	701		articAccentAbove		32						
75	75	198	198	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	702										
75	75	789/4	789/4	0.0	3/16	3/16	Spanner	2/4	1	2	0											3			
75	75	789/4	789/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	703							3			
75	75	395/2	395/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	704							3			
75	75	791/4	791/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	705							3			
75	75	198	198	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	706							3			
75	75	793/4	793/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	707							3			
76	76	397/2	397/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	708							3			
76	76	797/4	797/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	709							3			
76	76	399/2	399/2	0.0	1/4	1/4	Spanner	2/4	1	2	0														
76	76	399/2	399/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	710										
76	76	799/4	799/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	711										
76	76	200	200	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	712										
76	76	801/4	801/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	713										
76	76	397/2	397/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	714										
77	77	401/2	401/2	0.0	0	0	StaffText	2/4	1	1	0							dim.							
77	77	401/2	401/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	715										
77	77	805/4	805/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	716										
77	77	403/2	403/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	717										
77	77	807/4	807/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	718										
77	77	202	202	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	719										
77	77	809/4	809/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	720										
78	78	405/2	405/2	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""12""/>un poco slentando"							
78	78	405/2	405/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	721										
78	78	813/4	813/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	722										
78	78	407/2	407/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	723										
78	78	815/4	815/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	724										
78	78	204	204	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	725										
78	78	817/4	817/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	726										
78	78	405/2	405/2	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""12""/>più dolce"							
78	78	405/2	405/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	727										
79	79	409/2	409/2	0.0	0	0	Spanner	2/4	1	1	0													9	
79	79	409/2	409/2	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	728				33					9	
79	79	825/4	825/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	729									9	
79	79	821/4	821/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	730									9	
79	79	411/2	411/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	731									9	
79	79	823/4	823/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	732									9	
79	79	206	206	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	733									9	
79	79	825/4	825/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	734									9	
79	79	409/2	409/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	735										
80	80	413/2	413/2	0.0	0	0	Spanner	2/4	1	1	0														
80	80	413/2	413/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	736		articAccentAbove								
80	80	829/4	829/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	737										
80	80	415/2	415/2	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	738										
80	80	831/4	831/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	739										
80	80	208	208	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	740										
80	80	833/4	833/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	741										
80	80	413/2	413/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	742										
81	81	417/2	417/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	743										
81	81	835/4	835/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	744										
81	81	209	209	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	745										
81	81	837/4	837/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	746										
81	81	419/2	419/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	747										
81	81	839/4	839/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	748										
81	81	210	210	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	749										
81	81	841/4	841/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	750										
81	81	421/2	421/2	0.25	1/2	1/2	Chord	2/4	1	1	1/16		1/16	1	751										
81	81	843/4	843/4	0.25	9/16	9/16	Chord	2/4	1	1	1/16		1/16	1	752										
81	81	211	211	0.25	5/8	5/8	Chord	2/4	1	1	1/16		1/16	1	753										
81	81	845/4	845/4	0.375	11/16	11/16	Chord	2/4	1	1	3/32		1/16	3/2	754										
81	81	1693/8	1693/8	0.125	25/32	25/32	Chord	2/4	1	1	1/32		1/32	1	755										
82	82	847/4	847/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	756										
82	82	425/2	425/2	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	757										
82	82	851/4	851/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	758										
82	82	213	213	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	759										
82	82	853/4	853/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	760										
82	82	427/2	427/2	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	761										
82	82	847/4	847/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	762										
83	83	855/4	855/4	0.0	0	0	Spanner	2/4	1	1	0													10	
83	83	855/4	855/4	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	763				34					10	
83	83	431/2	431/2	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	764									10	
83	83	429/2	429/2	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	765									10	
83	83	859/4	859/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	766									10	
83	83	215	215	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	767									10	
83	83	861/4	861/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	768									10	
83	83	431/2	431/2	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	769									10	
83	83	855/4	855/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	770										
84	84	863/4	863/4	0.0	0	0	Spanner	2/4	1	1	0														
84	84	863/4	863/4	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	771										
84	84	433/2	433/2	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	772										
84	84	867/4	867/4	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	773										
84	84	217	217	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	774										
84	84	869/4	869/4	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	775										
84	84	435/2	435/2	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	776										
84	84	863/4	863/4	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	777										
85	85	871/4	871/4	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	778										
85	85	218	218	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	779										
85	85	873/4	873/4	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	780										
85	85	437/2	437/2	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	781										
85	85	875/4	875/4	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	782										
85	85	219	219	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	783										
85	85	877/4	877/4	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	784										
85	85	439/2	439/2	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	785										
85	85	879/4	879/4	0.25	1/2	1/2	Chord	2/4	1	1	1/16		1/16	1	786										
85	85	220	220	0.25	9/16	9/16	Chord	2/4	1	1	1/16		1/16	1	787										
85	85	881/4	881/4	0.0	5/8	5/8	StaffText	2/4	1	1	0							rall.							
85	85	881/4	881/4	0.25	5/8	5/8	Chord	2/4	1	1	1/16		1/16	1	788										
85	85	441/2	441/2	0.25	11/16	11/16	Chord	2/4	1	1	1/16		1/16	1	789										
85	85	883/4	883/4	0.25	3/4	3/4	Chord	2/4	1	1	1/16		1/16	1	790										
85	85	221	221	0.25	13/16	13/16	Chord	2/4	1	1	1/16		1/16	1	791										
85	85	885/4	885/4	0.25	7/8	7/8	Chord	2/4	1	1	1/16		1/16	1	792										
85	85	443/2	443/2	0.375	15/16	15/16	Chord	2/4	1	1	3/32		1/16	3/2	793										
85	85	1775/8	1775/8	0.125	33/32	33/32	Chord	2/4	1	1	1/32		1/32	1	794										
86	86	222	222	0.0	0	0	Dynamic	2/4	1	1	0					pp									
86	86	222	222	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	795				35						
86	86	891/4	891/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	796										
86	86	223	223	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	797										
86	86	893/4	893/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	798										
86	86	447/2	447/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	799										
86	86	895/4	895/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	800										
86	86	222	222	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	801										
87	87	224	224	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	802										
87	87	899/4	899/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	803										
87	87	225	225	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	804										
87	87	901/4	901/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	805										
87	87	451/2	451/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	806										
87	87	903/4	903/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	807										
87	87	224	224	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	808										
