mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_rall.	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
81	80	699/2	699/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1132												
81	80	350	350	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1133												
81	80	701/2	701/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1134												
81	80	351	351	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1135												
81	80	703/2	703/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1136												
81	80	348	348	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	1137		articMarcatoAbove										
81	80	699/2	699/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1138												
81	80	350	350	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1139												
81	80	701/2	701/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1140												
81	80	351	351	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1141												
81	80	703/2	703/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1142												
82	81	352	352	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	1143												
82	81	705/2	705/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1144												
82	81	353	353	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1145												
82	81	707/2	707/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1146												
82	81	354	354	0.0	1/2	1/2	Spanner	2/2	1	1	0												39			
82	81	354	354	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1147									39			
82	81	709/2	709/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1148									39			
82	81	355	355	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1149									39			
82	81	711/2	711/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1150									39			
82	81	352	352	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	1151												
82	81	705/2	705/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1152												
82	81	353	353	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1153												
82	81	707/2	707/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1154												
82	81	354	354	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1155												
82	81	709/2	709/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1156												
82	81	355	355	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1157												
82	81	711/2	711/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1158												
83	82	356	356	0.0	0	0	Spanner	2/2	1	1	0															
83	82	356	356	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1159		articAccentBelow										
83	82	1069/3	1069/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1160												
83	82	1070/3	1070/3	0.0	1/6	1/6	Spanner	2/2	2	1	0												40			
83	82	1070/3	1070/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1161									40			
83	82	357	357	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1162									40			
83	82	1072/3	1072/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1163									40			
83	82	1073/3	1073/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1164									40			
83	82	358	358	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1165									40			
83	82	1075/3	1075/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1166									40			
83	82	1076/3	1076/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1167									40			
83	82	359	359	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1168									40			
83	82	1078/3	1078/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1169									40			
83	82	1079/3	1079/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1170									40			
84	83	360	360	0.0	0	0	StaffText	2/2	2	1	0						"<font size=""12""/>rinforz."									
84	83	360	360	0.0	0	0	Spanner	2/2	2	1	0															
84	83	360	360	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1171		articMarcatoAbove										
84	83	1081/3	1081/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1172												
84	83	1082/3	1082/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1173												
84	83	361	361	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1174												
84	83	1084/3	1084/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1175												
84	83	1085/3	1085/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1176												
84	83	362	362	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1177												
84	83	1087/3	1087/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1178												
84	83	1088/3	1088/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1179												
84	83	363	363	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1180												
84	83	1090/3	1090/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1181												
84	83	1091/3	1091/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1182												
85	84	364	364	0.0	0	0	Spanner	2/2	2	1	0												41			
85	84	364	364	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1183		articAccentBelow							41			
85	84	1093/3	1093/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1184									41			
85	84	1094/3	1094/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1185									41			
85	84	365	365	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1186									41			
85	84	1096/3	1096/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1187									41			
85	84	1097/3	1097/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1188									41			
85	84	366	366	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1189									41			
85	84	1099/3	1099/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1190									41			
85	84	1100/3	1100/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1191									41			
85	84	367	367	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1192									41			
85	84	1102/3	1102/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1193									41			
85	84	1103/3	1103/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1194									41			
86	85	368	368	0.0	0	0	StaffText	2/2	2	1	0						"<font size=""12""/>rinforz."									
86	85	368	368	0.0	0	0	Spanner	2/2	2	1	0															
86	85	368	368	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1195		articMarcatoAbove										
86	85	1105/3	1105/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1196												
86	85	1106/3	1106/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1197												
86	85	369	369	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1198												
86	85	1108/3	1108/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1199												
86	85	1109/3	1109/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1200												
86	85	370	370	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1201												
86	85	1111/3	1111/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1202												
86	85	1112/3	1112/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1203												
86	85	371	371	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1204												
86	85	1114/3	1114/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1205												
86	85	1115/3	1115/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1206												
87	86	372	372	0.0	0	0	Spanner	2/2	2	1	0												42			
87	86	372	372	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1207		articAccentBelow							42			
87	86	1117/3	1117/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1208									42			
87	86	1118/3	1118/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1209									42			
87	86	373	373	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1210									42			
87	86	1120/3	1120/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1211									42			
87	86	1121/3	1121/3	0.0	5/12	5/12	Spanner	2/2	2	1	0															
87	86	1121/3	1121/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1212												
87	86	374	374	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1213		articAccentBelow										
87	86	1123/3	1123/3	0.0	7/12	7/12	Spanner	2/2	2	1	0												43			
87	86	1123/3	1123/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1214									43			
87	86	1124/3	1124/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1215									43			
87	86	375	375	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1216									43			
87	86	1126/3	1126/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1217									43			
87	86	1127/3	1127/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1218									43			
88	87	376	376	0.0	0	0	Spanner	2/2	2	1	0															
88	87	376	376	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1219		articAccentBelow										
88	87	1129/3	1129/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1220												
88	87	1130/3	1130/3	0.0	1/6	1/6	Spanner	2/2	2	1	0												44			
88	87	1130/3	1130/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1221									44			
88	87	377	377	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1222									44			
88	87	1132/3	1132/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1223									44			
88	87	1133/3	1133/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1224									44			
88	87	378	378	0.0	1/2	1/2	Spanner	2/2	2	1	0															
88	87	378	378	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1225		articAccentBelow										
88	87	1135/3	1135/3	0.0	7/12	7/12	Spanner	2/2	2	1	0												45			
88	87	1135/3	1135/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1226									45			
88	87	1136/3	1136/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1227									45			
88	87	379	379	0.0	3/4	3/4	Spanner	2/2	2	1	0												45	9		
88	87	379	379	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1228									45	9		
88	87	1138/3	1138/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1229									45	9		
88	87	1139/3	1139/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1230									45	9		
89	88	380	380	0.0	0	0	Spanner	2/2	2	1	0															
89	88	380	380	0.0	0	0	Spanner	2/2	2	1	0															
89	88	380	380	0.3333333333333333	0	0	Chord	2/2	2	1	1/12	1/8	2/3	1231		articAccentBelow										
89	88	1141/3	1141/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12	1/8	2/3	1232												
89	88	1142/3	1142/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12	1/8	2/3	1233												
89	88	381	381	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12	1/8	2/3	1234												
89	88	1144/3	1144/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12	1/8	2/3	1235												
89	88	1145/3	1145/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12	1/8	2/3	1236												
89	88	382	382	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12	1/8	2/3	1237		articAccentBelow										
89	88	1147/3	1147/3	0.0	7/12	7/12	Spanner	2/2	2	1	0													10		
89	88	1147/3	1147/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12	1/8	2/3	1238										10		
89	88	1148/3	1148/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12	1/8	2/3	1239										10		
89	88	383	383	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12	1/8	2/3	1240										10		
89	88	1150/3	1150/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12	1/8	2/3	1241										10		
89	88	1151/3	1151/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12	1/8	2/3	1242										10		
90	89	385	385	0.0	1/4	1/4	Dynamic	2/2	1	1	0				ff											
90	89	385	385	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1243		articStaccatissimoBelow										
90	89	386	386	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	1244		articMarcatoAbove										
90	89	775/2	775/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1245												
90	89	384	384	0.0	0	0	Spanner	2/2	2	1	0															
90	89	385	385	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1246		articStaccatissimoBelow										
90	89	386	386	1.5	1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	1247		articMarcatoAbove										
90	89	775/2	775/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1248												
91	90	777/2	777/2	0.0	1/8	1/8	Spanner	2/2	1	1	0												46			
91	90	777/2	777/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1249									46			
91	90	389	389	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1250									46			
91	90	779/2	779/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1251									46			
91	90	390	390	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1252				50					46			
91	90	781/2	781/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1253		articStaccatissimoBelow							46			
91	90	391	391	0.0	3/4	3/4	Spanner	2/2	1	1	0															
91	90	777/2	777/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1254												
91	90	389	389	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1255												
91	90	779/2	779/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1256												
91	90	390	390	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1257				51								
91	90	781/2	781/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1258		articStaccatissimoAbove										
92	91	393	393	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	1259		articStaccatissimoBelow										
92	91	394	394	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	1260		articMarcatoAbove										
92	91	791/2	791/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1261												
92	91	393	393	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1262		articStaccatissimoBelow										
92	91	394	394	1.5	1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	1263		articMarcatoAbove										
92	91	791/2	791/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1264												
93	92	793/2	793/2	0.0	1/8	1/8	Spanner	2/2	1	1	0												47			
93	92	793/2	793/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1265									47			
93	92	397	397	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1266									47			
93	92	795/2	795/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1267									47			
93	92	398	398	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1268				52					47			
93	92	797/2	797/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1269		articStaccatissimoBelow							47			
93	92	399	399	0.0	3/4	3/4	Spanner	2/2	1	1	0															
93	92	793/2	793/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1270												
93	92	397	397	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1271												
93	92	795/2	795/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1272												
93	92	398	398	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1273				53								
93	92	797/2	797/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1274		articStaccatissimoAbove										
94	93	400	400	0.0	0	0	StaffText	2/2	1	1	0						"<font size=""12""/>Cadenza ad lib."									
94	93	1601/4	1601/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1275												
94	93	801/2	801/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1276												
94	93	1603/4	1603/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1277												
94	93	401	401	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1278												
94	93	1605/4	1605/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1279												
94	93	803/2	803/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1280												
94	93	1607/4	1607/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1281												
94	93	402	402	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1282												
94	93	1609/4	1609/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1283												
94	93	805/2	805/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1284												
94	93	1611/4	1611/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1285												
94	93	403	403	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1286												
94	93	1613/4	1613/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1287												
94	93	807/2	807/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1288												
94	93	1615/4	1615/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1289												
94	93	400	400	0.0	0	0	StaffText	2/2	2	1	0						"<font size=""12""/>marcato"									
94	93	400	400	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1290				54								
94	93	402	402	1.75	1/2	1/2	Chord	2/2	2	1	7/16	1/4	7/4	1291												
94	93	1615/4	1615/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1292												
95	94	404	404	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	1293												
95	94	1617/4	1617/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1294												
95	94	809/2	809/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1295												
95	94	1619/4	1619/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1296												
95	94	405	405	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1297												
95	94	1621/4	1621/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1298												
95	94	811/2	811/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1299												
95	94	1623/4	1623/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1300												
95	94	406	406	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1301												
95	94	1625/4	1625/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1302												
95	94	813/2	813/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1303												
95	94	1627/4	1627/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1304												
95	94	407	407	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1305												
95	94	1629/4	1629/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1306												
95	94	815/2	815/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1307												
95	94	1631/4	1631/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1308												
95	94	404	404	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1309				55								
95	94	405	405	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1310												
95	94	1631/4	1631/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1311												
96	95	1633/4	1633/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1312												
96	95	817/2	817/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1313												
96	95	1635/4	1635/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1314												
96	95	409	409	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1315												
96	95	1637/4	1637/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1316												
96	95	819/2	819/2	0.0	3/8	3/8	Spanner	2/2	1	1	0												48			
96	95	819/2	819/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1317									48			
96	95	1639/4	1639/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1318									48			
96	95	410	410	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1319									48			
96	95	1641/4	1641/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1320									48			
96	95	821/2	821/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1321									48			
96	95	1643/4	1643/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1322									48			
96	95	411	411	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1323									48			
96	95	1645/4	1645/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1324									48			
96	95	823/2	823/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1325									48			
96	95	1647/4	1647/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1326									48			
96	95	408	408	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1327		articAccentAbove		56								
96	95	410	410	1.75	1/2	1/2	Chord	2/2	2	1	7/16	1/4	7/4	1328												
96	95	1647/4	1647/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1329												
97	96	412	412	0.0	0	0	Spanner	2/2	1	1	0															
97	96	412	412	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	1330												
97	96	1649/4	1649/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1331												
97	96	825/2	825/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1332												
97	96	1651/4	1651/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1333												
97	96	413	413	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1334												
97	96	1653/4	1653/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1335												
97	96	827/2	827/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1336												
97	96	1655/4	1655/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1337												
97	96	414	414	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1338												
97	96	1657/4	1657/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1339												
97	96	829/2	829/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1340												
97	96	1659/4	1659/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1341												
97	96	415	415	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1342												
97	96	1661/4	1661/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1343												
97	96	831/2	831/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1344												
97	96	1663/4	1663/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1345												
97	96	412	412	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	1346				57								
97	96	413	413	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1347												
97	96	1663/4	1663/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1348												
98	97	1665/4	1665/4	0.25	1/16	1/16	Chord	2/2	1	1	1/16	1/16	1	1349												
98	97	833/2	833/2	0.25	1/8	1/8	Chord	2/2	1	1	1/16	1/16	1	1350												
98	97	1667/4	1667/4	0.25	3/16	3/16	Chord	2/2	1	1	1/16	1/16	1	1351												
98	97	417	417	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	1352												
98	97	1669/4	1669/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	1353												
98	97	835/2	835/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	1354												
98	97	1671/4	1671/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	1355												
98	97	418	418	0.25	1/2	1/2	Chord	2/2	1	1	1/16	1/16	1	1356												
98	97	1673/4	1673/4	0.25	9/16	9/16	Chord	2/2	1	1	1/16	1/16	1	1357												
98	97	837/2	837/2	0.25	5/8	5/8	Chord	2/2	1	1	1/16	1/16	1	1358												
98	97	1675/4	1675/4	0.25	11/16	11/16	Chord	2/2	1	1	1/16	1/16	1	1359												
98	97	419	419	0.0	3/4	3/4	Spanner	2/2	1	1	0													11		
98	97	419	419	0.25	3/4	3/4	Chord	2/2	1	1	1/16	1/16	1	1360										11		
98	97	1677/4	1677/4	0.25	13/16	13/16	Chord	2/2	1	1	1/16	1/16	1	1361										11		
98	97	839/2	839/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	1362										11		
98	97	1679/4	1679/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	1363										11		
98	97	416	416	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1364		articAccentAbove		58								
98	97	418	418	1.75	1/2	1/2	Chord	2/2	2	1	7/16	1/4	7/4	1365												
98	97	1679/4	1679/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16	1/16	1	1366												
99	98	420	420	0.25	0	0	Chord	2/2	1	1	1/16	1/16	1	1367										11		
