mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_line	HairPin:2_poco a poco cresc.	HairPin:2_poco cresc.	crescendo_hairpin	diminuendo_line	HairPin:3_sempre dim.	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
361	359	7343/8	7343/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4189		articStaccatissimoAbove										25		
361	359	7349/8	7349/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4190												25		
361	359	7351/8	7351/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4191		articStaccatissimoAbove										25		
361	359	7357/8	7357/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4192												25		
361	359	7343/8	7343/8	0.0	0	0	Spanner	2/4	2	1	0																		
361	359	7343/8	7343/8	0.0	0	0	Spanner	2/4	2	1	0																	144	144
361	359	7345/8	7345/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4193													144	144
361	359	7347/8	7347/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4194		articStaccatissimoBelow											144	144
361	359	7353/8	7353/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4195													144	144
361	359	7355/8	7355/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4196		articStaccatissimoBelow											144	144
362	360	7359/8	7359/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4197		articStaccatissimoAbove										25		
362	360	7365/8	7365/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4198												25		
362	360	7367/8	7367/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4199		articStaccatissimoBelow										25		
362	360	7373/8	7373/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4200												25		
362	360	7361/8	7361/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4201													144	144
362	360	7363/8	7363/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4202		articStaccatissimoBelow											144	144
362	360	7369/8	7369/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4203													144	144
362	360	7371/8	7371/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4204		articStaccatissimoBelow											144	144
363	361	7375/8	7375/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4205		articStaccatissimoAbove										25		
363	361	7381/8	7381/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4206												25		
363	361	7383/8	7383/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4207		articStaccatissimoAbove										25		
363	361	7389/8	7389/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4208												25		
363	361	7375/8	7375/8	0.0	0	0	Spanner	2/4	2	1	0																		
363	361	7375/8	7375/8	0.0	0	0	Spanner	2/4	2	1	0																	145	145
363	361	7377/8	7377/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4209													145	145
363	361	7379/8	7379/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4210		articStaccatissimoBelow											145	145
363	361	7385/8	7385/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4211													145	145
363	361	7387/8	7387/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4212		articStaccatissimoBelow											145	145
364	362	7391/8	7391/8	0.0	0	0	Spanner	2/4	1	1	0													23			25		
364	362	7391/8	7391/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4213		articStaccatissimoAbove							23			25		
364	362	7397/8	7397/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4214									23			25		
364	362	7399/8	7399/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4215		articStaccatissimoAbove							23			25		
364	362	7403/8	7403/8	0.0	3/8	3/8	Spanner	2/4	1	1	0																25		
364	362	7405/8	7405/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4216												25		
364	362	7393/8	7393/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4217													145	145
364	362	7395/8	7395/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4218		articStaccatissimoBelow											145	145
364	362	7401/8	7401/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4219													145	145
364	362	7403/8	7403/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4220		articStaccatissimoBelow											145	145
365	363	7407/8	7407/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4221		articStaccatissimoAbove										25		
365	363	7413/8	7413/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4222												25		
365	363	7415/8	7415/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4223		articStaccatissimoAbove										25		
365	363	7421/8	7421/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4224												25		
365	363	7407/8	7407/8	0.0	0	0	Spanner	2/4	2	1	0																		
365	363	7407/8	7407/8	0.0	0	0	Spanner	2/4	2	1	0																	146	146
365	363	7409/8	7409/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4225													146	146
365	363	7411/8	7411/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4226		articStaccatissimoBelow											146	146
365	363	7417/8	7417/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4227													146	146
365	363	7419/8	7419/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4228		articStaccatissimoBelow											146	146
366	364	7423/8	7423/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4229		articStaccatissimoAbove										25		
366	364	7429/8	7429/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4230												25		
366	364	7431/8	7431/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4231		articStaccatissimoAbove										25		
366	364	7437/8	7437/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4232												25		
366	364	7425/8	7425/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4233													146	146
366	364	7427/8	7427/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4234		articStaccatissimoBelow											146	146
366	364	7433/8	7433/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4235													146	146
366	364	7435/8	7435/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4236		articStaccatissimoBelow											146	146
367	365	7439/8	7439/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4237		articStaccatissimoAbove										25		
367	365	7445/8	7445/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4238												25		
367	365	7447/8	7447/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4239		articStaccatissimoAbove										25		
367	365	7453/8	7453/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4240												25		
367	365	7439/8	7439/8	0.0	0	0	Spanner	2/4	2	1	0																		
367	365	7439/8	7439/8	0.0	0	0	Spanner	2/4	2	1	0																	147	147
367	365	7441/8	7441/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4241													147	147
367	365	7443/8	7443/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4242		articStaccatissimoBelow											147	147
367	365	7449/8	7449/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4243													147	147
367	365	7451/8	7451/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4244		articStaccatissimoBelow											147	147
368	366	7455/8	7455/8	0.0	0	0	Spanner	2/4	1	1	0													24			25		
368	366	7455/8	7455/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4245		articStaccatissimoAbove							24			25		
368	366	7461/8	7461/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4246									24			25		
368	366	7463/8	7463/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4247		articStaccatissimoAbove							24			25		
368	366	7467/8	7467/8	0.0	3/8	3/8	Spanner	2/4	1	1	0																25		
368	366	7469/8	7469/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4248												25		
368	366	7457/8	7457/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4249													147	147
368	366	7459/8	7459/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4250		articStaccatissimoBelow											147	147
368	366	7465/8	7465/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4251													147	147
368	366	7467/8	7467/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4252		articStaccatissimoBelow											147	147
369	367	7471/8	7471/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4253		articStaccatissimoAbove										25		
369	367	7477/8	7477/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4254												25		
369	367	7479/8	7479/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4255		articStaccatissimoAbove										25		
369	367	7485/8	7485/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4256												25		
369	367	7471/8	7471/8	0.0	0	0	Spanner	2/4	2	1	0																		
369	367	7471/8	7471/8	0.0	0	0	Spanner	2/4	2	1	0																	148	148
369	367	7473/8	7473/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4257													148	148
369	367	7475/8	7475/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4258		articStaccatissimoBelow											148	148
369	367	7481/8	7481/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4259													148	148
369	367	7483/8	7483/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4260		articStaccatissimoBelow											148	148
370	368	7487/8	7487/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4261		articStaccatissimoAbove										25		
370	368	7493/8	7493/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4262												25		
370	368	7495/8	7495/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4263		articStaccatissimoAbove										25		
370	368	7499/8	7499/8	0.0	3/8	3/8	Spanner	2/4	1	1	0																		
370	368	7501/8	7501/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4264														
370	368	7489/8	7489/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4265													148	148
370	368	7491/8	7491/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4266		articStaccatissimoBelow											148	148
370	368	7497/8	7497/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4267													148	148
370	368	7499/8	7499/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4268		articStaccatissimoBelow											148	148
371	369	7503/8	7503/8	0.0	0	0	StaffText	2/4	1	1	0							rinforzando e fuocoso molto											
371	369	7503/8	7503/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4269		articStaccatissimoBelow												
371	369	7509/8	7509/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4270														
371	369	7511/8	7511/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4271		articStaccatissimoAbove												
371	369	7517/8	7517/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4272														
371	369	7503/8	7503/8	0.0	0	0	Spanner	2/4	2	1	0																		
371	369	7503/8	7503/8	0.0	0	0	Spanner	2/4	2	1	0																	149	149
371	369	7505/8	7505/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4273													149	149
371	369	7507/8	7507/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4274		articStaccatissimoBelow											149	149
371	369	7513/8	7513/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4275													149	149
371	369	7515/8	7515/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4276		articStaccatissimoBelow											149	149
372	370	7519/8	7519/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4277		articStaccatissimoAbove												
372	370	7525/8	7525/8	0.0	3/16	3/16	Spanner	2/4	1	1	0													25					
372	370	7525/8	7525/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4278									25					
372	370	7527/8	7527/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4279		articMarcatoAbove							25					
372	370	7531/8	7531/8	0.0	3/8	3/8	Spanner	2/4	1	1	0																		
372	370	7533/8	7533/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4280														
372	370	7519/8	7519/8	0.0	0	0	Spanner	2/4	2	1	0																		
372	370	7519/8	7519/8	0.0	0	0	Spanner	2/4	2	1	0																	150	150
372	370	7521/8	7521/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4281													150	150
372	370	7523/8	7523/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4282		articStaccatissimoBelow											150	150
372	370	7529/8	7529/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4283													150	150
372	370	7531/8	7531/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4284													150	150
373	371	7535/8	7535/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4285		articStaccatissimoAbove												
373	371	7541/8	7541/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4286														
373	371	7543/8	7543/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4287		articStaccatissimoAbove												
373	371	7549/8	7549/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4288														
373	371	7535/8	7535/8	0.0	0	0	Spanner	2/4	2	1	0																		
373	371	7535/8	7535/8	0.0	0	0	Spanner	2/4	2	1	0																	151	151
373	371	7537/8	7537/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4289													151	151
373	371	7539/8	7539/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4290													151	151
373	371	7545/8	7545/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4291													151	151
373	371	7547/8	7547/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4292													151	151
374	372	7551/8	7551/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4293		articStaccatissimoAbove												
374	372	7557/8	7557/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4294														
374	372	7559/8	7559/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4295		articStaccatissimoAbove												
374	372	7565/8	7565/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4296														
374	372	7551/8	7551/8	0.0	0	0	Spanner	2/4	2	1	0																		
374	372	7551/8	7551/8	0.0	0	0	Spanner	2/4	2	1	0																	152	152
374	372	7553/8	7553/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4297													152	152
374	372	7555/8	7555/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4298													152	152
374	372	7561/8	7561/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4299													152	152
374	372	7563/8	7563/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4300													152	152
375	373	7567/8	7567/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4301														
375	373	7573/8	7573/8	0.0	3/16	3/16	Spanner	2/4	1	1	0																26		
375	373	7573/8	7573/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4302												26		
375	373	7575/8	7575/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4303												26		
375	373	7581/8	7581/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4304												26		
375	373	7567/8	7567/8	0.0	0	0	Spanner	2/4	2	1	0																		
375	373	7567/8	7567/8	0.0	0	0	Spanner	2/4	2	1	0																	153	153
375	373	7569/8	7569/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4305													153	153
375	373	7571/8	7571/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4306													153	153
375	373	7577/8	7577/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4307													153	153
375	373	7579/8	7579/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4308													153	153
376	374	7583/8	7583/8	0.0	0	0	Spanner	2/4	1	1	0													26			26		
376	374	7583/8	7583/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4309									26			26		
376	374	7589/8	7589/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4310									26			26		
376	374	7591/8	7591/8	0.0	1/4	1/4	Spanner	2/4	1	1	0																26		
376	374	7591/8	7591/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4311		articMarcatoAbove										26		
376	374	7597/8	7597/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4312												26		
376	374	7583/8	7583/8	0.0	0	0	Spanner	2/4	2	1	0																		
376	374	7583/8	7583/8	0.0	0	0	Spanner	2/4	2	1	0																	154	154
376	374	7585/8	7585/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4313													154	154
376	374	7587/8	7587/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4314													154	154
376	374	7593/8	7593/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4315													154	154
376	374	7595/8	7595/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4316													154	154
377	375	7599/8	7599/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4317												26		
377	375	7605/8	7605/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4318												26		
377	375	7607/8	7607/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4319												26		
377	375	7613/8	7613/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4320												26		
377	375	7599/8	7599/8	0.0	0	0	Spanner	2/4	2	1	0																		
377	375	7599/8	7599/8	0.0	0	0	Spanner	2/4	2	1	0																	155	155
377	375	7601/8	7601/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4321													155	155
377	375	7603/8	7603/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4322													155	155
377	375	7609/8	7609/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4323													155	155
377	375	7611/8	7611/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4324													155	155
378	376	7615/8	7615/8	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4325												26		
378	376	7621/8	7621/8	0.0	3/16	3/16	Spanner	2/4	1	1	0													27			26		
378	376	7621/8	7621/8	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4326									27			26		
378	376	7623/8	7623/8	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4327									27			26		
378	376	7629/8	7629/8	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4328									27			26		
378	376	7615/8	7615/8	0.0	0	0	Spanner	2/4	2	1	0																		
378	376	7615/8	7615/8	0.0	0	0	Spanner	2/4	2	1	0																	156	156
378	376	7617/8	7617/8	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4329													156	156
378	376	7619/8	7619/8	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4330													156	156
378	376	7625/8	7625/8	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4331													156	156
378	376	7627/8	7627/8	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4332													156	156
379	377	7631/8	7631/8	0.0	0	0	Dynamic	2/4	1	1	0					other-dynamics											26		
379	377	7631/8	7631/8	0.0	0	0	Spanner	2/4	1	1	0																26		
379	377	7631/8	7631/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4333												26		
379	377	22909/24	22909/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4334												26		
379	377	7639/8	7639/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4335												26		
379	377	22933/24	22933/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4336												26		
379	377	7631/8	7631/8	0.0	0	0	Spanner	2/4	2	1	0																		
379	377	22901/24	22901/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4337														
379	377	22909/24	22909/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4338														
379	377	22925/24	22925/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4339														
379	377	22933/24	22933/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4340														
380	378	7647/8	7647/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4341												26		
380	378	22957/24	22957/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4342												26		
380	378	7655/8	7655/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4343												26		
380	378	22981/24	22981/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4344												26		
380	378	22949/24	22949/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4345														
380	378	22957/24	22957/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4346														
380	378	22973/24	22973/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4347														
380	378	22981/24	22981/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4348														
381	379	7663/8	7663/8	0.0	0	0	Spanner	2/4	1	1	0																		
381	379	7663/8	7663/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4349														
381	379	23005/24	23005/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4350														
381	379	7671/8	7671/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4351														
381	379	23029/24	23029/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4352														
381	379	22997/24	22997/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4353														
381	379	23005/24	23005/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4354														
381	379	23021/24	23021/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4355														
381	379	23029/24	23029/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4356														
382	380	7679/8	7679/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4357														
382	380	23053/24	23053/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4358														
382	380	7687/8	7687/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4359														
382	380	23077/24	23077/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4360														
382	380	23045/24	23045/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4361														
382	380	23053/24	23053/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4362														
382	380	23069/24	23069/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4363														
382	380	23077/24	23077/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4364														
383	381	7695/8	7695/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4365														
383	381	23101/24	23101/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4366														
383	381	7703/8	7703/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4367														
383	381	23125/24	23125/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4368														
383	381	23093/24	23093/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4369														
383	381	23101/24	23101/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4370														
383	381	23117/24	23117/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4371														
383	381	23125/24	23125/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4372														
384	382	7711/8	7711/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4373														
384	382	23149/24	23149/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4374														
384	382	7719/8	7719/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4375														
384	382	23173/24	23173/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4376														
384	382	23141/24	23141/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4377														
384	382	23149/24	23149/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4378														
384	382	23165/24	23165/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4379														
384	382	23173/24	23173/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4380														
385	383	7727/8	7727/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4381														
385	383	23197/24	23197/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4382														
385	383	7735/8	7735/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4383														
385	383	23221/24	23221/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4384														
385	383	23189/24	23189/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4385														
385	383	23197/24	23197/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4386														
385	383	23213/24	23213/24	0.3333333333333333	1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	4387														
385	383	23221/24	23221/24	0.3333333333333333	5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	4388														
386	384	7743/8	7743/8	0.3333333333333333	0	0	Chord	2/4	1	1	1/12		1/8	2/3	4389														
386	384	23245/24	23245/24	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	4390														
386	384	7751/8	7751/8	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	4391														
386	384	23269/24	23269/24	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	4392														
386	384	23237/24	23237/24	0.3333333333333333	1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	4393														
386	384	23245/24	23245/24	0.3333333333333333	1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	4394														
