mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
46	46	735/4	735/4	0.0	15/16	15/16	StaffText	4/4	2	1	0							"<font size=""10.9134""/><font face=""Plantin MT Std""/>al"									
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	529		articStaccatoAbove										
47	47	184	184	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	530												
47	47	186	186	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	531												
47	47	184	184	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	532												
47	47	185	185	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	533		articStaccatoAbove										
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	534		articStaccatoAbove										
47	47	186	186	0.0	1/2	1/2	Dynamic	4/4	2	1	0					pp											
47	47	186	186	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	535												
48	48	188	188	0.0	0	0	Dynamic	4/4	1	1	0					mf											
48	48	188	188	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	536												
48	48	189	189	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	537		articStaccatoBelow										
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	538		articStaccatoAbove										
48	48	190	190	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	539												
48	48	191	191	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	540		articStaccatoBelow										
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	541		articStaccatoAbove										
48	48	188	188	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	542												
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	543												
48	48	190	190	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	544												
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	545												
48	48	188	188	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	546												
48	48	759/4	759/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	547												
48	48	190	190	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	548												
48	48	767/4	767/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	549												
49	49	192	192	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	550												
49	49	193	193	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	551		articStaccatoAbove										
49	49	775/4	775/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	552		articStaccatoAbove										
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	553		articStaccatoAbove										
49	49	779/4	779/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	554		articStaccatoAbove										
49	49	195	195	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	555												
49	49	192	192	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	556												
49	49	193	193	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	557												
49	49	194	194	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	558												
49	49	192	192	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	559												
49	49	193	193	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	560												
49	49	194	194	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	561												
50	50	196	196	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	562									19			
50	50	197	197	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	563		articStaccatoAbove										
50	50	791/4	791/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	564		articStaccatoAbove										
50	50	198	198	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	565									20			
50	50	199	199	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	566		articStaccatoAbove										
50	50	799/4	799/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	567		articStaccatoBelow										
50	50	196	196	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	568												
50	50	197	197	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	569												
50	50	198	198	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	570												
50	50	199	199	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	571												
50	50	196	196	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	572												
50	50	197	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	573		articStaccatoAbove										
50	50	198	198	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	574												
50	50	199	199	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	575		articStaccatoAbove										
51	51	200	200	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	576		articStaccatoBelow										
51	51	201	201	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	577		articStaccatoBelow										
51	51	202	202	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	578												
51	51	200	200	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	579		articStaccatoAbove										
51	51	201	201	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	580		articStaccatoAbove										
51	51	202	202	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	581												
52	52	204	204	0.0	0	0	Spanner	4/4	1	1	0														4		
52	52	204	204	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	582									21	4		
52	52	205	205	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	583		articStaccatoAbove								4		
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	584		articStaccatoAbove								4		
52	52	206	206	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	585										4		
52	52	207	207	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	586		articStaccatoAbove								4		
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	587		articStaccatoAbove								4		
52	52	204	204	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	588												
52	52	819/4	819/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	589		articStaccatoBelow										
52	52	205	205	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	590		articStaccatoBelow										
52	52	823/4	823/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	591		articStaccatoBelow										
52	52	206	206	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	592		articStaccatoBelow										
52	52	827/4	827/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	593		articStaccatoBelow										
52	52	207	207	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	594		articStaccatoBelow										
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	595		articStaccatoBelow										
53	53	208	208	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	596										4		
53	53	209	209	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	597		articStaccatoAbove								4		
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	598		articStaccatoAbove								4		
53	53	210	210	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	599		articStaccatoAbove								4		
53	53	843/4	843/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	600		articStaccatoAbove								4		
53	53	211	211	0.0	3/4	3/4	Spanner	4/4	1	1	0																
53	53	211	211	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	601												
53	53	208	208	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	602												
53	53	209	209	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	603		articStaccatoAbove										
53	53	839/4	839/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	604		articStaccatoAbove										
53	53	210	210	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	605		articStaccatoAbove										
53	53	843/4	843/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	606		articStaccatoAbove										
53	53	211	211	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	607												
53	53	209	209	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	608												
53	53	210	210	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	609												
53	53	211	211	0.75	3/4	3/4	Chord	4/4	2	2	3/16		1/8	3/2	610												
53	53	847/4	847/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	611												
54	54	212	212	0.0	0	0	Dynamic	4/4	1	1	0					f											
54	54	212	212	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	612												
54	54	213	213	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	613												
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	614												
54	54	214	214	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	615												
54	54	859/4	859/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	616												
54	54	215	215	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	617												
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	618												
54	54	212	212	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	619												
54	54	213	213	0.75	1/4	1/4	Chord	4/4	2	1	3/16		1/8	3/2	620												
54	54	855/4	855/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	621												
54	54	214	214	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	622												
54	54	215	215	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	623												
55	55	216	216	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	624												
55	55	217	217	0.0	1/4	1/4	Chord	4/4	1	1	0	acciaccatura	1/8	1	625												
55	55	217	217	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	626												
55	55	871/4	871/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	627												
55	55	218	218	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	628												
55	55	216	216	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	629												
55	55	217	217	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	630												
55	55	218	218	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	631												
56	56	220	220	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""10.9134""/><font face=""Plantin MT Std""/>marcato"									
56	56	220	220	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	632		articTenutoBelow										
56	56	221	221	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	633		articStaccatoBelow										
56	56	887/4	887/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	634		articStaccatoBelow										
56	56	222	222	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	635		articTenutoBelow										
56	56	223	223	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	636		articStaccatoBelow										
56	56	895/4	895/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	637		articStaccatoBelow										
57	57	224	224	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	638		articTenutoAbove										
57	57	225	225	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	639		articStaccatoAbove										
57	57	903/4	903/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	640		articStaccatoAbove										
57	57	226	226	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	641		articStaccatoAbove										
57	57	907/4	907/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	642		articStaccatoAbove										
57	57	227	227	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	643												
57	57	449/2	449/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	644												
57	57	225	225	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	645												
57	57	903/4	903/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	646												
57	57	226	226	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	647												
57	57	907/4	907/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16		1/16	1	648												
57	57	227	227	0.75	3/4	3/4	Chord	4/4	2	2	3/16		1/8	3/2	649												
57	57	911/4	911/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	650												
58	58	228	228	0.0	0	0	Dynamic	4/4	1	1	0					mf											
58	58	228	228	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	651									22			
58	58	229	229	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	652									22			
58	58	229	229	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	653									22			
58	58	229	229	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	654									22			
58	58	229	229	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	655									22			
58	58	229	229	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	656									22			
58	58	919/4	919/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	657												
58	58	230	230	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	658												
58	58	231	231	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	659												
58	58	228	228	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	660												
58	58	230	230	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	661												
58	58	231	231	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	662												
58	58	228	228	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	663												
58	58	230	230	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	664												
58	58	231	231	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	665												
58	58	228	228	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	666												
58	58	230	230	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	667												
58	58	231	231	0.75	3/4	3/4	Chord	4/4	2	2	3/16		1/8	3/2	668												
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	669												
59	59	232	232	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	670									23			
59	59	233	233	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	671									23			
59	59	233	233	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	672									23			
59	59	233	233	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	673									23			
59	59	233	233	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	1	674									23			
59	59	233	233	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	675									23			
59	59	935/4	935/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	676												
59	59	234	234	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	677									24			
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	678									24			
59	59	235	235	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	679												
59	59	232	232	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	680												
59	59	234	234	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	681												
59	59	232	232	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	682												
59	59	234	234	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	683												
59	59	939/4	939/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	684												
59	59	235	235	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	685												
59	59	232	232	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	686												
59	59	234	234	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	687												
59	59	235	235	0.75	3/4	3/4	Chord	4/4	2	2	3/16		1/8	3/2	688												
59	59	943/4	943/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	689												
60	60	236	236	0.0	0	0	Spanner	4/4	1	1	0														5		
60	60	236	236	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	690		articStaccatoBelow								5		
60	60	238	238	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	691		articStaccatoBelow								5		
60	60	236	236	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	692												
60	60	238	238	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	693												
60	60	236	236	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	694												
60	60	237	237	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	695		articStaccatoBelow										
60	60	951/4	951/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16		1/16	1	696		articStaccatoBelow										
60	60	238	238	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	697												
60	60	239	239	0.5	3/4	3/4	Chord	4/4	2	2	1/8		1/8	1	698		articStaccatoBelow										
60	60	959/4	959/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16		1/16	1	699		articStaccatoBelow										
61	61	240	240	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	700										5		
61	61	242	242	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	701										5		
61	61	243	243	0.0	3/4	3/4	Spanner	4/4	1	1	0																
61	61	243	243	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	702												
61	61	240	240	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	703												
61	61	241	241	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	704		articStaccatoAbove										
61	61	967/4	967/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	705		articStaccatoAbove										
61	61	242	242	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	706		articStaccatoBelow										
61	61	971/4	971/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	707		articStaccatoBelow										
61	61	243	243	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	708		articStaccatoBelow										
61	61	975/4	975/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	709		articStaccatoBelow										
62	62	244	244	0.0	0	0	Dynamic	4/4	1	1	0					f											
62	62	244	244	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	710									25			
62	62	245	245	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	711		articStaccatoAbove										
62	62	983/4	983/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	712		articStaccatoAbove										
62	62	246	246	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	713												
62	62	246	246	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	714		articAccentBelow							26			
62	62	247	247	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	715		articStaccatoBelow										
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	716		articStaccatoBelow										
62	62	244	244	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	717												
62	62	246	246	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	718												
62	62	247	247	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	719		articStaccatoAbove										
62	62	991/4	991/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	720		articStaccatoAbove										
63	63	248	248	4.0	0	0	Chord	4/4	1	1	1		1	1	721		articMarcatoAbove										
63	63	249	249	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	722												
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	723												
63	63	250	250	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	724									27			
63	63	251	251	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	725		articStaccatoBelow										
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	726		articStaccatoBelow										
63	63	248	248	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""10.9134""/><font face=""Plantin MT Std""/>piu rinforz."									
63	63	248	248	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	727		articAccentAbove										
63	63	249	249	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	728		articStaccatoAbove										
63	63	999/4	999/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	729		articStaccatoAbove										
63	63	250	250	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	730		articAccentAbove										
63	63	251	251	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	731		articStaccatoAbove										
63	63	1007/4	1007/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	732		articStaccatoAbove										
64	64	252	252	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	733												
64	64	253	253	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	734		articStaccatoBelow										
64	64	1015/4	1015/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	735		articStaccatoBelow										
64	64	254	254	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	736		articStaccatoBelow										
64	64	1019/4	1019/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	737		articStaccatoBelow										
64	64	255	255	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	738		articStaccatoBelow										
64	64	1023/4	1023/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	739		articStaccatoBelow										
64	64	252	252	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	740												
64	64	252	252	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	741												
64	64	253	253	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	742		articStaccatoAbove										
64	64	254	254	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	743		articStaccatoAbove										
64	64	255	255	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	744		articStaccatoAbove										
64	64	1023/4	1023/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	745		articStaccatoAbove										
65	65	256	256	0.0	0	0	Dynamic	4/4	1	1	0					ff											
65	65	256	256	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	746												
65	65	257	257	0.0	1/4	1/4	Chord	4/4	1	1	0	acciaccatura	1/8	1	747												
65	65	257	257	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	748												
65	65	258	258	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	749												
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	750												
65	65	256	256	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	751												
65	65	258	258	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	752												
65	65	1039/4	1039/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	753												
66	66	260	260	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	754												
66	66	261	261	0.0	1/4	1/4	Spanner	4/4	1	1	0															3	
66	66	261	261	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	755		articStaccatoAbove									3	
66	66	1047/4	1047/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	756											3	
66	66	262	262	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	757									28		3	
66	66	263	263	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	758											3	
66	66	1055/4	1055/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	759												
66	66	263	263	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	760												
66	66	260	260	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	761												
66	66	263	263	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	762												
66	66	1055/4	1055/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	763												
67	67	264	264	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""10.9134""/><font face=""Plantin MT Std""/>dim."									
67	67	264	264	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	764		articStaccatoBelow										
67	67	265	265	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	765		articStaccatoBelow										
67	67	266	266	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	766		articStaccatoBelow										
67	67	264	264	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	767		articStaccatoBelow										
67	67	265	265	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	768		articStaccatoAbove										
67	67	266	266	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	769		articStaccatoAbove										
67	67	267	267	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	770												
67	67	1071/4	1071/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	771												
67	67	265	265	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	772												
67	67	266	266	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	773												
68	68	269	269	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	774												
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	775												
68	68	270	270	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	776												
68	68	271	271	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	777												
68	68	271	271	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	778												
68	68	268	268	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	779												
68	68	269	269	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	780												
68	68	1079/4	1079/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	781												
68	68	270	270	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	782												
68	68	271	271	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	783												
69	69	272	272	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	784												
69	69	274	274	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	785		ornamentTrill										
69	69	274	274	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	786												
69	69	274	274	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	787												
69	69	274	274	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	788												
69	69	272	272	0.0	0	0	Chord	4/4	1	2	0	grace16	1/16	1	789												
69	69	272	272	0.0	0	0	Chord	4/4	1	2	0	grace16	1/16	1	790												
69	69	272	272	4.0	0	0	Chord	4/4	1	2	1		1	1	791												
69	69	272	272	4.0	0	0	Chord	4/4	2	1	1		1	1	792												
69	69	274	274	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	793												
70	70	276	276	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	794												
